X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
208.024,5606.5,208.024,5435.515,208.024,6913.373,208.024,4956.681,208.024,6783.331,208.024,6388.343,208.023,5601.539
208.969,5647.176,208.969,5431.691,208.969,6925.674,208.969,4930.058,208.969,6746.442,208.969,6343.843,208.969,5628.372
209.915,5637.96,209.915,5455.577,209.915,6920.537,209.915,4922.303,209.915,6768.516,209.915,6372.438,209.914,5621.193
210.86,5645.569,210.86,5443.559,210.86,6909.201,210.86,4934.822,210.86,6801.54,210.86,6368.805,210.86,5612.559
211.806,5578.549,211.806,5420.524,211.806,6952.735,211.806,4906.481,211.806,6770.719,211.806,6371.934,211.806,5609.749
212.751,5582.415,212.751,5429.228,212.751,6927.977,212.751,4937.104,212.751,6761.119,212.751,6357.386,212.751,5600.339
213.697,5599.37,213.697,5425.147,213.697,6953.473,213.697,4919.88,213.697,6761.309,213.697,6395.181,213.697,5600.894
214.642,5594.647,214.642,5400.845,214.642,6918.629,214.642,4922.938,214.642,6791.502,214.642,6388.091,214.642,5625.758
215.588,5588.407,215.588,5430.154,215.588,6938.438,215.588,4919.702,215.588,6768.143,215.588,6343.656,215.588,5607.319
216.534,5585.902,216.534,5428.477,216.534,6931.562,216.534,4928.13,216.534,6777.169,216.534,6343.788,216.533,5627.767
217.479,5591.762,217.479,5390.049,217.479,6887.473,217.479,4893.99,217.479,6750.44,217.479,6354.344,217.479,5609.3
218.425,5580.381,218.425,5425.273,218.425,6934.483,218.425,4916.155,218.425,6790.886,218.425,6372.052,218.424,5596.189
219.37,5607.59,219.37,5409.145,219.37,6921.396,219.37,4895.526,219.37,6780.423,219.37,6366.161,219.37,5608.234
220.316,5620.816,220.316,5425.744,220.316,6958.78,220.316,4905.455,220.316,6766.957,220.316,6324.64,220.316,5590.32
221.261,5586.174,221.261,5377.709,221.261,6907.485,221.261,4954.1,221.261,6762.487,221.261,6364.208,221.261,5641.958
222.207,5578.062,222.207,5407.434,222.207,6933.755,222.207,4911.385,222.207,6763.871,222.207,6336.279,222.207,5600.088
223.153,5663.154,223.153,5422.899,223.153,6924.317,223.153,4922.709,223.153,6744.695,223.153,6362.661,223.152,5644.985
224.098,5581.463,224.098,5415.69,224.098,6930.015,224.098,4943.362,224.098,6758.398,224.098,6381.655,224.098,5596.761
225.044,5608.818,225.044,5409.538,225.044,6914.612,225.044,4867.33,225.044,6777.163,225.044,6380.598,225.043,5594.029
225.989,5578.598,225.989,5396.947,225.989,6894.148,225.989,4915.358,225.989,6735.122,225.989,6356.25,225.989,5574.078
226.935,5584.747,226.935,5389.41,226.935,6882.364,226.935,4906.772,226.935,6738.027,226.935,6338.712,226.935,5625.683
227.88,5644.913,227.88,5386.551,227.88,6910.77,227.88,4923.529,227.88,6757.628,227.88,6350.297,227.88,5578.432
228.826,5607.671,228.826,5406.088,228.826,6901.288,228.826,4927.944,228.826,6772.27,228.826,6368.685,228.826,5583.687
229.771,5614.521,229.771,5391.581,229.771,6900.469,229.771,4909.457,229.771,6742.876,229.771,6358.032,229.771,5619.126
230.717,5602.036,230.717,5424.404,230.717,6893.025,230.717,4913.49,230.717,6745.334,230.717,6329.871,230.717,5606.473
231.663,5617.689,231.663,5388.465,231.663,6920.115,231.663,4915.277,231.663,6746.557,231.663,6326.855,231.662,5606.416
232.608,5632.118,232.608,5393.466,232.608,6891.126,232.608,4918.15,232.608,6768.002,232.608,6361.717,232.608,5594.986
233.554,5579.471,233.554,5388.69,233.554,6915.295,233.554,4888.257,233.554,6745.092,233.554,6333.7,233.553,5616.057
234.499,5591.283,234.499,5383.949,234.499,6911.728,234.499,4895.474,234.499,6723.207,234.499,6356.78,234.499,5613.511
235.445,5593.686,235.445,5372.527,235.445,6893.372,235.445,4925.04,235.445,6750.581,235.445,6320.775,235.445,5582.016
236.39,5573.952,236.39,5392.402,236.39,6919.617,236.39,4900.129,236.39,6726.685,236.39,6325.893,236.39,5640.738
237.336,5574.163,237.336,5417.333,237.336,6922.4,237.336,4870.318,237.336,6741.189,237.336,6341.359,237.336,5612.426
238.282,5586.343,238.282,5414.222,238.282,6917.706,238.282,4921.566,238.282,6721.826,238.282,6356.727,238.281,5605.876
239.227,5553.353,239.227,5420.105,239.227,6901.998,239.227,4899.213,239.227,6722.282,239.227,6361.822,239.227,5587.498
240.173,5590.487,240.173,5396.297,240.173,6898.554,240.173,4898.731,240.173,6742.379,240.173,6330.674,240.172,5598.794
241.118,5584.684,241.118,5395.872,241.118,6901.088,241.118,4901.863,241.118,6734.089,241.118,6360.664,241.118,5578.285
242.064,5551.112,242.064,5433.337,242.064,6926.811,242.064,4899.385,242.064,6725.553,242.064,6357.239,242.064,5581.395
243.009,5569.184,243.009,5389.764,243.009,6903.351,243.009,4922.804,243.009,6732.11,243.009,6360.508,243.009,5610.678
243.955,5555.341,243.955,5389.021,243.955,6934.808,243.955,4906.331,243.955,6749.676,243.955,6345.472,243.955,5596.459
244.9,5583.557,244.9,5371.986,244.9,6876.659,244.9,4888.903,244.9,6746.774,244.9,6357.732,244.9,5626.734
245.846,5570.647,245.846,5394.624,245.846,6923.602,245.846,4901.49,245.846,6758.815,245.846,6367.07,245.846,5596.462
246.792,5559.216,246.792,5360.874,246.792,6911.144,246.792,4867.415,246.792,6722.668,246.792,6374.397,246.791,5619.013
247.737,5560.202,247.737,5376.811,247.737,6900.942,247.737,4855.917,247.737,6710.091,247.737,6394.209,247.737,5597.654
248.683,5573.543,248.683,5363.979,248.683,6902.665,248.683,4912.028,248.683,6727.361,248.683,6395.47,248.682,5598.113
249.628,5603.2,249.628,5382.963,249.628,6932.316,249.628,4891.968,249.628,6699.128,249.628,6442.492,249.628,5611.95
250.574,5558.955,250.574,5372.165,250.574,6895.169,250.574,4900.169,250.574,6719.232,250.574,6405.223,250.574,5605.439
251.519,5560.229,251.519,5384.992,251.519,6917.402,251.519,4886.991,251.519,6733.126,251.519,6455.382,251.519,5624.135
252.465,5571.475,252.465,5400.706,252.465,6904.442,252.465,4914.063,252.465,6711.625,252.465,6461.716,252.465,5570.696
253.411,5574.365,253.411,5366.987,253.411,6902.565,253.411,4890.022,253.41,6762.229,253.411,6431.612,253.41,5611.23
254.356,5583.169,254.356,5364.525,254.356,6908.695,254.356,4865.576,254.356,6761.427,254.356,6459.947,254.356,5600.645
255.302,5580.388,255.302,5353.695,255.302,6914.795,255.302,4869.664,255.302,6760.587,255.302,6436.497,255.301,5607.863
256.247,5595.251,256.247,5355.244,256.247,6894.934,256.247,4922.369,256.247,6708.038,256.247,6450.962,256.247,5598.758
257.193,5550.323,257.193,5353.052,257.193,6844.655,257.193,4887.542,257.193,6720.378,257.193,6453.959,257.193,5607.963
258.138,5575.37,258.138,5386.016,258.138,6861.708,258.138,4892.879,258.138,6734.08,258.138,6443.13,258.138,5603.306
259.084,5575.822,259.084,5345.377,259.084,6868.062,259.084,4928.223,259.084,6743.469,259.084,6450.663,259.084,5587.99
260.029,5616.641,260.029,5352.302,260.029,6909.842,260.029,4917.861,260.029,6704.317,260.029,6442.553,260.029,5591.955
260.975,5590.714,260.975,5385.584,260.975,6920.906,260.975,4912.027,260.975,6689.307,260.975,6422.719,260.975,5608.777
261.921,5602.517,261.921,5377.454,261.921,6892,261.921,4915.874,261.921,6736.952,261.921,6452.841,261.92,5595.079
262.866,5565.334,262.866,5342.859,262.866,6918.509,262.866,4929.717,262.866,6714.979,262.866,6441.75,262.866,5591.2
263.812,5576.476,263.812,5360.85,263.812,6906.573,263.812,4938.231,263.812,6729.122,263.812,6408.409,263.811,5601.229
264.757,5555.768,264.757,5345.294,264.757,6899.142,264.757,4905.267,264.757,6723.78,264.757,6436.98,264.757,5588.137
265.703,5595.092,265.703,5379.379,265.703,6901.805,265.703,4938.792,265.703,6697.685,265.703,6439.799,265.703,5613.351
266.648,5520.556,266.648,5351.552,266.648,6923.09,266.648,4913.937,266.648,6724.394,266.648,6424.334,266.648,5584.088
267.594,5501.321,267.594,5318.235,267.594,6880.864,267.594,4935.079,267.594,6734.845,267.594,6418.668,267.594,5569.394
268.539,5572.413,268.539,5367.759,268.539,6883.193,268.539,4916.243,268.539,6693.36,268.539,6487.336,268.539,5594.623
269.485,5569.584,269.485,5377.028,269.485,6885.057,269.485,4883.78,269.485,6712.692,269.485,6443.977,269.485,5588.24
270.431,5565.014,270.431,5345.564,270.431,6923.538,270.431,4903.5,270.431,6739.736,270.431,6422.387,270.43,5602.66
271.376,5540.758,271.376,5386.415,271.376,6861.3,271.376,4910.243,271.376,6698.815,271.376,6415.67,271.376,5595.899
272.322,5556.14,272.322,5389.964,272.322,6870.98,272.322,4909.353,272.322,6716.627,272.322,6416.161,272.321,5595.796
273.267,5555.514,273.267,5361.817,273.267,6884.682,273.267,4909.61,273.267,6728.358,273.267,6417.224,273.267,5579.694
274.213,5533.628,274.213,5371.003,274.213,6859.4,274.213,4892.758,274.213,6697.843,274.213,6394.77,274.213,5569.956
275.158,5517.379,275.158,5382.4,275.158,6912.689,275.158,4930.799,275.158,6720.471,275.158,6421.487,275.158,5609.409
276.104,5574.977,276.104,5347.019,276.104,6879.818,276.104,4906.678,276.104,6716.816,276.104,6408.213,276.104,5594.906
277.05,5505.723,277.05,5357.72,277.05,6878.696,277.05,4882.567,277.05,6716.987,277.05,6414.312,277.049,5584.405
277.995,5575.313,277.995,5363.731,277.995,6914.428,277.995,4913.501,277.995,6692.126,277.995,6360.454,277.995,5551.054
278.941,5499.845,278.941,5387.482,278.941,6887.44,278.941,4879.52,278.941,6684.764,278.941,6401.399,278.94,5587.157
279.886,5522.853,279.886,5353.758,279.886,6869.359,279.886,4873.821,279.886,6716.356,279.886,6414.568,279.886,5580.2
280.832,5516.498,280.832,5375.806,280.832,6915.241,280.832,4873.491,280.832,6683.422,280.832,6392.991,280.832,5579.857
281.777,5557.72,281.777,5354.469,281.777,6892.211,281.777,4906.962,281.777,6686.175,281.777,6399.304,281.777,5583.065
282.723,5571.699,282.723,5350.381,282.723,6906.952,282.723,4858.047,282.723,6684.806,282.723,6418.733,282.723,5593.918
283.668,5599.752,283.668,5352.694,283.668,6894.904,283.668,4885.83,283.668,6700.598,283.668,6394.717,283.668,5589.351
284.614,5500.999,284.614,5331.072,284.614,6903.612,284.614,4862.812,284.614,6704.711,284.614,6423.625,284.614,5601.708
285.56,5533.456,285.56,5341.68,285.56,6905.05,285.56,4844.748,285.56,6682.076,285.56,6367.552,285.559,5597.184
286.505,5550.452,286.505,5385.587,286.505,6870.559,286.505,4851.251,286.505,6671.48,286.505,6391.526,286.505,5578.792
287.451,5588.685,287.451,5357.389,287.451,6913.398,287.451,4911.501,287.451,6675.14,287.451,6390.488,287.45,5589.397
288.396,5501.865,288.396,5338.834,288.396,6903.163,288.396,4911.291,288.396,6653.054,288.396,6431.486,288.396,5579.45
289.342,5569.838,289.342,5333.429,289.342,6894.255,289.342,4875.916,289.342,6709.444,289.342,6380.093,289.342,5573.973
290.287,5487.571,290.287,5368.186,290.287,6928.071,290.287,4858.451,290.287,6697.244,290.287,6379.229,290.287,5566.021
291.233,5502.319,291.233,5364.857,291.233,6892.927,291.233,4887.733,291.233,6658.12,291.233,6405.086,291.233,5606.694
292.179,5554.388,292.179,5349.228,292.179,6904.476,292.179,4860.258,292.178,6654.678,292.179,6392.751,292.178,5601.037
293.124,5485.252,293.124,5372.771,293.124,6927.399,293.124,4867.982,293.124,6667.708,293.124,6404.393,293.124,5577.652
294.07,5540.331,294.07,5318.401,294.07,6886.489,294.07,4880.432,294.07,6684.929,294.07,6393.51,294.069,5573.918
295.015,5491.75,295.015,5370.535,295.015,6899.367,295.015,4872.498,295.015,6675.125,295.015,6378.245,295.015,5601.655
295.961,5532.783,295.961,5363.502,295.961,6951.526,295.961,4861.495,295.961,6654.911,295.961,6389.188,295.96,5576.527
296.906,5552.92,296.906,5332.593,296.906,6896.202,296.906,4863.899,296.906,6700.128,296.906,6359.182,296.906,5550.662
297.852,5528.603,297.852,5349.04,297.852,6937.998,297.852,4899.296,297.852,6670.811,297.852,6378.628,297.852,5591.893
298.797,5636.853,298.797,5375.375,298.797,6882.809,298.797,4872.97,298.797,6699.144,298.797,6400.995,298.797,5574.716
299.743,5577.117,299.743,5334.605,299.743,6903.384,299.743,4890.162,299.743,6680.286,299.743,6407.011,299.743,5568.465
300.689,5529.098,300.689,5340.416,300.689,6925.11,300.689,4825.491,300.689,6690.18,300.689,6393.832,300.688,5578.631
301.634,5565.714,301.634,5334.938,301.634,6928.259,301.634,4844.483,301.634,6712.085,301.634,6407.375,301.634,5585.896
302.58,5558.359,302.58,5345.469,302.58,6869.489,302.58,4832.567,302.58,6697.902,302.58,6398.437,302.579,5561.262
303.525,5521.671,303.525,5356.407,303.525,6897.687,303.525,4838.797,303.525,6720.362,303.525,6398.158,303.525,5571.103
304.471,5560.679,304.471,5359.219,304.471,6891.913,304.471,4865.575,304.471,6688.694,304.471,6398.099,304.471,5548.034
305.416,5518.645,305.416,5353.779,305.416,6881.55,305.416,4896.585,305.416,6679.889,305.416,6408.141,305.416,5560.376
306.362,5538.098,306.362,5353.473,306.362,6896.882,306.362,4858.495,306.362,6720.951,306.362,6379.543,306.362,5565.604
307.308,5523.163,307.308,5354.573,307.308,6902.801,307.308,4843.354,307.307,6752.268,307.308,6363.789,307.307,5558.017
308.253,5487.642,308.253,5358.19,308.253,6875.827,308.253,4841.467,308.253,6784.9,308.253,6431.971,308.253,5591.759
309.199,5528.433,309.199,5318.144,309.199,6874.484,309.199,4887.506,309.199,6749.084,309.199,6393.034,309.198,5601.035
310.144,5507.412,310.144,5332.42,310.144,6925.771,310.144,4860.758,310.144,6723.591,310.144,6373.966,310.144,5561.757
311.09,5507.151,311.09,5330.869,311.09,6896.26,311.09,4851.76,311.09,6676.704,311.09,6369.607,311.089,5583.652
312.035,5521.703,312.035,5334.55,312.035,6902.36,312.035,4838.456,312.035,6718.528,312.035,6398.254,312.035,5583.125
312.981,5506.735,312.981,5349.125,312.981,6851.795,312.981,4841.28,312.981,6707.223,312.981,6406.599,312.981,5579.657
313.926,5545.776,313.926,5312.303,313.926,6883.025,313.926,4852.465,313.926,6682.385,313.926,6389.597,313.926,5574.514
314.872,5481.552,314.872,5334.778,314.872,6888.257,314.872,4821.945,314.872,6735.975,314.872,6414.427,314.872,5610
315.818,5517.092,315.818,5369.37,315.818,6858.914,315.818,4867.832,315.818,6700.811,315.818,6357.617,315.817,5581.474
316.763,5477.667,316.763,5342.741,316.763,6828.723,316.763,4824.899,316.763,6683.709,316.763,6343.158,316.763,5597.731
317.709,5505.442,317.709,5292.6,317.709,6888.722,317.709,4844.621,317.709,6695.297,317.709,6412.635,317.708,5584.755
318.654,5491.1,318.654,5315.285,318.654,6884.755,318.654,4879.109,318.654,6691.182,318.654,6369.167,318.654,5570.478
319.6,5492.381,319.6,5327.503,319.6,6854.867,319.6,4863.375,319.6,6711.887,319.6,6402.113,319.599,5586.596
320.545,5486.367,320.545,5327.354,320.545,6862.489,320.545,4869.01,320.545,6710.641,320.545,6390.278,320.545,5533.718
321.491,5485.696,321.491,5324.658,321.491,6870.943,321.491,4842.721,321.491,6693.736,321.491,6360.166,321.491,5554.417
322.436,5509.357,322.436,5354.25,322.436,6898.425,322.436,4847.362,322.436,6720.339,322.436,6388.009,322.436,5572.148
323.382,5477.04,323.382,5335.532,323.382,6859.609,323.382,4843.844,323.382,6684.808,323.382,6378.625,323.382,5559.375
324.328,5533.598,324.328,5298.293,324.328,6896.374,324.328,4821.775,324.328,6689.492,324.328,6373.734,324.327,5595.835
325.273,5472.618,325.273,5309.296,325.273,6875.765,325.273,4840.239,325.273,6677.712,325.273,6357.927,325.273,5568.891
326.219,5482.862,326.219,5322.934,326.219,6877.603,326.219,4841.188,326.219,6643.574,326.219,6407.697,326.218,5567.7
327.164,5498.222,327.164,5326.497,327.164,6863.859,327.164,4819.754,327.164,6647.783,327.164,6383.951,327.164,5567.821
328.11,5468.127,328.11,5324.818,328.11,6852.967,328.11,4845.64,328.11,6665.27,328.11,6344.924,328.11,5585.842
329.055,5503.177,329.055,5285.382,329.055,6855.424,329.055,4792.703,329.055,6634.861,329.055,6374.997,329.055,5553.525
330.001,5491.094,330.001,5285.823,330.001,6836.331,330.001,4826.736,330.001,6662.808,330.001,6413.434,330.001,5566.725
330.947,5442.074,330.947,5312.499,330.947,6865.201,330.947,4825.121,330.947,6683.574,330.947,6341.408,330.946,5567.436
331.892,5434.832,331.892,5302.583,331.892,6848.985,331.892,4863.799,331.892,6647.223,331.892,6368.479,331.892,5558.968
332.838,5495.109,332.838,5286.986,332.838,6865.878,332.838,4816.555,332.838,6648.868,332.838,6376.917,332.837,5565.628
333.783,5470.703,333.783,5323.828,333.783,6855.593,333.783,4816.369,333.783,6678.311,333.783,6390.859,333.783,5550.617
334.729,5429.621,334.729,5325.911,334.729,6906.743,334.729,4820.941,334.729,6695.457,334.729,6366.498,334.728,5573.672
335.674,5498.065,335.674,5305.56,335.674,6858.552,335.674,4817.219,335.674,6692.502,335.674,6372.177,335.674,5593.24
336.62,5497.989,336.62,5281.429,336.62,6850.094,336.62,4840.435,336.62,6670.641,336.62,6364.368,336.62,5574.18
337.565,5468.083,337.565,5284.353,337.565,6872.741,337.565,4807.677,337.565,6659.396,337.565,6380.845,337.565,5599.451
338.511,5460.316,338.511,5304.229,338.511,6843.888,338.511,4823.022,338.511,6680.733,338.511,6356.077,338.511,5558.132
339.457,5462.077,339.457,5322.668,339.457,6872.895,339.457,4803.266,339.457,6688.945,339.457,6367.39,339.456,5577.785
340.402,5422.507,340.402,5322.652,340.402,6839.566,340.402,4820.435,340.402,6702.224,340.402,6403.144,340.402,5582.004
341.348,5457.665,341.348,5308.871,341.348,6842.63,341.348,4836.162,341.348,6691.362,341.348,6346.923,341.347,5592.542
342.293,5426.483,342.293,5298.085,342.293,6875.487,342.293,4745.433,342.293,6712.847,342.293,6361.207,342.293,5573.87
343.239,5447.394,343.239,5325.734,343.239,6857.709,343.239,4818.661,343.239,6648.125,343.239,6399.964,343.239,5552.5
344.184,5416.448,344.184,5313.779,344.184,6843.203,344.184,4810.748,344.184,6719.136,344.184,6372.69,344.184,5579.166
345.13,5440.576,345.13,5301.12,345.13,6869.643,345.13,4804.887,345.13,6695.933,345.13,6385.373,345.13,5514.423
346.076,5440.243,346.076,5336.604,346.076,6883.698,346.076,4824.213,346.076,6727.527,346.076,6371.951,346.075,5562.009
347.021,5417.552,347.021,5305.658,347.021,6842.368,347.021,4804.452,347.021,6722.488,347.021,6359.656,347.021,5555.808
347.967,5456.901,347.967,5320.905,347.967,6861.075,347.967,4786.027,347.967,6695.012,347.967,6356.382,347.966,5547.088
348.912,5421.105,348.912,5324.773,348.912,6860.985,348.912,4827.182,348.912,6708.697,348.912,6373.021,348.912,5528.087
349.858,5444.434,349.858,5325.387,349.858,6857.857,349.858,4809.99,349.858,6725.96,349.858,6345.249,349.857,5583.859
350.803,5396.852,350.803,5309.772,350.803,6834.277,350.803,4811.188,350.803,6730.312,350.803,6361.08,350.803,5518.304
351.749,5435.541,351.749,5333.961,351.749,6878.383,351.749,4811.623,351.749,6694.833,351.749,6403.355,351.749,5640
352.694,5418.229,352.694,5335.581,352.694,6864.02,352.694,4813.299,352.694,6686.968,352.694,6355.462,352.694,5614.7
353.64,5391.324,353.64,5330.632,353.64,6823.776,353.64,4809.497,353.64,6695.198,353.64,6341.333,353.64,5642.105
354.586,5419.126,354.586,5302.592,354.586,6857.432,354.586,4803.971,354.586,6720.063,354.586,6347.903,354.585,5608.901
355.531,5429.485,355.531,5304.61,355.531,6846.711,355.531,4779.212,355.531,6700.661,355.531,6339.723,355.531,5660.964
356.477,5402.585,356.477,5290.057,356.477,6842.733,356.477,4820.92,356.477,6695.872,356.477,6382.599,356.476,5627.463
357.422,5460.852,357.422,5297.596,357.422,6848.997,357.422,4803.114,357.422,6691.249,357.422,6355.378,357.422,5618.407
358.368,5433.967,358.368,5304.127,358.368,6865.468,358.368,4763.805,358.368,6677.191,358.368,6366.972,358.367,5631.559
359.313,5413.499,359.313,5268.845,359.313,6822.94,359.313,4827.553,359.313,6700.102,359.313,6416.381,359.313,5616.024
360.259,5396.482,360.259,5301.519,360.259,6858.541,360.259,4783.792,360.259,6709.24,360.259,6412.519,360.259,5608.651
361.205,5417.39,361.205,5289.744,361.205,6845.214,361.205,4819.916,361.204,6714.034,361.205,6442.344,361.204,5635.791
362.15,5391.845,362.15,5277.596,362.15,6833.853,362.15,4769.507,362.15,6663.635,362.15,6416.249,362.15,5602.442
363.096,5405.412,363.096,5336.905,363.096,6851.454,363.096,4798.752,363.096,6672.25,363.096,6445.134,363.095,5633.573
364.041,5358.116,364.041,5303.212,364.041,6825.958,364.041,4794.552,364.041,6684.729,364.041,6403.05,364.041,5593.384
364.987,5393.366,364.987,5307.514,364.987,6831.206,364.987,4810.685,364.987,6685.902,364.987,6428.298,364.986,5607.828
365.932,5409.186,365.932,5306.602,365.932,6824.753,365.932,4810.35,365.932,6684.141,365.932,6424.148,365.932,5572.217
366.878,5349.221,366.878,5315.515,366.878,6850.917,366.878,4801.71,366.878,6660.688,366.878,6399.125,366.878,5591.765
367.823,5376.112,367.823,5305.065,367.823,6827.846,367.823,4784.765,367.823,6645.625,367.823,6384.097,367.823,5625.319
368.769,5394.917,368.769,5299.437,368.769,6835.887,368.769,4796.466,368.769,6627.316,368.769,6391.918,368.769,5621.861
369.715,5368.404,369.715,5238.579,369.715,6842.532,369.715,4818.928,369.715,6667.158,369.715,6400.983,369.714,5616.888
370.66,5410.929,370.66,5286.685,370.66,6825.456,370.66,4827.789,370.66,6648.373,370.66,6423.225,370.66,5623.235
371.606,5405.821,371.606,5315.32,371.606,6847.555,371.606,4812.83,371.606,6646.206,371.606,6383.204,371.605,5594.931
372.551,5423.308,372.551,5300.142,372.551,6844.403,372.551,4793.321,372.551,6617.989,372.551,6390.959,372.551,5609.478
373.497,5412.474,373.497,5301.215,373.497,6832.85,373.497,4794.976,373.497,6651.771,373.497,6377.207,373.496,5578.57
374.442,5404.753,374.442,5285.397,374.442,6843.043,374.442,4809.705,374.442,6668.48,374.442,6373.262,374.442,5571.272
375.388,5373.035,375.388,5296.688,375.388,6810.033,375.388,4804.848,375.388,6670.146,375.388,6432.775,375.388,5618.498
376.334,5398.645,376.334,5276.497,376.334,6830.165,376.334,4759.332,376.333,6636.887,376.334,6391.767,376.333,5590.173
377.279,5379.938,377.279,5312.57,377.279,6833.75,377.279,4803.536,377.279,6651.239,377.279,6418.073,377.279,5615.411
378.225,5402.146,378.225,5298.61,378.225,6819.377,378.225,4810.888,378.225,6612.936,378.225,6398.234,378.224,5589.687
379.17,5373.194,379.17,5318.396,379.17,6796.561,379.17,4794.036,379.17,6645.851,379.17,6362.36,379.17,5594.555
380.116,5388.28,380.116,5292.786,380.116,6815.791,380.116,4761.568,380.116,6652.324,380.116,6384.762,380.115,5601.311
381.061,5385.589,381.061,5295.952,381.061,6826.742,381.061,4819.229,381.061,6595.789,381.061,6378.984,381.061,5606.883
382.007,5364.294,382.007,5293.872,382.007,6865.927,382.007,4778.234,382.007,6647.9,382.007,6354.792,382.007,5591.032
382.952,5372.544,382.952,5300.444,382.952,6849.226,382.952,4762.177,382.952,6614.177,382.952,6392.632,382.952,5593.994
383.898,5362.71,383.898,5300.354,383.898,6837.263,383.898,4798.626,383.898,6628.756,383.898,6409.812,383.898,5568.75
384.844,5392.397,384.844,5318.027,384.844,6805.715,384.844,4786.904,384.844,6607.133,384.844,6367.215,384.843,5582.632
385.789,5408.886,385.789,5301.545,385.789,6801.116,385.789,4804.383,385.789,6615.249,385.789,6372.281,385.789,5593.502
386.735,5393.99,386.735,5315.408,386.735,6815.941,386.735,4785.182,386.735,6645.1,386.735,6390.044,386.734,5598.967
387.68,5391.207,387.68,5307.253,387.68,6765.562,387.68,4787.258,387.68,6643.496,387.68,6393.767,387.68,5559.787
388.626,5365.468,388.626,5306.286,388.626,6796.652,388.626,4756.199,388.626,6615.828,388.626,6361.469,388.625,5620.431
389.571,5356.495,389.571,5283.089,389.571,6822.041,389.571,4792.412,389.571,6605.041,389.571,6376.843,389.571,5597.863
390.517,5374.326,390.517,5262.649,390.517,6825.166,390.517,4808.984,390.517,6620.292,390.517,6351.675,390.517,5602.404
391.462,5406.215,391.462,5267.812,391.462,6800.889,391.462,4805.482,391.462,6600.573,391.462,6314.585,391.462,5573.811
392.408,5350.927,392.408,5323.927,392.408,6829.697,392.408,4775.444,392.408,6612.996,392.408,6377.722,392.408,5616.931
393.354,5382.666,393.354,5292.675,393.354,6838.772,393.354,4784.539,393.354,6588.156,393.354,6373.496,393.353,5609.152
394.299,5387.666,394.299,5293.514,394.299,6813.862,394.299,4804.054,394.299,6592.875,394.299,6380.871,394.299,5568.963
395.245,5362.388,395.245,5286.967,395.245,6820.27,395.245,4780.431,395.245,6609.461,395.245,6369.965,395.244,5578.205
396.19,5382.351,396.19,5305.728,396.19,6833.744,396.19,4774.44,396.19,6579.901,396.19,6371.112,396.19,5582.738
397.136,5327.548,397.136,5278,397.136,6801.736,397.136,4793.948,397.136,6620.325,397.136,6353.451,397.135,5606.916
398.081,5345.26,398.081,5287.19,398.081,6818.058,398.081,4818.105,398.081,6610.438,398.081,6393.65,398.081,5608.813
399.027,5365.761,399.027,5275.35,399.027,6800.458,399.027,4791.559,399.027,6568.003,399.027,6355.205,399.027,5597.894
399.973,5371.143,399.973,5299.439,399.973,6821.089,399.973,4786.956,399.973,6588.773,399.973,6400.629,399.972,5563.613
400.918,5318.748,400.918,5310.416,400.918,6837.53,400.918,4797.295,400.918,6604.074,400.918,6352.513,400.918,5592.087
401.864,5363.699,401.864,5271.496,401.864,6852.617,401.864,4747.565,401.864,6616.023,401.864,6398.453,401.863,5582.221
402.809,5328.482,402.809,5313.159,402.809,6798.36,402.809,4782.393,402.809,6611.22,402.809,6369.556,402.809,5588.811
403.755,5321.253,403.755,5262.929,403.755,6832.897,403.755,4770.37,403.755,6614.033,403.755,6381.979,403.754,5576.566
404.7,5368.599,404.7,5266.325,404.7,6828.21,404.7,4768.263,404.7,6595.099,404.7,6371.502,404.7,5616.005
405.646,5329.991,405.646,5253.91,405.646,6815.014,405.646,4778.703,405.646,6621.571,405.646,6347.705,405.646,5582.477
406.591,5312.349,406.591,5292.156,406.591,6825.484,406.591,4766.51,406.591,6620.944,406.591,6364.666,406.591,5602.209
407.537,5320.822,407.537,5247.391,407.537,6836.813,407.537,4769.238,407.537,6618.685,407.537,6358.988,407.537,5580.179
408.483,5321.536,408.483,5297.663,408.483,6818.489,408.483,4785.188,408.483,6598.952,408.483,6390.835,408.482,5587.715
409.428,5309.423,409.428,5309.027,409.428,6793.689,409.428,4778.224,409.428,6558.871,409.428,6349.389,409.428,5585.758
410.374,5339.145,410.374,5299.518,410.374,6832.838,410.374,4815.157,410.374,6618.254,410.374,6379.414,410.373,5569.794
411.319,5404.66,411.319,5266.029,411.319,6832.226,411.319,4782.627,411.319,6575.593,411.319,6343.51,411.319,5594.083
412.265,5331.587,412.265,5263.031,412.265,6823.399,412.265,4778.768,412.265,6611.843,412.265,6395.875,412.264,5608.365
413.21,5338.387,413.21,5254.894,413.21,6772.387,413.21,4786.942,413.21,6627.951,413.21,6380.094,413.21,5597.225
414.156,5336.616,414.156,5268.887,414.156,6846.594,414.156,4776.998,414.156,6601.424,414.156,6377.101,414.156,5582.195
415.102,5323.087,415.102,5268.182,415.102,6825.344,415.102,4768.476,415.102,6593.434,415.102,6394.8,415.101,5587.819
416.047,5315.344,416.047,5253.402,416.047,6815.334,416.047,4735.272,416.047,6562.902,416.047,6396.888,416.047,5592.35
