[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
116.773,12.27299,116.773,7.430357,116.773,5.768229,116.773,5.991058,116.773,10.63131
116.933,12.12356,116.933,7.448214,116.933,5.861979,116.933,5.997765,116.933,10.75253
117.092,12.14368,117.092,7.4875,117.092,5.755208,117.092,5.997765,117.092,10.75253
117.252,12.02011,117.252,7.471428,117.252,5.815104,117.252,6.027571,117.252,10.64141
117.412,12.21264,117.412,7.426786,117.412,5.880208,117.412,6.061848,117.412,10.84343
117.572,12.11494,117.572,7.444643,117.572,5.919271,117.572,6.032787,117.572,10.57576
117.731,12.26149,117.731,7.478571,117.731,5.75,117.731,5.939642,117.731,10.73232
117.891,12.1523,117.891,7.446429,117.891,5.893229,117.891,6.020119,117.891,10.63636
118.051,12.22126,118.051,7.433928,118.051,5.833333,118.051,6.04769,118.051,10.73232
118.211,12.30747,118.211,7.278572,118.211,5.833333,118.211,6.043219,118.211,10.7399
118.37,12.30747,118.37,7.439286,118.37,5.736979,118.37,5.994039,118.37,10.65657
118.53,12.17241,118.53,7.514286,118.53,5.885417,118.53,6.021609,118.53,10.5505
118.69,12.09195,118.69,7.346428,118.69,5.773438,118.69,6.023845,118.69,10.59848
118.849,12.39655,118.849,7.439286,118.849,5.742188,118.849,6.019374,118.85,10.58838
119.009,12.11782,119.009,7.417857,119.009,5.796875,119.009,6.022355,119.009,10.71212
119.169,12.31897,119.169,7.546429,119.169,5.820312,119.169,6.030551,119.169,10.82323
119.329,12.18966,119.329,7.471428,119.329,5.799479,119.329,5.956036,119.329,10.44444
119.488,12.16954,119.488,7.407143,119.488,5.776042,119.488,5.993294,119.489,10.81566
119.648,12.17241,119.648,7.539286,119.648,5.875,119.648,6.034277,119.648,10.69192
119.808,12.09195,119.808,7.442857,119.808,5.773438,119.808,5.997019,119.808,10.66667
119.968,12.25287,119.968,7.525,119.968,5.716146,119.968,6.008942,119.968,10.51263
120.127,12.2069,120.127,7.501786,120.127,5.828125,120.127,6.043964,120.128,10.44697
120.287,12.00862,120.287,7.467857,120.287,5.828125,120.287,6.059613,120.287,10.75
120.447,12.21552,120.447,7.555357,120.447,5.731771,120.447,6.00149,120.447,10.58081
120.607,12.28448,120.607,7.491071,120.607,5.825521,120.607,6.018629,120.607,10.6995
120.766,12.04885,120.766,7.4125,120.766,5.71875,120.766,5.940387,120.767,10.57071
120.926,12.33046,120.926,7.471428,120.926,5.825521,120.926,5.980626,120.926,10.58838
121.086,12.30172,121.086,7.464286,121.086,5.752604,121.086,6.004471,121.086,10.60101
121.246,12.0546,121.246,7.333929,121.246,5.752604,121.246,5.962742,121.246,10.62626
121.405,12.1092,121.405,7.458929,121.405,5.671875,121.405,5.949329,121.406,10.70455
121.565,12.21839,121.565,7.464286,121.565,5.744792,121.565,5.974665,121.565,10.55303
121.725,12.01437,121.725,7.378572,121.725,5.695312,121.725,5.929955,121.725,10.57071
121.885,12.12644,121.885,7.458929,121.885,5.807292,121.885,5.982116,121.885,10.73232
122.044,12.19253,122.044,7.457143,122.044,5.729167,122.044,6.012668,122.045,10.46212
122.204,12.18103,122.204,7.516071,122.204,5.747396,122.204,6.042474,122.204,10.61616
122.364,12.12644,122.364,7.516071,122.364,5.893229,122.364,6.040984,122.364,10.65657
122.524,12.10632,122.524,7.382143,122.524,5.742188,122.524,5.959762,122.524,10.68687
122.683,12.25575,122.683,7.526786,122.683,5.802083,122.683,6.017884,122.684,10.42929
122.843,12.01724,122.843,7.426786,122.843,5.677083,122.843,6.010432,122.843,10.55556
123.003,12.08621,123.003,7.391071,123.003,5.734375,123.003,6.002235,123.003,10.69697
123.163,12.1523,123.163,7.433928,123.163,5.888021,123.163,6.023845,123.163,10.75505
123.322,12.23851,123.322,7.5625,123.322,5.809896,123.322,5.985842,123.323,10.69192
123.482,12.07759,123.482,7.507143,123.482,5.875,123.482,6.035022,123.482,10.63384
123.642,12.06897,123.642,7.419643,123.642,5.75,123.642,5.973175,123.642,10.71717
123.802,12.34195,123.802,7.483929,123.802,5.895833,123.802,6.026081,123.802,10.72727
123.961,12.08333,123.961,7.448214,123.961,5.776042,123.961,5.977645,123.961,10.51768
124.121,12.18103,124.121,7.483929,124.121,5.807292,124.121,5.990313,124.121,10.62374
124.281,12.11782,124.281,7.521429,124.281,5.734375,124.281,5.950075,124.281,10.54798
124.441,12.35632,124.441,7.514286,124.441,5.877604,124.441,6.079732,124.441,10.74747
124.6,12.02586,124.6,7.5375,124.6,5.890625,124.6,6.023845,124.6,10.64646
124.76,12.25862,124.76,7.507143,124.76,5.802083,124.76,6.028316,124.76,10.72222
124.92,12.07471,124.92,7.475,124.92,5.679688,124.92,6.005216,124.92,10.68687
125.079,12.11494,125.079,7.591072,125.079,5.726562,125.079,5.960507,125.08,10.50758
125.239,12.10057,125.239,7.535714,125.239,5.817708,125.239,5.993294,125.239,10.72727
125.399,12.17816,125.399,7.439286,125.399,5.669271,125.399,5.915052,125.399,10.73737
125.559,12.16954,125.559,7.655357,125.559,5.770833,125.559,5.976155,125.559,10.62626
125.718,12.25862,125.718,7.541071,125.718,5.791667,125.718,5.967958,125.719,10.81313
125.878,12.06897,125.878,7.555357,125.878,5.75,125.878,5.974665,125.878,10.83333
126.038,12.06322,126.038,7.498214,126.038,5.757812,126.038,5.978391,126.038,10.89899
126.198,12.32471,126.198,7.596428,126.198,5.726562,126.198,5.935916,126.198,10.68434
126.357,12.25287,126.357,7.551786,126.357,5.78125,126.357,5.910581,126.358,10.67424
126.517,12.27586,126.517,7.392857,126.517,5.794271,126.517,5.969449,126.517,10.57323
126.677,12.3592,126.677,7.4875,126.677,5.763021,126.677,5.968703,126.677,10.59343
126.837,12.08046,126.837,7.489286,126.837,5.799479,126.837,5.983606,126.837,10.57323
126.996,12.24425,126.996,7.501786,126.996,5.721354,126.996,6,126.997,10.69192
127.156,12.17816,127.156,7.516071,127.156,5.776042,127.156,5.959016,127.156,10.72727
127.316,12.36207,127.316,7.591072,127.316,5.817708,127.316,5.979136,127.316,10.70707
127.476,12.29885,127.476,7.475,127.476,5.815104,127.476,6.026081,127.476,10.69192
127.635,12.29885,127.635,7.478571,127.635,5.643229,127.635,5.938897,127.636,10.75505
127.795,12.10632,127.795,7.6,127.795,5.768229,127.795,6.032042,127.795,10.85859
127.955,12.26437,127.955,7.623214,127.955,5.809896,127.955,6.011178,127.955,10.68182
128.115,12.18103,128.115,7.444643,128.115,5.880208,128.115,6.014903,128.115,10.57071
128.274,12.09483,128.274,7.476786,128.274,5.700521,128.274,5.937407,128.275,10.65909
128.434,12.25287,128.434,7.535714,128.434,5.8125,128.434,5.991803,128.434,10.67677
128.594,12.1523,128.594,7.414286,128.594,5.841146,128.594,5.934426,128.594,10.62879
128.754,12.21839,128.754,7.519643,128.754,5.747396,128.754,5.982862,128.754,10.64646
128.913,12.11207,128.913,7.417857,128.913,5.804688,128.913,5.979881,128.914,10.67424
129.073,12.21552,129.073,7.682143,129.073,5.8125,129.073,6.008197,129.073,10.53788
129.233,12.21552,129.233,7.501786,129.233,5.854167,129.233,6.02459,129.233,10.61111
129.393,12.24713,129.393,7.557143,129.393,5.791667,129.393,6.042474,129.393,10.84091
129.552,12.22701,129.552,7.596428,129.552,5.78125,129.552,5.990313,129.553,10.63636
129.712,12.1408,129.712,7.580357,129.712,5.708333,129.712,6.0231,129.712,10.56313
129.872,12.27011,129.872,7.475,129.872,5.638021,129.872,5.999255,129.872,10.57071
130.032,12.17816,130.032,7.485714,130.032,5.705729,130.032,5.937407,130.032,10.69192
130.191,11.99425,130.191,7.442857,130.191,5.809896,130.191,5.943368,130.192,10.7702
130.351,12.19253,130.351,7.4625,130.351,5.75,130.351,5.953055,130.351,10.72475
130.511,12.28448,130.511,7.435714,130.511,5.799479,130.511,5.947839,130.511,10.68687
130.671,12.1523,130.671,7.539286,130.671,5.682292,130.671,5.959762,130.671,10.5404
130.83,12.38506,130.83,7.55,130.83,5.924479,130.83,5.989568,130.83,10.64141
130.99,12.22701,130.99,7.517857,130.99,5.75,130.99,6.014158,130.99,10.63636
131.15,12.18966,131.15,7.489286,131.15,5.700521,131.15,5.967958,131.15,10.77273
131.31,12.12356,131.31,7.444643,131.31,5.752604,131.31,5.935916,131.31,10.59091
131.469,12.17816,131.469,7.505357,131.469,5.651042,131.469,5.967213,131.469,10.66162
131.629,12.27011,131.629,7.392857,131.629,5.825521,131.629,6.046945,131.629,10.67424
131.789,12.16954,131.789,7.391071,131.789,5.786458,131.789,5.993294,131.789,10.58081
131.948,12.20402,131.948,7.433928,131.948,5.820312,131.948,5.995529,131.949,10.53535
132.108,12.11494,132.108,7.351786,132.108,5.731771,132.108,5.935916,132.108,10.71465
132.268,12.41092,132.268,7.6125,132.268,5.877604,132.268,5.9538,132.268,10.57071
132.428,12.27011,132.428,7.419643,132.428,5.752604,132.428,5.988078,132.428,10.63384
132.587,12.13506,132.587,7.4,132.587,5.8125,132.587,5.973919,132.588,10.72222
132.747,12.10345,132.747,7.535714,132.747,5.703125,132.747,5.964232,132.747,10.55556
132.907,12.18966,132.907,7.576786,132.907,5.627604,132.907,5.946349,132.907,10.68939
133.067,12.34483,133.067,7.580357,133.067,5.817708,133.067,6.044709,133.067,10.71717
133.226,12.11207,133.226,7.469643,133.226,5.716146,133.226,5.968703,133.227,10.61869
133.386,12.38793,133.386,7.482143,133.386,5.705729,133.386,5.955291,133.386,10.57071
133.546,12.16954,133.546,7.357143,133.546,5.695312,133.546,5.95231,133.546,10.53535
133.706,12.24138,133.706,7.473214,133.706,5.807292,133.706,5.992548,133.706,10.65152
133.865,12.12069,133.865,7.430357,133.865,5.653646,133.865,5.902384,133.866,10.52273
134.025,12.20115,134.025,7.442857,134.025,5.705729,134.025,5.947094,134.025,10.64141
134.185,12.18678,134.185,7.423214,134.185,5.830729,134.185,5.967213,134.185,10.76515
134.345,12.19828,134.345,7.271429,134.345,5.778646,134.345,5.972429,134.345,10.57323
134.504,12.12931,134.504,7.260714,134.504,5.776042,134.504,5.988078,134.505,10.7803
134.664,12.26437,134.664,7.375,134.664,5.760417,134.664,5.950819,134.664,10.51768
134.824,12.13506,134.824,7.423214,134.824,5.78125,134.824,6.011178,134.824,10.62879
134.984,12.33333,134.984,7.428571,134.984,5.71875,134.984,5.948584,134.984,10.62879
135.143,12.33046,135.143,7.498214,135.143,5.786458,135.143,6.009687,135.144,10.62121
135.303,12.21552,135.303,7.55,135.303,5.84375,135.303,5.961997,135.303,10.61616
135.463,12.31034,135.463,7.548214,135.463,5.833333,135.463,6.003726,135.463,10.56313
135.623,12.10345,135.623,7.626786,135.623,5.635417,135.623,5.986587,135.623,10.74242
135.782,12.10057,135.782,7.575,135.782,5.791667,135.782,5.994039,135.783,10.52778
135.942,12.26149,135.942,7.591072,135.942,5.888021,135.942,5.988078,135.942,10.42929
136.102,12.17529,136.102,7.575,136.102,5.695312,136.102,5.937407,136.102,10.59596
136.262,12.1954,136.262,7.635714,136.262,5.755208,136.262,5.9307,136.262,10.73485
136.421,12.34195,136.421,7.526786,136.421,5.916667,136.421,5.988822,136.422,10.61364
136.581,12.31897,136.581,7.608929,136.581,5.828125,136.581,5.962742,136.581,10.54293
136.741,12.13506,136.741,7.517857,136.741,5.739583,136.741,5.955291,136.741,10.46717
136.901,12.22126,136.901,7.505357,136.901,5.817708,136.901,5.963487,136.901,10.6995
137.06,12.25287,137.06,7.491071,137.06,5.713542,137.06,5.913562,137.061,10.68434
137.22,12.25,137.22,7.516071,137.22,5.817708,137.22,5.933681,137.22,10.57828
137.38,12.31034,137.38,7.553571,137.38,5.84375,137.38,6.003726,137.38,10.63889
137.54,12.24713,137.54,7.541071,137.54,5.804688,137.54,5.991803,137.54,10.61869
137.699,12.2069,137.699,7.430357,137.699,5.794271,137.699,5.986587,137.699,10.65909
137.859,12.45115,137.859,7.580357,137.859,5.752604,137.859,6.005961,137.859,10.59091
138.019,12.33333,138.019,7.555357,138.019,5.742188,138.019,5.984352,138.019,10.60859
138.178,12.19828,138.178,7.548214,138.178,5.833333,138.178,5.990313,138.179,10.54293
138.338,12.27299,138.338,7.564286,138.338,5.721354,138.338,5.935172,138.338,10.5202
138.498,12.05747,138.498,7.551786,138.498,5.716146,138.498,5.921759,138.498,10.64646
138.658,12.15805,138.658,7.526786,138.658,5.742188,138.658,5.963487,138.658,10.68434
138.817,12.02586,138.817,7.571429,138.817,5.723958,138.817,5.92921,138.818,10.7096
138.977,12.09483,138.977,7.591072,138.977,5.778646,138.977,5.990313,138.977,10.63636
139.137,12.23851,139.137,7.410714,139.137,5.708333,139.137,5.87854,139.137,10.58333
139.297,12.16379,139.297,7.5375,139.297,5.770833,139.297,5.901639,139.297,10.73485
139.456,12.29023,139.456,7.485714,139.456,5.65625,139.456,5.973175,139.457,10.54545
139.616,12.21839,139.616,7.560714,139.616,5.684896,139.616,6.014158,139.616,10.66667
139.776,12.23563,139.776,7.575,139.776,5.78125,139.776,6.013413,139.776,10.63131
139.936,12.29598,139.936,7.596428,139.936,5.757812,139.936,5.922504,139.936,10.4899
140.095,12.1523,140.095,7.576786,140.095,5.817708,140.095,5.979881,140.096,10.47222
140.255,12.37931,140.255,7.5625,140.255,5.742188,140.255,5.923249,140.255,10.72475
140.415,12.32184,140.415,7.401786,140.415,5.757812,140.415,5.916543,140.415,10.67929
140.575,12.22126,140.575,7.471428,140.575,5.736979,140.575,5.936662,140.575,10.57071
140.734,12.31322,140.734,7.466072,140.734,5.763021,140.734,5.968703,140.735,10.63131
140.894,12.22126,140.894,7.75,140.894,5.791667,140.894,5.979136,140.894,10.5101
141.054,12.27011,141.054,7.641071,141.054,5.744792,141.054,5.982116,141.054,10.47727
141.214,12.2931,141.214,7.567857,141.214,5.703125,141.214,5.937407,141.214,10.62121
141.373,12.20115,141.373,7.607143,141.373,5.786458,141.373,5.991058,141.374,10.5505
141.533,12.21839,141.533,7.532143,141.533,5.705729,141.533,5.991803,141.533,10.41162
141.693,12.26724,141.693,7.517857,141.693,5.786458,141.693,5.967213,141.693,10.67929
141.853,12.17529,141.853,7.5875,141.853,5.867188,141.853,6.035022,141.853,10.55303
142.012,12.02299,142.012,7.519643,142.012,5.643229,142.012,5.9538,142.013,10.57071
142.172,12.31609,142.172,7.591072,142.172,5.692708,142.172,5.897169,142.172,10.55808
142.332,12.18678,142.332,7.582143,142.332,5.78125,142.332,5.947839,142.332,10.63889
142.492,12.35057,142.492,7.589286,142.492,5.705729,142.492,5.979881,142.492,10.42424
142.651,12.19828,142.651,7.583929,142.651,5.648438,142.651,5.872578,142.652,10.62374
142.811,12.09195,142.811,7.510714,142.811,5.809896,142.811,5.921759,142.811,10.62626
142.971,12.25575,142.971,7.701786,142.971,5.796875,142.971,5.967958,142.971,10.62879
143.131,12.26724,143.131,7.519643,143.131,5.768229,143.131,5.957526,143.131,10.64394
143.29,12.13506,143.29,7.583929,143.29,5.755208,143.29,5.973175,143.291,10.4899
143.45,12.22701,143.45,7.603571,143.45,5.752604,143.45,5.971684,143.45,10.76768
143.61,12.08046,143.61,7.669643,143.61,5.770833,143.61,5.976155,143.61,10.53788
143.77,12.34195,143.77,7.558928,143.77,5.643229,143.77,5.909836,143.77,10.55808
143.929,12.32471,143.929,7.65,143.929,5.773438,143.929,6.002235,143.93,10.64646
144.089,12.20402,144.089,7.5125,144.089,5.677083,144.089,5.972429,144.089,10.61111
144.249,12.16954,144.249,7.610714,144.249,5.768229,144.249,5.887481,144.249,10.71465
144.409,12.12069,144.409,7.692857,144.409,5.859375,144.409,5.994784,144.409,10.64899
144.568,12.19828,144.568,7.616071,144.568,5.851562,144.568,5.994039,144.568,10.48737
144.728,12.27011,144.728,7.685714,144.728,5.799479,144.728,5.990313,144.728,10.54545
144.888,11.95402,144.888,7.708929,144.888,5.742188,144.888,5.967958,144.888,10.59343
145.047,12.37644,145.047,7.567857,145.047,5.786458,145.047,5.964978,145.048,10.66919
145.207,12.1954,145.207,7.760714,145.207,5.90625,145.207,5.954545,145.207,10.51768
145.367,12.10345,145.367,7.651786,145.367,5.705729,145.367,5.918778,145.367,10.62374
145.527,12.10057,145.527,7.639286,145.527,5.726562,145.527,5.900149,145.527,10.44192
145.686,12.27299,145.686,7.6125,145.686,5.708333,145.686,5.947839,145.687,10.67172
145.846,12.29023,145.846,7.710714,145.846,5.835938,145.846,5.992548,145.846,10.5202
146.006,12.25862,146.006,7.826786,146.006,5.692708,146.006,5.964232,146.006,10.62879
146.166,12.09483,146.166,7.830357,146.166,5.726562,146.166,5.960507,146.166,10.65657
146.325,12.16667,146.325,7.675,146.325,5.658854,146.325,5.902384,146.326,10.67172
146.485,12.24138,146.485,7.576786,146.485,5.752604,146.485,5.921013,146.485,10.51768
146.645,12.23851,146.645,7.660714,146.645,5.6875,146.645,5.906856,146.645,10.58586
146.805,12.03736,146.805,7.6125,146.805,5.783854,146.805,5.921759,146.805,10.49747
146.964,12.35632,146.964,7.755357,146.964,5.71875,146.964,5.915052,146.965,10.80556
147.124,12.31897,147.124,7.644643,147.124,5.710938,147.124,5.910581,147.124,10.5101
147.284,12.28736,147.284,7.710714,147.284,5.713542,147.284,5.917288,147.284,10.66162
147.444,12.1523,147.444,7.7875,147.444,5.778646,147.444,5.872578,147.444,10.62626
147.603,12.12356,147.603,7.732143,147.603,5.609375,147.603,5.916543,147.604,10.51263
147.763,12.25862,147.763,7.660714,147.763,5.817708,147.763,5.984352,147.763,10.59848
147.923,12.14655,147.923,7.7375,147.923,5.783854,147.923,5.95231,147.923,10.50253
148.083,12.14368,148.083,7.6625,148.083,5.682292,148.083,5.913562,148.083,10.53283
148.242,12.3046,148.242,7.583929,148.242,5.601562,148.242,5.908346,148.243,10.60606
148.402,12.12931,148.402,7.653572,148.402,5.791667,148.402,5.919523,148.402,10.71465
148.562,12.0977,148.562,7.621428,148.562,5.703125,148.562,5.910581,148.562,10.69697
148.722,12.11207,148.722,7.707143,148.722,5.700521,148.722,5.922504,148.722,10.59091
148.881,12.22701,148.881,7.655357,148.881,5.755208,148.881,5.956036,148.882,10.64899
149.041,12.16667,149.041,7.755357,149.041,5.638021,149.041,5.909091,149.041,10.47475
149.201,12.0546,149.201,7.503572,149.201,5.677083,149.201,5.922504,149.201,10.61869
149.361,12.14943,149.361,7.489286,149.361,5.742188,149.361,5.968703,149.361,10.51515
149.52,12.28161,149.52,7.741071,149.52,5.783854,149.52,5.895678,149.521,10.56061
149.68,12.34483,149.68,7.678571,149.68,5.773438,149.68,5.919523,149.68,10.57576
149.84,12.1954,149.84,7.578571,149.84,5.71875,149.84,5.933681,149.84,10.64141
150,12.15805,150,7.575,150,5.700521,150,5.962742,150,10.64394
150.159,12.18966,150.159,7.658928,150.159,5.744792,150.159,5.961997,150.16,10.54545
150.319,12.03448,150.319,7.585714,150.319,5.755208,150.319,5.959016,150.319,10.52778
150.479,12.14368,150.479,7.541071,150.479,5.575521,150.479,5.873323,150.479,10.4697
150.639,12.1954,150.639,7.533928,150.639,5.6875,150.639,5.941878,150.639,10.61364
150.798,12.17529,150.798,7.571429,150.798,5.752604,150.798,5.913562,150.799,10.55556
150.958,12.21264,150.958,7.623214,150.958,5.804688,150.958,5.911326,150.958,10.55808
151.118,12.16954,151.118,7.621428,151.118,5.75,151.118,5.947839,151.118,10.56061
151.278,12.17816,151.278,7.532143,151.278,5.755208,151.278,5.957526,151.278,10.47727
151.437,12.0546,151.437,7.582143,151.437,5.682292,151.437,5.884501,151.437,10.52778
151.597,12.24425,151.597,7.546429,151.597,5.783854,151.597,5.909836,151.597,10.59343
151.757,12.04885,151.757,7.525,151.757,5.651042,151.757,5.888227,151.757,10.47222
151.916,12.46839,151.916,7.721428,151.916,5.690104,151.916,5.911326,151.917,10.57576
152.076,12.32471,152.076,7.558928,152.076,5.734375,152.076,5.851714,152.076,10.5404
152.236,12.43966,152.236,7.557143,152.236,5.635417,152.236,5.928465,152.236,10.81313
152.396,12.10057,152.396,7.546429,152.396,5.679688,152.396,5.909836,152.396,10.57576
152.555,12.28448,152.555,7.603571,152.555,5.640625,152.555,5.969449,152.556,10.54293
152.715,12.27586,152.715,7.619643,152.715,5.690104,152.715,5.901639,152.715,10.67677
152.875,12.05172,152.875,7.619643,152.875,5.705729,152.875,5.918033,152.875,10.67929
153.035,12.19828,153.035,7.642857,153.035,5.661458,153.035,5.895678,153.035,10.4495
153.194,12.43103,153.194,7.621428,153.194,5.726562,153.194,5.957526,153.195,10.57576
153.354,12.14655,153.354,7.580357,153.354,5.742188,153.354,5.882265,153.354,10.60354
153.514,12.0977,153.514,7.541071,153.514,5.734375,153.514,5.983606,153.514,10.53535
153.674,12.17816,153.674,7.5875,153.674,5.755208,153.674,5.97541,153.674,10.64141
153.833,12.22126,153.833,7.544643,153.833,5.645833,153.833,5.909091,153.834,10.59343
153.993,12.26724,153.993,7.551786,153.993,5.697917,153.993,5.893443,153.993,10.67929
154.153,12.12069,154.153,7.635714,154.153,5.786458,154.153,5.891953,154.153,10.5505
154.313,12.05172,154.313,7.7,154.313,5.71875,154.313,5.883756,154.313,10.60354
154.472,12.08621,154.472,7.573214,154.472,5.817708,154.472,5.958271,154.473,10.47222
154.632,12.20115,154.632,7.564286,154.632,5.565104,154.632,5.917288,154.632,10.63889
154.792,12.11494,154.792,7.669643,154.792,5.815104,154.792,5.965723,154.792,10.5505
154.952,12.16667,154.952,7.683928,154.952,5.789062,154.952,5.886736,154.952,10.64899
155.111,12.25,155.111,7.5625,155.111,5.841146,155.111,5.967958,155.112,10.50758
155.271,12.20977,155.271,7.707143,155.271,5.721354,155.271,5.92772,155.271,10.61616
155.431,12.1523,155.431,7.6,155.431,5.789062,155.431,5.938897,155.431,10.45455
155.591,12.08046,155.591,7.644643,155.591,5.645833,155.591,5.932936,155.591,10.56061
155.75,12.11494,155.75,7.5625,155.75,5.760417,155.75,5.917288,155.751,10.65657
155.91,12.31322,155.91,7.628572,155.91,5.703125,155.91,5.92921,155.91,10.57576
156.07,12.26149,156.07,7.651786,156.07,5.71875,156.07,5.967958,156.07,10.50253
156.23,12.22414,156.23,7.521429,156.23,5.755208,156.23,5.948584,156.23,10.55808
156.389,12.08333,156.389,7.494643,156.389,5.742188,156.389,5.823398,156.39,10.60101
156.549,12.12931,156.549,7.569643,156.549,5.742188,156.549,5.932191,156.549,10.66667
156.709,12.23563,156.709,7.592857,156.709,5.695312,156.709,5.909091,156.709,10.56566
156.869,12.06322,156.869,7.5625,156.869,5.757812,156.869,5.913562,156.869,10.65909
157.028,11.93103,157.028,7.525,157.028,5.791667,157.028,5.960507,157.029,10.63131
157.188,12.1408,157.188,7.575,157.188,5.705729,157.188,5.85991,157.188,10.5303
157.348,12.3592,157.348,7.503572,157.348,5.778646,157.348,5.932191,157.348,10.4798
157.508,12.27299,157.508,7.510714,157.508,5.744792,157.508,5.961997,157.508,10.66414
157.667,12.22126,157.667,7.623214,157.667,5.708333,157.667,5.932191,157.668,10.51768
157.827,12.29023,157.827,7.560714,157.827,5.786458,157.827,5.97541,157.827,10.67424
157.987,12.22414,157.987,7.617857,157.987,5.716146,157.987,5.947839,157.987,10.53788
158.146,12.15517,158.146,7.583929,158.146,5.765625,158.146,5.909836,158.147,10.60859
158.306,12.17241,158.306,7.671429,158.306,5.765625,158.306,5.965723,158.306,10.55556
158.466,12.13506,158.466,7.494643,158.466,5.908854,158.466,5.991803,158.466,10.58586
158.626,12.17816,158.626,7.546429,158.626,5.833333,158.626,5.918778,158.626,10.64646
158.785,12.11782,158.785,7.655357,158.785,5.692708,158.785,5.897169,158.786,10.64899
158.945,12.20115,158.945,7.535714,158.945,5.708333,158.945,5.941133,158.945,10.60859
159.105,12.21552,159.105,7.601786,159.105,5.695312,159.105,5.935916,159.105,10.58333
159.265,12.23276,159.265,7.596428,159.265,5.632812,159.265,5.896423,159.265,10.53788
159.424,12.08908,159.424,7.5125,159.424,5.710938,159.424,5.889717,159.425,10.61616
159.584,12.25,159.584,7.583929,159.584,5.765625,159.584,5.935172,159.584,10.81818
159.744,12.30172,159.744,7.582143,159.744,5.729167,159.744,5.950819,159.744,10.56566
159.904,12.17241,159.904,7.45,159.904,5.575521,159.904,5.821162,159.904,10.55808
160.063,12.12644,160.063,7.630357,160.063,5.760417,160.063,5.912072,160.064,10.77525
160.223,12.2931,160.223,7.617857,160.223,5.697917,160.223,5.9307,160.223,10.56566
160.383,12.06034,160.383,7.573214,160.383,5.596354,160.383,5.918033,160.383,10.54293
160.543,12.20977,160.543,7.644643,160.543,5.692708,160.543,5.894188,160.543,10.59848
160.702,12.33333,160.702,7.517857,160.702,5.747396,160.702,5.875559,160.703,10.64394
160.862,12.29023,160.862,7.680357,160.862,5.75,160.862,5.883756,160.862,10.64141
161.022,12.10345,161.022,7.530357,161.022,5.791667,161.022,5.891953,161.022,10.50253
161.182,12.22414,161.182,7.566072,161.182,5.692708,161.182,5.850224,161.182,10.78535
161.341,12.27874,161.341,7.528572,161.341,5.6875,161.341,5.901639,161.342,10.58081
161.501,12.27874,161.501,7.608929,161.501,5.742188,161.501,5.979136,161.501,10.67424
161.661,12.18678,161.661,7.514286,161.661,5.742188,161.661,5.950819,161.661,10.52273
161.821,12.22701,161.821,7.471428,161.821,5.632812,161.821,5.92772,161.821,10.58838
161.98,12.38218,161.98,7.492857,161.98,5.807292,161.98,5.923994,161.981,10.66414
162.14,12.09195,162.14,7.519643,162.14,5.739583,162.14,5.988078,162.14,10.54545
162.3,12.17241,162.3,7.539286,162.3,5.661458,162.3,5.852459,162.3,10.59596
162.46,12.46552,162.46,7.430357,162.46,5.765625,162.46,5.886736,162.46,10.53283
162.619,12.20115,162.619,7.473214,162.619,5.716146,162.619,5.918778,162.62,10.5
162.779,12.12356,162.779,7.557143,162.779,5.75,162.779,5.910581,162.779,10.7197
162.939,12.12069,162.939,7.539286,162.939,5.609375,162.939,5.85842,162.939,10.50758
163.099,12.11494,163.099,7.4875,163.099,5.734375,163.099,5.903875,163.099,10.56061
163.258,12.17241,163.258,7.594643,163.258,5.643229,163.258,5.865127,163.259,10.60101
163.418,12.27299,163.418,7.553571,163.418,5.713542,163.418,5.935172,163.418,10.51515
163.578,12.30172,163.578,7.539286,163.578,5.65625,163.578,5.900894,163.578,10.48232
163.738,12.17241,163.738,7.453571,163.738,5.679688,163.738,5.908346,163.738,10.56566
163.897,12.15805,163.897,7.491071,163.897,5.677083,163.897,5.912072,163.898,10.54545
164.057,12.13218,164.057,7.576786,164.057,5.648438,164.057,5.910581,164.057,10.58586
164.217,12.25287,164.217,7.616071,164.217,5.674479,164.217,5.933681,164.217,10.60101
164.377,12.29885,164.377,7.571429,164.377,5.625,164.377,5.933681,164.377,10.64141
164.536,12.16092,164.536,7.557143,164.536,5.622396,164.536,5.895678,164.537,10.56566
164.696,12.14368,164.696,7.416071,164.696,5.692708,164.696,5.894933,164.696,10.57828
164.856,12.06322,164.856,7.496428,164.856,5.679688,164.856,5.932191,164.856,10.5404
165.015,12.22701,165.015,7.475,165.015,5.721354,165.015,5.892697,165.016,10.49747
165.175,12.21552,165.175,7.598214,165.175,5.705729,165.175,5.865872,165.175,10.38889
165.335,12.2931,165.335,7.566072,165.335,5.71875,165.335,5.922504,165.335,10.66919
165.495,12.2931,165.495,7.657143,165.495,5.690104,165.495,5.969449,165.495,10.54798
165.654,12.20402,165.654,7.642857,165.654,5.78125,165.654,5.9307,165.655,10.63636
165.814,12.38793,165.814,7.566072,165.814,5.760417,165.814,5.982862,165.814,10.69697
165.974,11.98851,165.974,7.546429,165.974,5.742188,165.974,5.888972,165.974,10.59848
166.134,12.26437,166.134,7.519643,166.134,5.713542,166.134,5.862146,166.134,10.49747
166.293,12.18103,166.293,7.541071,166.293,5.632812,166.293,5.959762,166.294,10.64394
