[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
61.821,26.3621,61.821,33.80536,61.821,26.95902,61.821,12.59343
61.981,26.1006,61.981,33.69643,61.981,27.01267,61.981,12.93182
62.14,25.9138,62.14,33.76429,62.14,26.93592,62.14,12.87626
62.3,25.931,62.3,33.75714,62.3,26.89419,62.3,12.94444
62.46,25.8678,62.46,33.99286,62.46,26.99702,62.46,12.78535
62.62,26.0575,62.62,33.79107,62.62,26.93815,62.62,12.93434
62.779,26.2098,62.779,33.76964,62.779,27.07154,62.779,12.65404
62.939,26.0603,62.939,33.47143,62.939,27.01788,62.939,12.93434
63.099,26.1466,63.099,33.725,63.099,27.00149,63.099,12.65404
63.259,26.0316,63.259,33.86428,63.259,27.15723,63.259,12.75758
63.418,26.1494,63.418,33.67857,63.418,26.87183,63.418,12.78788
63.578,26.1178,63.578,33.82143,63.578,26.96572,63.578,12.91667
63.738,26.0862,63.738,33.65714,63.738,27.01937,63.738,12.83586
63.898,26.0345,63.898,33.86786,63.898,26.97839,63.898,12.69444
64.057,26.0891,64.057,33.9,64.057,27.04173,64.057,12.88384
64.217,26.0402,64.217,33.77857,64.217,26.92101,64.217,12.88889
64.377,26.1466,64.377,34.14464,64.377,27.05812,64.377,12.95455
64.537,26.2155,64.537,33.94286,64.537,26.97988,64.537,12.86616
64.696,26.2529,64.696,33.85,64.696,27.02385,64.696,12.80303
64.856,26.1494,64.856,33.80178,64.856,27.17735,64.856,12.66667
65.016,26.1006,65.016,34.025,65.016,27.15574,65.016,12.88384
65.176,25.8132,65.176,34.02679,65.176,27.19896,65.176,12.83081
65.335,26.2213,65.335,33.94286,65.335,26.91133,65.335,12.77273
65.495,26.2213,65.495,33.92857,65.495,27.23249,65.495,12.98737
65.655,26.1494,65.655,33.76607,65.655,27.09091,65.655,12.71212
65.814,26.1264,65.814,33.89643,65.814,27.08271,65.815,12.71212
65.974,26.1695,65.974,33.8875,65.974,27.15872,65.974,12.61111
66.134,26.2443,66.134,33.84464,66.134,26.99851,66.134,12.91667
66.294,26.204,66.294,33.99821,66.294,27.11252,66.294,12.75758
66.453,26.1753,66.453,33.75536,66.453,26.92846,66.454,12.94697
66.613,25.8621,66.613,33.43036,66.613,27.07675,66.613,12.76263
66.773,26.2443,66.773,33.58571,66.773,27.13562,66.773,12.63131
66.933,26.3937,66.933,33.71964,66.933,27.03726,66.933,12.88889
67.092,26.227,67.092,33.83036,67.092,27.09389,67.093,12.82828
67.252,26.3218,67.252,33.83393,67.252,27.11773,67.252,12.76263
67.412,26.296,67.412,33.84286,67.412,26.97243,67.412,12.68182
67.572,25.8822,67.572,33.66964,67.572,26.95455,67.572,12.9596
67.731,26.2902,67.731,33.89107,67.731,27.02161,67.732,12.90657
67.891,26.1724,67.891,33.66786,67.891,27.08122,67.891,12.8005
68.051,26.2701,68.051,33.77321,68.051,26.95082,68.051,12.66414
68.211,26.3046,68.211,33.68571,68.211,27.0544,68.211,12.55808
68.37,26.2414,68.37,33.7,68.37,27.12146,68.371,12.70707
68.53,26.273,68.53,33.68393,68.53,27.00522,68.53,12.93687
68.69,26.4368,68.69,33.52143,68.69,26.93368,68.69,12.67929
68.85,26.2299,68.85,33.80357,68.85,26.88301,68.85,12.63889
69.009,26.2615,69.009,33.44464,69.009,26.87407,69.009,12.7298
69.169,26.3276,69.169,33.60536,69.169,26.9769,69.169,12.85101
69.329,26.6552,69.329,33.575,69.329,26.95976,69.329,12.97222
69.489,26.1695,69.489,33.6875,69.489,27.02981,69.489,12.64394
69.648,26.204,69.648,33.68036,69.648,26.96796,69.648,12.6995
69.808,26.2155,69.808,33.54464,69.808,27.09165,69.808,12.89646
69.968,26.3966,69.968,33.60179,69.968,26.95008,69.968,12.74495
70.128,26.4684,70.128,33.67143,70.128,27.06259,70.128,12.87374
70.287,26.2615,70.287,33.8875,70.287,27.03651,70.287,12.79293
70.447,26.0632,70.447,33.46786,70.447,27.06706,70.447,12.65152
70.607,26.1925,70.607,33.50179,70.607,27.10656,70.607,12.64394
70.767,26.3506,70.767,33.65179,70.767,27.0693,70.767,12.64394
70.926,25.9943,70.926,33.41429,70.926,27.04918,70.926,12.83081
71.086,26.342,71.086,33.29286,71.086,27.04396,71.086,12.92424
71.246,26.2069,71.246,33.40536,71.246,27.0842,71.246,13.03535
71.406,26.25,71.406,33.52143,71.406,26.91133,71.406,12.82071
71.565,26.1782,71.565,33.59286,71.565,26.99776,71.565,12.84343
71.725,26.1121,71.725,33.68393,71.725,26.97094,71.725,12.82323
71.885,26.1408,71.885,33.54464,71.885,27,71.885,12.74495
72.045,26.2644,72.045,33.6875,72.045,27.05142,72.045,13.04798
72.204,26.3908,72.204,33.35714,72.204,26.97243,72.204,12.93182
72.364,26.0747,72.364,33.58214,72.364,27.02981,72.364,12.65404
72.524,26.0948,72.524,33.45893,72.524,26.94337,72.524,12.66414
72.683,26.0575,72.683,33.61428,72.683,26.90536,72.684,12.70707
72.843,26.3477,72.843,33.6875,72.843,26.9687,72.843,12.92424
73.003,26.092,73.003,33.575,73.003,26.93592,73.003,12.76263
73.163,26.658,73.163,33.36786,73.163,27.04098,73.163,12.91162
73.322,26.2989,73.322,33.43214,73.322,26.89866,73.323,12.78788
73.482,26.3391,73.482,33.45714,73.482,26.8994,73.482,12.77525
73.642,26.0661,73.642,33.47857,73.642,27.04918,73.642,12.64646
73.802,26.0948,73.802,33.6,73.802,26.96945,73.802,12.7702
73.961,26.2328,73.961,33.19107,73.961,27.03502,73.962,12.72222
74.121,26.0862,74.121,33.43393,74.121,26.9687,74.121,12.81818
74.281,26.2241,74.281,33.59464,74.281,27.00745,74.281,12.68434
74.441,26.2213,74.441,33.50179,74.441,26.83458,74.441,12.67677
74.6,26.5948,74.6,33.65179,74.6,26.89791,74.601,12.88131
74.76,26.4339,74.76,33.55714,74.76,26.90685,74.76,12.92172
74.92,26.1609,74.92,33.22321,74.92,27.03428,74.92,12.74747
75.08,26.1351,75.08,33.47143,75.08,26.91878,75.08,12.81566
75.239,26.227,75.239,33.59286,75.239,26.97988,75.24,12.50505
75.399,26.3563,75.399,33.33214,75.399,27.05142,75.399,12.64394
75.559,26.3247,75.559,33.52143,75.559,26.90835,75.559,12.5505
75.719,26,75.719,33.63929,75.719,26.86662,75.719,12.7601
75.878,26.2299,75.878,33.64107,75.878,27.05142,75.878,12.75
76.038,25.9885,76.038,33.75179,76.038,26.92921,76.038,12.65152
76.198,26.4195,76.198,33.5875,76.198,26.88003,76.198,12.8005
76.358,26.1983,76.358,33.59821,76.358,26.80104,76.358,12.79798
76.517,26.2184,76.517,33.44107,76.517,27.04098,76.517,12.70202
76.677,26.1207,76.677,33.69286,76.677,26.93443,76.677,12.53535
76.837,26.0891,76.837,33.46071,76.837,26.95082,76.837,12.7197
76.997,26.3218,76.997,33.62321,76.997,26.95827,76.997,12.72475
77.156,26.2557,77.156,33.45179,77.156,26.98435,77.156,12.7904
77.316,26.0805,77.316,33.7625,77.316,26.91207,77.316,12.83586
77.476,26.0661,77.476,33.69464,77.476,26.85917,77.476,12.66667
77.636,26.3534,77.636,33.14107,77.636,26.9851,77.636,12.75505
77.795,26.2902,77.795,33.58036,77.795,27.11401,77.795,12.75253
77.955,26.25,77.955,33.43214,77.955,26.92399,77.955,12.88131
78.115,26.1523,78.115,33.49821,78.115,27.03949,78.115,12.76263
78.275,26.2184,78.275,33.42321,78.275,27.00671,78.275,12.7096
78.434,26.3132,78.434,33.65,78.434,27.06632,78.434,12.73485
78.594,26.2414,78.594,33.49107,78.594,26.96721,78.594,12.84848
78.754,26.2299,78.754,33.63393,78.754,26.91505,78.754,12.82828
78.914,26.3333,78.914,33.62857,78.914,26.91431,78.914,12.79293
79.073,26.3161,79.073,33.58036,79.073,26.99627,79.073,12.88384
79.233,26.5603,79.233,33.49464,79.233,27.02012,79.233,12.7904
79.393,26.3621,79.393,33.67321,79.393,27.07973,79.393,12.74242
79.552,26.3793,79.552,33.37143,79.552,26.97243,79.553,12.74242
79.712,26.2672,79.712,33.70536,79.712,27.02608,79.712,12.86364
79.872,26.046,79.872,33.3625,79.872,27.02608,79.872,12.54545
80.032,26.0862,80.032,33.74107,80.032,27.15425,80.032,12.7197
80.191,26.2241,80.191,33.77321,80.191,26.89791,80.192,12.7197
80.351,26.3362,80.351,33.44107,80.351,26.87332,80.351,12.65657
80.511,26.3649,80.511,33.58036,80.511,26.98659,80.511,12.74747
80.671,26.2644,80.671,33.78571,80.671,27.02459,80.671,12.93182
80.83,26.1322,80.83,33.4,80.83,26.92772,80.831,12.82323
80.99,26.2529,80.99,33.50357,80.99,26.95976,80.99,12.80556
81.15,26.2471,81.15,33.48214,81.15,26.91654,81.15,12.61616
81.31,26.273,81.31,33.50893,81.31,26.95305,81.31,12.82828
81.469,25.8879,81.469,33.76607,81.469,26.88674,81.47,13.23485
81.629,26.25,81.629,33.4875,81.629,26.77943,81.629,13.05556
81.789,25.9138,81.789,33.23928,81.789,26.9158,81.789,13.11364
81.949,26.3534,81.949,33.17321,81.949,26.97094,81.949,12.90152
82.108,26.25,82.108,33.125,82.108,26.96349,82.109,13.10606
82.268,26.3391,82.268,33.67321,82.268,26.91356,82.268,13.00505
82.428,26.4282,82.428,33.61428,82.428,26.88227,82.428,12.87879
82.588,25.9368,82.588,33.69822,82.588,27.01416,82.588,12.92172
82.747,26.3132,82.747,33.43571,82.747,26.98733,82.747,12.92677
82.907,26.1897,82.907,33.85536,82.907,26.9158,82.907,12.95455
83.067,26.1264,83.067,33.39107,83.067,26.94411,83.067,12.85606
83.227,26.2356,83.227,33.71964,83.227,26.86438,83.227,12.8005
83.386,26.4943,83.386,33.59286,83.386,26.78241,83.386,12.64646
83.546,26.1034,83.546,33.56786,83.546,26.91282,83.546,12.74242
83.706,26.2011,83.706,33.36607,83.706,26.8614,83.706,12.88889
83.866,26.4741,83.866,33.45357,83.866,26.92325,83.866,12.79293
84.025,25.9454,84.025,33.64286,84.025,27.03353,84.025,12.82323
84.185,26.2011,84.185,33.38572,84.185,26.91431,84.185,12.92929
84.345,26.3908,84.345,33.41071,84.345,27.00745,84.345,12.84596
84.505,26.5977,84.505,33.66607,84.505,26.93964,84.505,12.74747
84.664,26.7328,84.664,33.75536,84.664,27.03279,84.664,12.6995
84.824,26.5316,84.824,33.57857,84.824,26.9769,84.824,12.95202
84.984,26.6006,84.984,33.42857,84.984,27.09836,84.984,12.89899
85.144,26.681,85.144,33.46964,85.144,26.98137,85.144,12.78788
85.303,26.3247,85.303,33.43929,85.303,26.99404,85.303,12.57828
85.463,26.3247,85.463,33.27321,85.463,26.9225,85.463,12.81313
85.623,26.8276,85.623,33.25179,85.623,27.01192,85.623,12.81566
85.782,26.3276,85.782,33.4125,85.782,27.04545,85.783,12.82323
85.942,26.3161,85.942,33.46429,85.942,26.92027,85.942,12.76768
86.102,26.5259,86.102,33.50179,86.102,26.91356,86.102,12.7096
86.262,26.5489,86.262,33.35179,86.262,26.81967,86.262,12.70707
86.421,26.4425,86.421,33.5,86.421,26.91803,86.422,12.65404
86.581,26.4425,86.581,33.34643,86.581,26.96796,86.581,12.95455
86.741,26.25,86.741,33.44822,86.741,27,86.741,12.6995
86.901,26.408,86.901,33.61607,86.901,27.13264,86.901,12.95455
87.06,26.3132,87.06,33.35357,87.06,27.15797,87.061,12.76515
87.22,26.4885,87.22,33.50536,87.22,27.05514,87.22,12.66414
87.38,26.2443,87.38,33.3,87.38,27.02385,87.38,12.7904
87.54,26.5,87.54,33.44822,87.54,27.0462,87.54,12.7702
87.699,26.7069,87.699,33.90714,87.699,27.0775,87.7,12.75253
87.859,26.4713,87.859,33.43571,87.859,27.05142,87.859,12.68939
88.019,26.592,88.019,33.47143,88.019,27.10581,88.019,12.7601
88.179,26.3477,88.179,33.13929,88.179,27.01341,88.179,12.66162
88.338,26.5489,88.338,33.61607,88.338,27.06855,88.339,12.82071
88.498,26.3908,88.498,33.81786,88.498,26.93443,88.498,12.75253
88.658,26.5,88.658,33.56607,88.658,26.87556,88.658,12.75253
88.818,26.2816,88.818,33.51786,88.818,26.95976,88.818,12.58586
88.977,26.6264,88.977,33.31071,88.977,27.09911,88.978,12.87879
89.137,26.2299,89.137,33.48571,89.137,27.00969,89.137,12.70707
89.297,26.1695,89.297,33.4375,89.297,27.06334,89.297,12.67424
89.457,26.4626,89.457,33.54107,89.457,27.03279,89.457,12.68939
89.616,26.4138,89.616,33.43929,89.616,27.00075,89.616,12.83081
89.776,26.5287,89.776,33.48214,89.776,26.96572,89.776,12.77778
89.936,26.1782,89.936,33.41964,89.936,27.00447,89.936,12.83333
90.096,26.3994,90.096,33.32322,90.096,26.86662,90.096,12.7399
90.255,26.704,90.255,33.62679,90.255,26.99031,90.255,12.72727
90.415,26.1149,90.415,33.76786,90.415,27.03577,90.415,12.76768
90.575,26.2644,90.575,33.33929,90.575,26.78614,90.575,12.75
90.735,26.523,90.735,33.36071,90.735,26.94709,90.735,13.04798
90.894,26.046,90.894,33.52679,90.894,26.86438,90.894,12.63889
91.054,26.4052,91.054,33.74107,91.054,26.93145,91.054,12.72222
91.214,26.2443,91.214,33.70357,91.214,26.87109,91.214,12.77273
91.374,26.3448,91.374,33.57143,91.374,27.02459,91.374,12.73232
91.533,26.2615,91.533,33.46964,91.533,26.94411,91.533,12.66667
91.693,26.2299,91.693,33.53036,91.693,26.92772,91.693,12.72222
91.853,26.4454,91.853,33.50714,91.853,27,91.853,12.58586
92.013,26.5833,92.013,33.46071,92.013,26.8383,92.013,12.83586
92.172,26.3563,92.172,33.64107,92.172,27.09315,92.172,12.66414
92.332,26.1897,92.332,33.31607,92.332,26.84426,92.332,12.67929
92.492,26.408,92.492,33.37321,92.492,26.95604,92.492,12.75
92.651,26.4483,92.651,33.50893,92.651,26.95305,92.652,12.91414
92.811,26.2931,92.811,33.34464,92.811,26.9851,92.811,12.83586
92.971,26.2874,92.971,33.53393,92.971,26.9307,92.971,12.69192
93.131,26.2759,93.131,33.43929,93.131,26.85022,93.131,12.67172
93.29,26.4799,93.29,33.42678,93.29,26.96721,93.291,12.80303
93.45,26.1667,93.45,33.55893,93.45,26.89344,93.45,12.81061
93.61,26.1925,93.61,33.43036,93.61,27.01863,93.61,12.74495
93.77,26.3851,93.77,33.24821,93.77,26.97615,93.77,12.69444
93.929,26.477,93.929,33.5,93.929,26.8927,93.93,12.67424
94.089,26.3707,94.089,33.73928,94.089,26.81744,94.089,12.53283
94.249,26.4138,94.249,33.24107,94.249,26.89121,94.249,12.76768
94.409,26.4425,94.409,33.67857,94.409,26.88152,94.409,12.86869
94.568,26.2471,94.568,33.73036,94.568,26.95008,94.569,12.77525
94.728,26.3534,94.728,33.41429,94.728,26.93815,94.728,12.84343
94.888,26.431,94.888,33.44107,94.888,26.86364,94.888,12.61869
95.048,26.2845,95.048,33.44643,95.048,26.87407,95.048,12.60606
95.207,26.1408,95.207,33.42857,95.207,26.91282,95.208,12.66667
95.367,26.5805,95.367,33.92857,95.367,27.00522,95.367,12.63889
95.527,26.0718,95.527,33.36428,95.527,26.85693,95.527,12.80808
95.687,26.546,95.687,33.31429,95.687,26.92548,95.687,12.83838
95.846,26.3678,95.846,33.31071,95.846,26.94486,95.847,12.7399
96.006,26.3994,96.006,33.29107,96.006,27.00149,96.006,12.75253
96.166,26.2787,96.166,33.4,96.166,26.92846,96.166,12.68939
96.326,26.2213,96.326,33.28571,96.326,26.63338,96.326,12.72727
96.485,26.3132,96.485,33.24286,96.485,28.02459,96.485,12.80808
96.645,26.3649,96.645,33.27679,96.645,28.56483,96.645,12.81061
96.805,26.4569,96.805,33.2,96.805,30.06483,96.805,12.75505
96.965,26.1466,96.965,33.41786,96.965,29.76677,96.965,12.60606
97.124,26.2874,97.124,33.10179,97.124,29.44858,97.124,12.5101
97.284,26.342,97.284,33.17678,97.284,29.15872,97.284,12.64141
97.444,26.1236,97.444,33.25357,97.444,28.9076,97.444,12.56313
97.604,26.3161,97.604,33.18393,97.604,28.6535,97.604,12.77525
97.763,26.1839,97.763,33.25714,97.763,28.41803,97.763,12.64394
97.923,26.2414,97.923,33.42857,97.923,28.2772,97.923,12.82071
98.083,26.1609,98.083,33.33214,98.083,28.25559,98.083,12.69444
98.243,26.1149,98.243,33.4375,98.243,27.96945,98.243,12.86364
98.402,26.431,98.402,33.43393,98.402,27.93666,98.402,12.79798
98.562,26.5086,98.562,33.44643,98.562,27.76677,98.562,12.83081
98.722,26.3592,98.722,33.28393,98.722,27.77198,98.722,12.66919
98.881,26.227,98.881,33.16429,98.881,27.94858,98.882,12.64899
99.041,26.1983,99.041,33.57143,99.041,27.70939,99.041,12.49242
99.201,26.2644,99.201,33.47321,99.201,27.82489,99.201,12.6995
99.361,26.2328,99.361,33.05,99.361,27.80328,99.361,12.5
99.52,26.1868,99.52,33.1875,99.52,27.58867,99.521,12.62626
99.68,26.0517,99.68,33.11071,99.68,27.59612,99.68,12.51768
99.84,26.4253,99.84,33.15357,99.84,27.78912,99.84,12.7197
100,26.2471,100,33.05178,100,27.59389,100,12.71465
100.159,26.3592,100.159,33.47679,100.159,27.61773,100.16,12.94444
100.319,26.319,100.319,33.29821,100.319,27.5082,100.319,12.82828
100.479,26.3908,100.479,33.31786,100.479,27.57228,100.479,12.91667
100.639,26.158,100.639,33.2,100.639,27.52682,100.639,12.82071
100.798,26.5345,100.798,33.34643,100.798,27.70641,100.799,12.76263
100.958,26.4368,100.958,33.27321,100.958,27.46125,100.958,12.84596
101.118,26.1523,101.118,33.08036,101.118,27.6304,101.118,12.74747
101.278,26.158,101.278,33.3,101.278,27.58942,101.278,12.52778
101.437,26.4023,101.437,33.07322,101.437,27.67362,101.438,12.78283
101.597,26.2011,101.597,33.13393,101.597,27.42027,101.597,12.54798
101.757,26.3879,101.757,33.58571,101.757,27.52534,101.757,12.84343
101.917,26.3276,101.917,33.18214,101.917,27.36513,101.917,12.66414
102.076,26.2615,102.076,33.25179,102.076,27.48137,102.077,12.69444
102.236,26.3764,102.236,33.26786,102.236,27.39568,102.236,12.88889
102.396,26.3075,102.396,33.325,102.396,27.43443,102.396,12.83586
102.556,26.1983,102.556,33.53214,102.556,27.53353,102.556,12.79293
102.715,26.2557,102.715,33.32679,102.715,27.42325,102.716,12.74747
102.875,26.2902,102.875,33.15179,102.875,27.48659,102.875,12.66414
103.035,26.1006,103.035,33.04107,103.035,27.30402,103.035,12.56313
103.195,26.2586,103.195,33.43929,103.195,27.3465,103.195,12.72475
103.354,26.204,103.354,33.30357,103.354,27.38301,103.354,12.93939
103.514,26.1034,103.514,33.25536,103.514,27.50373,103.514,12.77273
103.674,26.1121,103.674,33.36607,103.674,27.41654,103.674,12.79293
103.834,26.4109,103.834,33.26429,103.834,27.4538,103.834,12.78788
103.993,26.3391,103.993,33.61071,103.993,27.48584,103.993,12.66162
104.153,26.4856,104.153,33.48036,104.153,27.51416,104.153,12.7298
104.313,26.5,104.313,33.425,104.313,27.40984,104.313,12.73485
104.473,26.273,104.473,33.54107,104.473,27.44858,104.473,12.67929
104.632,26.3161,104.632,33.43036,104.632,27.57601,104.632,12.72222
104.792,26.319,104.792,33.51786,104.792,27.23398,104.792,12.7399
104.952,26.0029,104.952,33.37143,104.952,27.53875,104.952,12.81566
105.112,26.1207,105.112,33.30178,105.112,27.46423,105.112,12.7702
105.271,26.3966,105.271,33.03214,105.271,27.29508,105.271,12.89646
105.431,26.3075,105.431,33.45714,105.431,27.31744,105.431,12.6995
105.591,26.3793,105.591,33.275,105.591,27.41803,105.591,12.85101
105.75,26.0029,105.75,33.28393,105.75,27.33234,105.751,12.76515
105.91,25.9626,105.91,33.30357,105.91,27.51937,105.91,12.80303
106.07,26.1983,106.07,33.13036,106.07,27.48882,106.07,12.68182
106.23,26.3247,106.23,33.36071,106.23,27.63487,106.23,12.80556
106.389,26.1638,106.389,33.38393,106.389,27.48584,106.39,12.63889
106.549,26.1897,106.549,33.30357,106.549,27.35991,106.549,12.6995
106.709,26.3678,106.709,33.06429,106.709,27.462,106.709,12.68182
106.869,26.1408,106.869,33.35714,106.869,27.32936,106.869,12.7298
107.028,26.4971,107.028,33.34821,107.028,27.53279,107.029,12.93687
107.188,26.2615,107.188,33.09821,107.188,27.55812,107.188,12.76768
107.348,26.1178,107.348,32.86786,107.348,27.54396,107.348,12.64899
107.508,26.0833,107.508,33.45,107.508,27.6006,107.508,12.70455
107.667,25.9253,107.667,33.35357,107.667,27.49106,107.668,12.81313
107.827,26.3506,107.827,33.01429,107.827,27.57899,107.827,12.7702
107.987,26.2874,107.987,33.25,107.987,27.42623,107.987,12.82323
108.147,26.4282,108.147,33.31786,108.147,27.31744,108.147,12.91414
108.306,26.1063,108.306,33.23928,108.306,29.88674,108.307,12.73737
108.466,26.2385,108.466,33.53571,108.466,29.25559,108.466,12.66667
108.626,26.1667,108.626,33.6625,108.626,29.24739,108.626,12.55808
108.786,26.3362,108.786,33.32143,108.786,29.32638,108.786,12.81061
108.945,26.3362,108.945,33.13929,108.945,29.10581,108.946,12.89141
109.105,26.2011,109.105,33.35,109.105,28.96721,109.105,12.72727
109.265,26.3592,109.265,33.50536,109.265,28.81893,109.265,12.75505
109.425,26.0057,109.425,33.64821,109.425,28.67958,109.425,12.7197
109.584,26.3621,109.584,33.24107,109.584,28.51714,109.585,12.78788
109.744,26.0948,109.744,33.52321,109.744,28.25857,109.744,12.52273
109.904,26.3448,109.904,33.28571,109.904,28.17809,109.904,12.83333
110.064,26.1178,110.064,33.58393,110.064,28.11401,110.064,12.59343
110.223,26.3649,110.223,33.06786,110.223,28.03204,110.223,12.7096
110.383,26.2011,110.383,33.6125,110.383,27.94262,110.383,12.86111
110.543,26.0057,110.543,33.83036,110.543,27.97392,110.543,12.74242
110.703,26.1552,110.703,33.48928,110.703,27.83308,110.703,12.64394
110.862,26.2471,110.862,33.625,110.862,27.77422,110.862,12.57323
111.022,26.0747,111.022,33.64821,111.022,27.82191,111.022,12.91162
111.182,26.1983,111.182,33.4625,111.182,27.8845,111.182,12.83081
111.342,26.454,111.342,33.41071,111.342,27.88078,111.342,13.00505
111.501,26.2644,111.501,33.5375,111.501,27.78391,111.501,13.08838
111.661,26.1121,111.661,33.56786,111.661,27.64978,111.661,13.13131
111.821,26.4109,111.821,33.83036,111.821,27.75037,111.821,12.94697
111.98,26.3736,111.98,33.4875,111.98,27.78092,111.981,13.16919
112.14,26.2845,112.14,33.63214,112.14,27.73249,112.14,12.98737
112.3,26.2184,112.3,33.46964,112.3,27.74963,112.3,12.91414
112.46,26.158,112.46,33.73036,112.46,27.70194,112.46,12.91414
112.619,26.1868,112.619,33.5625,112.619,27.5842,112.62,12.7904
112.779,26.6149,112.779,33.32679,112.779,27.85618,112.779,13.07323
112.939,26.2672,112.939,33.525,112.939,27.73919,112.939,12.96465
113.099,26.3391,113.099,33.65714,113.099,27.77571,113.099,12.7702
113.258,26.2098,113.258,33.78929,113.258,27.67064,113.259,12.83333
113.418,25.8851,113.418,33.525,113.418,27.61475,113.418,12.85354
113.578,26.1868,113.578,33.46429,113.578,27.66841,113.578,12.89394
113.738,26.2787,113.738,33.42321,113.738,27.82191,113.738,12.80808
113.897,26.2672,113.897,33.30893,113.897,27.70492,113.898,12.93182
114.057,26.3477,114.057,33.33214,114.057,27.64978,114.057,12.69192
114.217,26.25,114.217,33.48928,114.217,27.61252,114.217,12.88384
114.377,26.158,114.377,33.36607,114.377,27.59165,114.377,12.84091
114.536,26.1006,114.536,33.35179,114.536,27.59464,114.537,12.7197
114.696,26.158,114.696,33.43929,114.696,27.50522,114.696,12.76263
114.856,26.0833,114.856,33.37143,114.856,27.47392,114.856,12.91162
115.016,26.5086,115.016,33.39107,115.016,27.35693,115.016,12.74242
115.175,26.2069,115.175,33.29286,115.175,27.35097,115.176,13.04293
115.335,26.3247,115.335,33.30536,115.335,27.45753,115.335,12.99242
115.495,26.3563,115.495,33.54464,115.495,27.57526,115.495,12.93939
115.655,26.5546,115.655,33.50893,115.655,27.40238,115.655,12.84343
