[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,X,Y,X,Y
242.064,11364.918,241.964,14936.673,242.064,17814.699,241.944,11298.176,242.064,18281.789,242.064,13222.759
243.009,11353.79,242.909,14944.063,243.009,17805.598,242.89,11335.188,243.009,18569.555,243.009,13162.195
243.955,11354.22,243.854,14918.168,243.955,17778.701,243.835,11314.641,243.955,18553.551,243.955,13199.695
244.9,11364.051,244.799,14878.584,244.9,17837.752,244.78,11330.069,244.9,18402.451,244.9,13065.051
245.846,11312.467,245.744,14874.917,245.846,17796.385,245.725,11298.871,245.846,18683.793,245.846,13047.707
246.792,11367.104,246.689,14889.69,246.792,17807.953,246.67,11318.968,246.792,18599.176,246.792,12975.312
247.737,11360.587,247.635,14877.097,247.737,17842.928,247.615,11319.89,247.737,18455.727,247.737,13007.769
248.683,11327.963,248.58,14874.837,248.683,17805.73,248.56,11325.587,248.683,18470.947,248.683,13002.409
249.628,11350.124,249.525,14886.043,249.628,17814.467,249.505,11322.401,249.628,18395.289,249.628,12924.871
250.574,11342.154,250.47,14878.584,250.574,17884.631,250.45,11295.092,250.574,18636.877,250.574,13116.311
251.519,11316.332,251.415,14884.77,251.519,17823.416,251.395,11301.906,251.519,18382.301,251.519,12987.906
252.465,11305.358,252.36,14903.055,252.465,17804.68,252.341,11335.84,252.465,18723.969,252.465,13088.1
253.411,11285.352,253.306,14883.054,253.411,17843.449,253.286,11283.766,253.411,18734.662,253.411,12970.969
254.356,11294.747,254.251,14899.192,254.356,17810.902,254.231,11291.342,254.356,18376.572,254.356,12852.094
255.302,11346.477,255.196,14917.092,255.302,17790.984,255.176,11273.392,255.302,18256.684,255.302,12936.753
256.247,11305.466,256.141,14886.334,256.247,17734.297,256.121,11335.499,256.247,18354.303,256.247,12889.123
257.193,11321.173,257.086,14890.907,257.193,17756.125,257.066,11293.109,257.193,18214.973,257.193,12969.501
258.138,11279.537,258.031,14907.987,258.138,17809.887,258.011,11281.076,258.138,18220.498,258.138,12979.611
259.084,11311.345,258.977,14871.051,259.084,17799.633,258.956,11291.643,259.084,18322.305,259.084,12851.975
260.029,11283.62,259.922,14896.094,260.029,17779.182,259.901,11302.941,260.029,18356.6,260.029,12948.714
260.975,11260.283,260.867,14885.893,260.975,17785.416,260.846,11304.227,260.975,18328.883,260.975,12852.73
261.921,11295.869,261.812,14867.019,261.921,17772.539,261.792,11315.931,261.921,18496.248,261.921,12836.509
262.866,11267.131,262.757,14904.33,262.866,17726.654,262.737,11272.733,262.866,18431.021,262.866,12852.507
263.812,11276.28,263.702,14855.999,263.812,17805.662,263.682,11300.674,263.812,18294.27,263.812,13010.473
264.757,11279.205,264.648,14885.652,264.757,17813.463,264.627,11301.857,264.757,18253.945,264.757,13035.63
265.703,11316.694,265.593,14855.532,265.703,17762.018,265.572,11295.015,265.703,18132.918,265.703,12758.2
266.648,11313.58,266.538,14870.08,266.648,17750.885,266.517,11272.741,266.648,18326.951,266.648,13006.384
267.594,11319.763,267.483,14891.263,267.594,17793.477,267.462,11330.362,267.594,18050.459,267.594,12886.875
268.54,11308.138,268.428,14861.503,268.54,17793.857,268.407,11294.302,268.539,18241.754,268.539,12855.076
269.485,11300.865,269.374,14892.116,269.485,17772.215,269.352,11277.341,269.485,18090.336,269.485,12847.945
270.431,11350.018,270.319,14868.729,270.431,17761.746,270.297,11289.729,270.431,18286.213,270.431,12887.729
271.376,11301.23,271.264,14899.055,271.376,17736.744,271.242,11277.918,271.376,18092.809,271.376,12784.513
272.322,11309.357,272.209,14885.14,272.322,17728.201,272.188,11285.791,272.322,18323.49,272.322,12873.314
273.267,11355.652,273.154,14903.88,273.267,17764.01,273.133,11322.429,273.267,18133.049,273.267,12860.308
274.213,11324.526,274.099,14852.396,274.213,17723.094,274.078,11280.701,274.213,17960.932,274.213,12800.165
275.158,11336.715,275.045,14874.829,275.158,17746.592,275.023,11277.69,275.158,18161.838,275.158,12897.919
276.104,11323.609,275.99,14879.809,276.104,17728.836,275.968,11285.039,276.104,17999.18,276.104,12735.881
277.05,11335.649,276.935,14883.577,277.05,17779.84,276.913,11273.884,277.05,18201.244,277.05,12816.122
277.995,11288.25,277.88,14857.157,277.995,17713.182,277.858,11276.847,277.995,18336.906,277.995,12823.508
278.941,11298.562,278.825,14883.356,278.941,17704.637,278.803,11251.136,278.941,18364.094,278.941,12848.916
279.886,11282.069,279.77,14881.16,279.886,17641.613,279.748,11273.254,279.886,18087.34,279.886,12643.429
280.832,11326.354,280.716,14875.425,280.832,17741.176,280.693,11287.931,280.832,18249.525,280.832,12682.484
281.777,11286.15,281.661,14869.102,281.777,17732.551,281.639,11261.654,281.777,17991.906,281.777,12727.733
282.723,11268.121,282.606,14895.652,282.723,17715.699,282.584,11297.144,282.723,18142.088,282.723,12670.817
283.669,11312.759,283.551,14886.094,283.669,17719.195,283.529,11249.936,283.668,17992.373,283.668,12644.268
284.614,11324.2,284.496,14873.522,284.614,17724.041,284.474,11238.348,284.614,18069.859,284.614,12636.054
285.56,11300.03,285.441,14863.486,285.56,17742.48,285.419,11254.178,285.56,18116.625,285.56,12504.598
286.505,11295.412,286.387,14855.18,286.505,17736.529,286.364,11264.899,286.505,18020.391,286.505,12609.231
287.451,11289.29,287.332,14866.838,287.451,17721.559,287.309,11275.748,287.451,18313.896,287.451,12621.766
288.396,11314.434,288.277,14867.931,288.396,17669.961,288.254,11232.298,288.396,18288.998,288.396,12548.848
289.342,11303.146,289.222,14874.663,289.342,17714.441,289.199,11245.757,289.342,17832.701,289.342,12663.045
290.287,11313.632,290.167,14837.74,290.287,17703.672,290.144,11224.896,290.287,18035.182,290.287,12624.926
291.233,11310.199,291.112,14862.535,291.233,17687.021,291.089,11256.89,291.233,18223.701,291.233,12536.957
292.179,11272.676,292.058,14873.181,292.179,17665.992,292.035,11231.163,292.179,17826.803,292.179,12441.18
293.124,11300.986,293.003,14864.243,293.124,17700.738,292.98,11230.232,293.124,18055.66,293.124,12647.707
294.07,11318.295,293.948,14844.846,294.07,17725.932,293.925,11238.313,294.07,18129.596,294.07,12503.604
295.015,11255.421,294.893,14853.715,295.015,17676.156,294.87,11206.938,295.015,17978.514,295.015,12466.622
295.961,11254.64,295.838,14837.119,295.961,17720.764,295.815,11226.92,295.961,17816.102,295.961,12502.871
296.906,11303.548,296.783,14869.461,296.906,17740.016,296.76,11233.582,296.906,18170.971,296.906,12465.461
297.852,11272.534,297.729,14861.587,297.852,17712.873,297.705,11227.026,297.852,17926.695,297.852,12408.161
298.797,11281.184,298.674,14824.856,298.797,17789.766,298.65,11218.401,298.797,17893.891,298.797,12486.974
299.743,11267.463,299.619,14865.668,299.743,17720.879,299.595,11215.017,299.743,18193.623,299.743,12276.88
300.689,11245.611,300.564,14830.174,300.689,17844.682,300.54,11198.497,300.689,17958.324,300.689,12339.532
301.634,11270.4,301.509,14828.451,301.634,17852.188,301.486,11195.119,301.634,17865.502,301.634,12387.025
302.58,11253.748,302.454,14822.837,302.58,17706.893,302.431,11200.604,302.58,18138.51,302.58,12474.844
303.525,11272.544,303.4,14862.127,303.525,17774.67,303.376,11212.585,303.525,18200.203,303.525,12357.237
304.471,11218.248,304.345,14854.152,304.471,17808.215,304.321,11201.814,304.471,17871.283,304.471,12299.884
305.416,11210.62,305.29,14845.428,305.416,17697.457,305.266,11209.823,305.416,17664.883,305.416,12177.04
306.362,11245.408,306.235,14836.539,306.362,17744.607,306.211,11228.828,306.362,17826.236,306.362,12342.107
307.308,11269.538,307.18,14844.838,307.308,17754.496,307.156,11208.4,307.308,17993.096,307.308,12196.397
308.253,11212.056,308.125,14858.05,308.253,17784.191,308.101,11187.46,308.253,18015.967,308.253,12356.178
309.199,11237.042,309.071,14834.042,309.199,17723.383,309.046,11217.23,309.199,17861.568,309.199,12355.663
310.144,11269.215,310.016,14822.386,310.144,17713.234,309.991,11197.754,310.144,18000.02,310.144,12063.905
311.09,11223.862,310.961,14801.898,311.09,17713.121,310.936,11193.935,311.09,17963.246,311.09,12312.748
312.035,11224.672,311.906,14867.515,312.035,17715.928,311.882,11197.752,312.035,18010.621,312.035,12289.076
312.981,11215.743,312.851,14877.728,312.981,17717.85,312.827,11171.311,312.981,17962.572,312.981,12200.049
313.926,11242.42,313.797,14840.924,313.926,17715.178,313.772,11197.343,313.926,17762.598,313.926,12251.111
314.872,11193.603,314.742,14804.607,314.872,17741.684,314.717,11205.949,314.872,17743.08,314.872,12307.789
315.818,11220.568,315.687,14861.507,315.818,17678.545,315.662,11189.218,315.818,18000.596,315.818,12309.385
316.763,11244.598,316.632,14852.985,316.763,17724.572,316.607,11179.904,316.763,17857.564,316.763,12129.128
317.709,11225.161,317.577,14840.354,317.709,17705.516,317.552,11165.886,317.709,18104.438,317.709,12103.865
318.654,11240.274,318.522,14851.955,318.654,17685.189,318.497,11167.381,318.654,18002.639,318.654,12227.298
319.6,11231.992,319.468,14856.717,319.6,17683.316,319.442,11189.466,319.6,17969.098,319.6,12225.863
320.545,11229.569,320.413,14868.682,320.545,17666.473,320.387,11168.533,320.545,17924.363,320.545,12009.959
321.491,11195.04,321.358,14841.781,321.491,17686.404,321.333,11160.195,321.491,17858.82,321.491,12143.037
322.437,11178.207,322.303,14840.72,322.437,17666.586,322.278,11178.923,322.436,17992.219,322.436,12076.559
323.382,11193.656,323.248,14837.798,323.382,17653.697,323.223,11156.759,323.382,17636.332,323.382,11913.461
324.328,11181.442,324.193,14851.941,324.328,17645.146,324.168,11165.624,324.328,17701.775,324.328,12010.804
325.273,11200.424,325.139,14840.391,325.273,17646.027,325.113,11177.376,325.273,17820.611,325.273,12052.646
326.219,11200.003,326.084,14811.273,326.219,17639.58,326.058,11155.776,326.219,17779.406,326.219,11965.694
327.164,11176.978,327.029,14825.517,327.164,17653.727,327.003,11143.962,327.164,17521.244,327.164,11978.136
328.11,11201.209,327.974,14835.655,328.11,17656.395,327.948,11147.075,328.11,17752.441,328.11,11908.548
329.055,11168.194,328.919,14825.966,329.055,17684.869,328.893,11159.409,329.055,17513.105,329.055,12014.208
330.001,11164.485,329.864,14822.246,330.001,17700.258,329.838,11160.732,330.001,17849.434,330.001,11991.437
330.947,11173.514,330.81,14847.165,330.947,17689.275,330.783,11166.596,330.947,17605.715,330.947,12030.786
331.892,11144.656,331.755,14813.685,331.892,17699.168,331.729,11128.886,331.892,17695.438,331.892,11988.86
332.838,11182.384,332.7,14850.961,332.838,17703.299,332.674,11161.1,332.838,17686.348,332.838,12002.677
333.783,11162.382,333.645,14827.45,333.783,17715.111,333.619,11147.712,333.783,17497.023,333.783,12017.215
334.729,11152.19,334.59,14820.908,334.729,17649.699,334.564,11152.979,334.729,17863.648,334.729,12085.027
335.674,11141.322,335.535,14842.812,335.674,17696.904,335.509,11155.417,335.674,17242.297,335.674,11971.799
336.62,11150.214,336.481,14828.497,336.62,17693.266,336.454,11159.188,336.62,17663.154,336.62,11939.845
337.566,11135.694,337.426,14821.668,337.566,17681.934,337.399,11167.057,337.565,17628.449,337.565,12075.872
338.511,11109.593,338.371,14839.727,338.511,17699.758,338.344,11180.541,338.511,17744.596,338.511,11800.634
339.457,11134.402,339.316,14831.15,339.457,17719.479,339.289,11144.79,339.457,17556.943,339.457,11929.985
340.402,11155.379,340.261,14838.724,340.402,17664.637,340.234,11133.831,340.402,17621.207,340.402,11889.097
341.348,11115.404,341.206,14842.482,341.348,17676.096,341.18,11147.49,341.348,17496.92,341.348,11924.879
342.293,11154.012,342.152,14830.706,342.293,17654.443,342.125,11137.705,342.293,17626.473,342.293,11939.888
343.239,11178.446,343.097,14828.414,343.239,17643.115,343.07,11162.771,343.239,17696.965,343.239,11813.827
344.184,11110.6,344.042,14810.8,344.184,17664.871,344.015,11124.856,344.184,17186.734,344.184,11727.784
345.13,11152.98,344.987,14824.973,345.13,17649.408,344.96,11124.074,345.13,17507.436,345.13,11779.247
346.076,11157.412,345.932,14842.906,346.076,17632.527,345.905,11131.189,346.076,17407.553,346.076,11821.807
347.021,11148.368,346.877,14823.661,347.021,17702.777,346.85,11130.952,347.021,17532.125,347.021,11897.323
347.967,11132.426,347.823,14812.171,347.967,17704.875,347.795,11116.173,347.967,17696.389,347.967,11907.368
348.912,11138.607,348.768,14821.463,348.912,17660.811,348.74,11136.802,348.912,17530.207,348.912,11761.678
349.858,11132.66,349.713,14821.812,349.858,17655.883,349.685,11147.882,349.858,17532.475,349.858,11709.267
350.803,11108.089,350.658,14810.384,350.803,17646.768,350.63,11141.74,350.803,17487.959,350.803,11872.787
351.749,11111.886,351.603,14818.848,351.749,17644.949,351.576,11115.316,351.749,17489.426,351.749,11908.61
352.695,11081.167,352.548,14865.821,352.695,17671.186,352.521,11138.735,352.694,17539.98,352.694,11784.964
353.64,11113.952,353.494,14815.888,353.64,17681.549,353.466,11136.294,353.64,17629.273,353.64,11725.771
354.586,11146.649,354.439,14832.834,354.586,17643.297,354.411,11142.454,354.586,17382.518,354.586,11945.853
355.531,11116.043,355.384,14791.715,355.531,17658.689,355.356,11115.745,355.531,17479.066,355.531,11832.153
356.477,11086.695,356.329,14839.739,356.477,17702.814,356.301,11138.812,356.477,17351.869,356.477,11869.118
357.422,11064.248,357.274,14824.944,357.422,17676.152,357.246,11116.858,357.422,17608.691,357.422,11850.814
358.368,11082.955,358.219,14833.841,358.368,17700.805,358.191,11094.684,358.368,17321.414,358.368,12123.485
359.313,11062.608,359.165,14823.456,359.313,17695.033,359.136,11116.19,359.313,17601.971,359.313,11841.115
360.259,11052.582,360.11,14822.94,360.259,17707.67,360.081,11117.811,360.259,17170.285,360.259,11876.723
361.205,11036.365,361.055,14814.45,361.205,17588.426,361.027,11116.658,361.205,17409.971,361.205,11735.516
362.15,11065.644,362,14801.186,362.15,17706.223,361.972,11135.733,362.15,17278.039,362.15,11969.861
363.096,11073.255,362.945,14837.106,363.096,17668.902,362.917,11091.108,363.096,17252.535,363.096,11757.873
364.041,11053.867,363.891,14826.013,364.041,17669.711,363.862,11105.633,364.041,17321.021,364.041,11766.271
364.987,11073.223,364.836,14841.346,364.987,17696.697,364.807,11143.604,364.987,17353.373,364.987,11751.756
365.932,11058.03,365.781,14831.921,365.932,17662.877,365.752,11127.237,365.932,17267.752,365.932,11730.825
366.878,11115.068,366.726,14795.047,366.878,17647.689,366.697,11158.685,366.878,17131.361,366.878,11615.146
367.824,11034.106,367.671,14843.594,367.824,17670.578,367.642,11129.858,367.823,17451.803,367.823,11651.511
368.769,11062.146,368.616,14822.303,368.769,17643.723,368.587,11108.341,368.769,17163.609,368.769,11657.669
369.715,11076.585,369.562,14813.346,369.715,17646.746,369.532,11116.17,369.715,17223.799,369.715,11612.735
370.66,11049.164,370.507,14809.611,370.66,17633.584,370.478,11104.129,370.66,17190.586,370.66,11612.231
371.606,11078.99,371.452,14826.773,371.606,17663.346,371.423,11104.56,371.606,17419.918,371.606,11648.534
372.551,11041.168,372.397,14826.461,372.551,17621.195,372.368,11112.445,372.551,17271.213,372.551,11675.293
373.497,11084.248,373.342,14829.338,373.497,17625.898,373.313,11104.628,373.497,17222.74,373.497,11452.102
374.442,11054.28,374.287,14814.651,374.442,17656.139,374.258,11102.937,374.442,17452.057,374.442,11617.558
375.388,11070.479,375.233,14813.891,375.388,17647.033,375.203,11078.15,375.388,17343.266,375.388,11680.393
376.334,11037.199,376.178,14794.905,376.334,17628.045,376.148,11085.322,376.334,17303.762,376.334,11566.574
377.279,11070.539,377.123,14798.761,377.279,17631.02,377.093,11109.068,377.279,17478.605,377.279,11594.131
378.225,11018.967,378.068,14821.267,378.225,17648.16,378.038,11125.852,378.225,17069.373,378.225,11599.59
379.17,11042.332,379.013,14822.518,379.17,17611.404,378.983,11111.159,379.17,17248.656,379.17,11502.083
380.116,11041.54,379.958,14834.217,380.116,17625.715,379.928,11072.221,380.116,17391.75,380.116,11543.271
381.061,11003.262,380.904,14790.923,381.061,17632.283,380.874,11063.505,381.061,17167.852,381.061,11483.873
382.007,11037.233,381.849,14816.226,382.007,17618.178,381.819,11093.511,382.007,17325.516,382.007,11413.671
382.952,10995.187,382.794,14795.203,382.952,17577.52,382.764,11076.857,382.952,17175.113,382.952,11505.848
383.898,11023.782,383.739,14824.236,383.898,17618.057,383.709,11076.305,383.898,17411.5,383.898,11464.887
384.844,10972.174,384.684,14804.929,384.844,17586.117,384.654,11079.392,384.844,17208.479,384.844,11242.086
385.789,10962.69,385.629,14790.582,385.789,17606.037,385.599,11069.999,385.789,17248.311,385.789,11477.852
386.735,11002.683,386.575,14779.548,386.735,17626.23,386.544,11059.347,386.735,17135.023,386.735,11545.463
387.68,11000.415,387.52,14794.003,387.68,17546.777,387.489,11064.545,387.68,17204.49,387.68,11432.911
388.626,10998.44,388.465,14794.317,388.626,17590.693,388.434,11081.287,388.626,17086.127,388.626,11383.445
389.571,11008.823,389.41,14803.362,389.571,17547.305,389.379,11044.993,389.571,17392.518,389.571,11476.25
390.517,11013.041,390.355,14789.279,390.517,17594.221,390.324,11005.745,390.517,17229.041,390.517,11381.77
391.463,10962.284,391.3,14812.029,391.463,17539.322,391.27,11067.051,391.462,16940.975,391.462,11390.476
392.408,10974.381,392.246,14797.939,392.408,17582.381,392.215,11072.021,392.408,17206.332,392.408,11460.937
393.354,10993.199,393.191,14819.649,393.354,17556.693,393.16,11070.795,393.354,17502.396,393.354,11415.455
394.299,10959.788,394.136,14787.107,394.299,17538.605,394.105,11070.073,394.299,17043.783,394.299,11325.71
395.245,11001.769,395.081,14814.257,395.245,17591.248,395.05,11080.745,395.245,17097.969,395.245,11325.854
396.19,10973.773,396.026,14791.938,396.19,17575.598,395.995,11073.067,396.19,17086.123,396.19,11259.455
397.136,10965.332,396.971,14795.631,397.136,17542.699,396.94,11054.392,397.136,17009.262,397.136,11356.105
398.081,10995.384,397.917,14786.956,398.081,17506.822,397.885,11066.256,398.081,17347.344,398.081,11309.697
399.027,10978.707,398.862,14782.912,399.027,17623.348,398.83,11070.88,399.027,17067.076,399.027,11474.037
399.973,11011.425,399.807,14772.878,399.973,17609.49,399.775,11079.775,399.973,16942.613,399.973,11231.646
400.918,11000.06,400.752,14800.004,400.918,17616.328,400.721,11064.676,400.918,16993.414,400.918,11316.607
401.864,11010.598,401.697,14808.042,401.864,17586.369,401.666,11071.315,401.864,17093.645,401.864,11226.158
402.809,10991.981,402.642,14797.513,402.809,17645.521,402.611,11078.829,402.809,16976.902,402.809,11305.596
403.755,10966.45,403.588,14763.557,403.755,17606.631,403.556,11055.448,403.755,17244.414,403.755,11278.235
404.7,10975.21,404.533,14789.086,404.7,17572.775,404.501,11090.338,404.7,17251.115,404.7,11398.2
405.646,10980.277,405.478,14794.655,405.646,17627.486,405.446,11087.245,405.646,17196.746,405.646,11135.364
406.592,10977.289,406.423,14810.432,406.592,17560.318,406.391,11071.604,406.591,17153.477,406.591,11233.671
407.537,10949.627,407.368,14788.667,407.537,17589.955,407.336,11055.853,407.537,16870.861,407.537,11147.827
408.483,10978.604,408.314,14792.309,408.483,17619.5,408.281,11066.862,408.483,16980.449,408.483,11241.501
409.428,10968.694,409.259,14761.224,409.428,17653.801,409.226,11077.009,409.428,16922.184,409.428,11250.557
410.374,10962.01,410.204,14768.063,410.374,17608.871,410.172,11083.798,410.374,16840.174,410.374,11285.346
411.319,10959.046,411.149,14800.447,411.319,17599.186,411.117,11095.928,411.319,16888.678,411.319,11176.662
412.265,10969.845,412.094,14766.104,412.265,17609.133,412.062,11078.502,412.265,17087.791,412.265,11085.841
413.21,10952.504,413.039,14751.817,413.21,17578.5,413.007,11090.476,413.21,16748.305,413.21,11156.872
414.156,10970.107,413.985,14747.431,414.156,17755.803,413.952,11055.601,414.156,16685.361,414.156,11067.796
415.102,10944.986,414.93,14757.46,415.102,17609.479,414.897,11086.182,415.102,16681.934,415.102,11098.869
416.047,10926.36,415.875,14754.071,416.047,17616.754,415.842,11071.187,416.047,17115.803,416.047,11157.853
416.993,10932.433,416.82,14758.941,416.993,17626.943,416.787,11072.778,416.993,16652.564,416.993,11168.86
417.938,10950.854,417.765,14769.747,417.938,17620.777,417.732,11074.159,417.938,16895.502,417.938,11135.492
418.884,10930.168,418.71,14774.768,418.884,17670.465,418.677,11055.938,418.884,16740.08,418.884,11112.46
419.829,10900.304,419.656,14742.494,419.829,17596.805,419.622,11045.019,419.829,16956.475,419.829,11121.392
420.775,10900.962,420.601,14740.722,420.775,17673.846,420.568,11060.032,420.775,16847.012,420.775,11017.172
421.721,10908.987,421.546,14749.733,421.721,17616.951,421.513,11040.646,421.72,16698.055,421.72,11074.572
422.666,10911.993,422.491,14731.791,422.666,17602.605,422.458,11029.572,422.666,16954.83,422.666,11013.673
423.612,10886.279,423.436,14735.037,423.612,17603.621,423.403,11061.261,423.612,16848.492,423.612,10992.681
424.557,10906.759,424.381,14753.599,424.557,17614.172,424.348,11056.983,424.557,16722.299,424.557,11147.433
425.503,10925.89,425.327,14727.621,425.503,17626.035,425.293,11034.485,425.503,16547.811,425.503,10998.235
426.448,10968.702,426.272,14708.125,426.448,17549.863,426.238,11048.626,426.448,16826.016,426.448,10956.657
427.394,10924.203,427.217,14743.293,427.394,17576.939,427.183,11053.905,427.394,16750.139,427.394,11004.286
428.339,10908.47,428.162,14735.136,428.339,17608.398,428.128,11068.124,428.339,16716.443,428.339,11037.026
429.285,10897.269,429.107,14742.847,429.285,17549.139,429.073,11038.568,429.285,16900.086,429.285,10955.088
430.231,10891.537,430.052,14748.684,430.231,17573.354,430.019,11017.994,430.231,16739.061,430.231,10910.888
431.176,10932.612,430.998,14758.51,431.176,17594.305,430.964,11046.489,431.176,16729.506,431.176,11074.19
432.122,10911.229,431.943,14748.702,432.122,17561.223,431.909,11049.345,432.122,16733.246,432.122,11007.475
433.067,10856.9,432.888,14755.112,433.067,17596.936,432.854,11061.101,433.067,17041.17,433.067,11075.627
434.013,10852.824,433.833,14752.229,434.013,17552.586,433.799,11073.597,434.013,16827.439,434.013,10877.091
434.958,10876.019,434.778,14748.149,434.958,17581.355,434.744,11044.658,434.958,16743.604,434.958,10959.268
435.904,10883.442,435.723,14748.646,435.904,17554.801,435.689,11038.067,435.904,16561.713,435.904,10980.542
436.85,10855.756,436.669,14760.606,436.85,17552.043,436.634,11033.164,436.849,16661.137,436.849,10749.338
437.795,10876.861,437.614,14778.864,437.795,17526.436,437.579,11014.709,437.795,16612.582,437.795,11017.531
438.741,10889.497,438.559,14744.129,438.741,17603.396,438.524,11057.751,438.741,16865.262,438.741,10828.665
439.686,10846.246,439.504,14732.95,439.686,17561.381,439.469,11021.857,439.686,16672.404,439.686,10854.6
440.632,10843.275,440.449,14734.888,440.632,17573.961,440.415,11020.55,440.632,16829.031,440.632,10755.275
441.577,10865.521,441.394,14754.395,441.577,17565.033,441.36,11035.824,441.577,16695.781,441.577,10751.866
442.523,10848.367,442.34,14747.052,442.523,17579.299,442.305,11025.511,442.523,16860.305,442.523,10926.35
443.468,10837.711,443.285,14746.879,443.468,17550.719,443.25,11027.835,443.468,16460.99,443.468,10829.576
444.414,10877.289,444.23,14765.393,444.414,17618.617,444.195,11022.558,444.414,16724.516,444.414,10760.907
445.36,10837.842,445.175,14723.009,445.36,17558.547,445.14,11013.515,445.359,16577.877,445.359,10733.411
446.305,10841.513,446.12,14747.917,446.305,17544.023,446.085,11000.46,446.305,16880.047,446.305,10660.677
447.251,10847.66,447.065,14736.101,447.251,17539.498,447.03,11010.686,447.251,16616.924,447.251,10779.833
448.196,10826.827,448.011,14744.321,448.196,17528.953,447.975,11018.69,448.196,16480.707,448.196,10688.825
449.142,10853.326,448.956,14752.859,449.142,17532.391,448.92,11020.415,449.142,16585.91,449.142,10784.391
450.087,10825.33,449.901,14743.02,450.087,17463.029,449.866,11009.679,450.087,16705.131,450.087,10719.073
451.033,10830.031,450.846,14735.77,451.033,17580.303,450.811,10999.163,451.033,16897.137,451.033,10711.977
451.978,10819.218,451.791,14754.893,451.978,17556.535,451.756,11030.312,451.978,16651.018,451.978,10764.017
452.924,10840.753,452.737,14754.935,452.924,17629.242,452.701,11007.132,452.924,16659.66,452.924,10782.843
453.87,10808.3,453.682,14766.565,453.87,17639.152,453.646,11007.063,453.87,16697.717,453.87,10773.539
454.815,10806.906,454.627,14764.57,454.815,17525.783,454.591,10975.436,454.815,16728.23,454.815,10727.766
455.761,10798.998,455.572,14734.926,455.761,17524.025,455.536,11009.69,455.761,16584.4,455.761,10770.071
456.706,10810.793,456.517,14754.556,456.706,17488.895,456.481,11019.759,456.706,16383.139,456.706,10706.695
457.652,10768.137,457.462,14760.179,457.652,17545.684,457.426,10978.8,457.652,16635.404,457.652,10689.489
458.597,10784.86,458.408,14729.245,458.597,17538.516,458.371,10997.946,458.597,16529.814,458.597,10747.732
459.543,10766.297,459.353,14771.352,459.543,17517.807,459.316,10996.006,459.543,16811.408,459.543,10693.948
460.489,10566.214,460.298,14751.565,460.489,17474.67,460.262,10994.875,460.488,16390.74,460.488,10702.188
461.434,10798.61,461.243,14721.245,461.434,17535.242,461.207,10981.213,461.434,16536.789,461.434,10682.487
462.38,10810.291,462.188,14706.686,462.38,17522.744,462.152,10982.415,462.38,16604.506,462.38,10567.255
463.325,10807.78,463.133,14749.877,463.325,17572.312,463.097,10971.489,463.325,16245.73,463.325,10631.826
464.271,10834.559,464.079,14713.948,464.271,17539.357,464.042,10987.624,464.271,16774.1,464.271,10540.215
465.216,10873.778,465.024,14737.278,465.216,17531.676,464.987,10996.593,465.216,16500.697,465.216,10670.023
466.162,10846.982,465.969,14758.063,466.162,17542.064,465.932,10970.669,466.162,16556.299,466.162,10650.002
467.107,10798.043,466.914,14737.666,467.107,17957.213,466.877,10953.156,467.107,16566.629,467.107,10686.827
468.053,10842.761,467.859,14701.274,468.053,17687.674,467.822,10988.487,468.053,16519.699,468.053,10738.206
468.999,10836.31,468.804,14744.591,468.999,17591.416,468.767,10962.438,468.999,16577.629,468.999,10681.639
469.944,10842.033,469.75,14732.799,469.944,17601.281,469.713,10979.724,469.944,16548.117,469.944,10460.842
470.89,10828.5,470.695,14720.83,470.89,17559.768,470.658,10969.513,470.89,16567.242,470.89,10578.038
471.835,10853.303,471.64,14713.725,471.835,17547.051,471.603,10989.52,471.835,16321.332,471.835,10538.429
472.781,10841.021,472.585,14721.75,472.781,17595.078,472.548,10987.215,472.781,16654.23,472.781,10495.147
473.726,10864.439,473.53,14721.595,473.726,17545.463,473.493,10982.343,473.726,16595.221,473.726,10583.896
474.672,10827.248,474.475,14734.631,474.672,17510.875,474.438,10987.002,474.672,16416.139,474.672,10500.345
475.618,10825.602,475.421,14710.775,475.618,17582.594,475.383,11007.115,475.617,16298.924,475.617,10444.37
476.563,10841.675,476.366,14724.268,476.563,17565.236,476.328,10963.487,476.563,16620.621,476.563,10550.871
477.509,10836.782,477.311,14719.355,477.509,17548.365,477.273,10989.572,477.509,16437.555,477.509,10429.27
478.454,10850.9,478.256,14732.148,478.454,17560.369,478.218,11014.289,478.454,16430.232,478.454,10346.616
479.4,10832.604,479.201,14701.873,479.4,17557.006,479.164,10969.795,479.4,16649.682,479.4,10475.272
480.345,10821.283,480.146,14712.742,480.345,17541.672,480.109,10989.264,480.345,16390.111,480.345,10457.191
481.291,10841.593,481.092,14697.657,481.291,17551.402,481.054,10981.389,481.291,16487.256,481.291,10469.899
482.236,10783.745,482.037,14705.343,482.236,17522.229,481.999,10956.462,482.236,16593.986,482.236,10474.231
483.182,10721.179,482.982,14679.444,483.182,17543.234,482.944,10968.702,483.182,16564.311,483.182,10429.784
484.128,10765.952,483.927,14721.059,484.128,17568.764,483.889,10978.754,484.128,16281.315,484.128,10350.335
485.073,10763.616,484.872,14725.854,485.073,17466.324,484.834,10961.242,485.073,16427.359,485.073,10371.146
