[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
49.84,19.35223,49.84,21.448,49.84,23.60038,49.84,21.49815,49.84,10.41071
50,19.44534,50,21.76,50,23.41856,50,21.44444,50,10.40357
50.16,19.49798,50.16,21.548,50.16,23.53409,50.16,21.4963,50.16,10.32143
50.319,19.21862,50.319,21.258,50.319,23.53788,50.319,21.40185,50.319,10.35714
50.479,18.9919,50.479,21.32,50.479,23.32386,50.479,21.35741,50.479,10.43929
50.639,19.38866,50.639,21.252,50.639,23.35227,50.639,21.41296,50.639,10.50179
50.799,18.95547,50.799,21.426,50.799,23.44886,50.799,21.28518,50.799,10.43929
50.958,19.40891,50.958,21.356,50.958,23.32765,50.958,21.33704,50.958,10.47143
51.118,19.36032,51.118,21.516,51.118,23.25568,51.118,21.41667,51.118,10.46071
51.278,19.24291,51.278,21.318,51.278,23.41667,51.278,21.47222,51.278,10.36607
51.438,19.40486,51.438,21.334,51.438,23.27841,51.438,21.46667,51.438,10.33036
51.597,19.17409,51.597,21.374,51.597,23.37311,51.597,21.2463,51.597,10.36964
51.757,19.05668,51.757,21.436,51.757,23.23485,51.757,21.46667,51.757,10.43393
51.917,19.17409,51.917,21.544,51.917,23.51894,51.917,21.54259,51.917,10.47857
52.077,19.31984,52.077,21.288,52.077,23.125,52.077,21.26667,52.077,10.30179
52.236,19.39676,52.236,21.508,52.236,23.35417,52.236,21.53889,52.236,10.31786
52.396,19.10122,52.396,21.202,52.396,23.23485,52.396,21.32593,52.396,10.33214
52.556,19.32389,52.556,21.406,52.556,23.33333,52.556,21.57778,52.556,10.47321
52.716,19.22672,52.715,21.442,52.715,23.14205,52.715,21.51667,52.715,10.27857
52.875,19.417,52.875,21.494,52.875,23.39205,52.875,21.40741,52.875,10.36786
53.035,19.4251,53.035,21.47,53.035,23.09848,53.035,21.5037,53.035,10.31607
53.195,19.27935,53.195,21.406,53.195,23.54924,53.195,21.41852,53.195,10.44286
53.354,19.68016,53.354,21.54,53.354,23.28788,53.354,21.64815,53.354,10.41607
53.514,19.18219,53.514,21.486,53.514,23.33902,53.514,21.45,53.514,10.31071
53.674,19.26721,53.674,21.424,53.674,23.38636,53.674,21.38333,53.674,10.40714
53.834,19.17814,53.834,21.578,53.834,23.11553,53.834,21.46296,53.834,10.32679
53.993,19.16599,53.993,21.314,53.993,23.1875,53.993,21.54815,53.993,10.46786
54.153,19.22672,54.153,21.414,54.153,23.27841,54.153,21.48704,54.153,10.375
54.313,19.50607,54.313,21.54,54.313,23.22727,54.313,21.21296,54.313,10.52321
54.473,19.34008,54.473,21.464,54.473,23.27273,54.473,21.13333,54.473,10.30357
54.632,19.53846,54.632,21.326,54.632,23.29924,54.632,21.24444,54.632,10.3125
54.792,19.22267,54.792,21.226,54.792,23.33902,54.792,21.33704,54.792,10.50357
54.952,19.55466,54.952,21.526,54.952,23.16098,54.952,21.71111,54.952,10.4375
55.112,19.2915,55.112,21.676,55.112,23.29167,55.112,21.45185,55.112,10.38036
55.271,19.37652,55.271,21.666,55.271,23.20455,55.271,21.44444,55.271,10.39643
55.431,19.04858,55.431,21.55,55.431,23.27652,55.431,21.51852,55.431,10.34821
55.591,19.5587,55.591,21.468,55.591,23.27652,55.591,21.19074,55.591,10.43929
55.751,19.37652,55.751,21.516,55.751,23.30492,55.751,21.31667,55.751,10.42143
55.91,19.42105,55.91,21.408,55.91,23.42235,55.91,21.33333,55.91,10.20536
56.07,19.44939,56.07,21.396,56.07,23.16288,56.07,21.40185,56.07,10.25536
56.23,19.1417,56.23,21.446,56.23,23.28598,56.23,21.43704,56.23,10.38929
56.39,19.21862,56.39,21.628,56.39,23.43371,56.39,21.59815,56.39,10.25
56.549,19.28745,56.549,21.39,56.549,23.28977,56.549,21.66667,56.549,10.17857
56.709,19.06073,56.709,21.562,56.709,23.32576,56.709,21.62593,56.709,10.29464
56.869,19.18219,56.869,21.406,56.869,23.39394,56.869,21.71667,56.869,10.39286
57.029,19.22672,57.029,21.406,57.029,23.30303,57.029,21.50185,57.029,10.41607
57.188,19.46154,57.188,21.186,57.188,23.06818,57.188,21.53518,57.188,10.39643
57.348,19.16194,57.348,21.536,57.348,23.375,57.348,21.39259,57.348,10.30714
57.508,19.12955,57.508,21.49,57.508,23.13447,57.508,21.52593,57.508,10.43393
57.668,19.46154,57.668,21.402,57.668,23.27652,57.668,21.51296,57.668,10.2
57.827,19.0081,57.827,21.318,57.827,23.375,57.827,21.32037,57.827,10.18571
57.987,19.01619,57.987,21.288,57.987,23.29356,57.987,21.32407,57.987,10.46607
58.147,19.07287,58.147,21.276,58.147,23.18939,58.147,21.45,58.147,10.31786
58.307,19.30769,58.307,21.57,58.307,23.19318,58.307,21.61667,58.307,10.36429
58.466,19.31174,58.466,21.162,58.466,23.33333,58.466,21.28148,58.466,10.30714
58.626,19.29555,58.626,21.486,58.626,23.11364,58.626,21.7,58.626,10.35357
58.786,19.18624,58.786,21.43,58.786,23.38258,58.786,21.56296,58.786,10.40893
58.946,19.08907,58.945,21.344,58.945,23.2803,58.945,21.45741,58.945,10.39464
59.105,19.40891,59.105,21.532,59.105,23.16856,59.105,21.4,59.105,10.32857
59.265,19.34008,59.265,21.402,59.265,23.2178,59.265,21.47222,59.265,10.375
59.425,19.19433,59.425,21.564,59.425,23.375,59.425,21.45,59.425,10.42143
59.585,19.19433,59.584,21.414,59.584,23.20455,59.584,21.46667,59.584,10.35536
59.744,19.26721,59.744,21.396,59.744,23.27462,59.744,21.35741,59.744,10.35
59.904,19.06478,59.904,21.454,59.904,23.31818,59.904,21.44259,59.904,10.49286
60.064,19.34413,60.064,21.142,60.064,23.49432,60.064,21.41481,60.064,10.40893
60.223,19.12955,60.223,21.458,60.223,23.39773,60.223,21.24815,60.223,10.35893
60.383,19.00405,60.383,21.364,60.383,23.17614,60.383,21.28704,60.383,10.31786
60.543,19.40891,60.543,21.564,60.543,23.2822,60.543,21.46296,60.543,10.40893
60.703,19.39271,60.703,21.458,60.703,23.20455,60.703,21.34815,60.703,10.3625
60.862,19.51822,60.862,21.554,60.862,23.23674,60.862,21.41852,60.862,10.32679
61.022,19.23482,61.022,21.528,61.022,23.42235,61.022,21.29259,61.022,10.25893
61.182,19.04453,61.182,21.382,61.182,23.16477,61.182,21.39815,61.182,10.50179
61.342,19.24696,61.342,21.578,61.342,23.48674,61.342,21.48519,61.342,10.47857
61.501,19.17409,61.501,21.422,61.501,23.30303,61.501,21.46111,61.501,10.36964
61.661,19.29555,61.661,21.454,61.661,23.31061,61.661,21.36667,61.661,10.22143
61.821,19.18219,61.821,21.374,61.821,23.2197,61.821,21.47037,61.821,10.33393
61.981,19.36437,61.981,21.446,61.981,23.34091,61.981,21.29074,61.981,10.35714
62.14,19.43725,62.14,21.658,62.14,23.0625,62.14,21.16481,62.14,10.34464
62.3,19.40486,62.3,21.364,62.3,22.97159,62.3,21.40556,62.3,10.49643
62.46,19.08502,62.46,21.436,62.46,23.22917,62.46,21.2463,62.46,10.21429
62.62,19.23077,62.62,21.5,62.62,23.14773,62.62,21.34074,62.62,10.28214
62.779,19.04858,62.779,21.256,62.779,23.06439,62.779,21.38889,62.779,10.33036
62.939,19.2753,62.939,21.474,62.939,23.12689,62.939,21.48148,62.939,10.50357
63.099,19.21862,63.099,21.274,63.099,23.33523,63.099,21.3037,63.099,10.38571
63.259,19.23482,63.259,21.568,63.259,23.51894,63.259,21.39444,63.259,10.45
63.418,19,63.418,21.178,63.418,23.32765,63.418,21.33333,63.418,10.3625
63.578,19.23077,63.578,21.372,63.578,23.35417,63.578,21.41296,63.578,10.225
63.738,19.45344,63.738,21.448,63.738,23.4053,63.738,21.71482,63.738,10.31786
63.898,19.4251,63.898,21.396,63.898,23.34848,63.898,21.27963,63.898,10.42679
64.057,19.27126,64.057,21.348,64.057,23.12689,64.057,21.4963,64.057,10.34821
64.217,18.97976,64.217,21.55,64.217,23.1553,64.217,21.26852,64.217,10.14821
64.377,19.05263,64.377,21.434,64.377,23.11553,64.377,21.28889,64.377,10.35536
64.537,19.10931,64.537,21.432,64.537,22.98106,64.537,21.36667,64.537,10.46607
64.696,19.38057,64.696,21.428,64.696,23.18939,64.696,21.22222,64.696,10.20893
64.856,18.80567,64.856,21.468,64.856,23.02273,64.856,21.4,64.856,10.35357
65.016,19.25911,65.016,21.234,65.016,22.99242,65.016,21.42593,65.016,10.35179
65.176,19.06073,65.176,21.382,65.175,23.32576,65.175,21.24074,65.175,10.30714
65.335,19.26316,65.335,21.352,65.335,23.17803,65.335,21.41111,65.335,10.26786
65.495,19.33603,65.495,21.36,65.495,22.99811,65.495,21.32407,65.495,10.35714
65.655,19.36437,65.655,21.336,65.655,22.99811,65.655,21.31296,65.655,10.31071
65.815,19.23077,65.814,21.602,65.814,23.10795,65.814,21.34444,65.814,10.33929
65.974,19.48178,65.974,21.534,65.974,23.12689,65.974,21.40185,65.974,10.375
66.134,19.73684,66.134,21.214,66.134,23,66.134,21.52407,66.134,10.25714
66.294,19.44534,66.294,21.306,66.294,23.20644,66.294,21.43704,66.294,10.32143
66.454,19.26316,66.453,21.252,66.453,23.29356,66.453,21.25556,66.453,10.3125
66.613,19.25911,66.613,21.15,66.613,23.17045,66.613,21.38148,66.613,10.22321
66.773,19.45749,66.773,21.388,66.773,23.33333,66.773,21.35556,66.773,10.43036
66.933,19.4332,66.933,21.584,66.933,23.03598,66.933,21.34259,66.933,10.29107
67.092,19.22672,67.092,21.422,67.092,23.31439,67.092,21.44815,67.092,10.30536
67.252,19.46154,67.252,21.166,67.252,23.43939,67.252,21.26667,67.252,10.2125
67.412,19.28745,67.412,21.546,67.412,23.125,67.412,21.58148,67.412,10.33036
67.572,19.29959,67.572,21.344,67.572,22.94318,67.572,21.31667,67.572,10.41071
67.731,19.18219,67.731,21.386,67.731,23.0928,67.731,21.39815,67.731,10.39286
67.891,19.38866,67.891,21.416,67.891,23.36932,67.891,21.41852,67.891,10.26786
68.051,19.10122,68.051,21.47,68.051,23.18371,68.051,21.64259,68.051,10.32321
68.211,19.19433,68.211,21.398,68.211,23.02083,68.211,21.41481,68.211,10.20179
68.37,19.34413,68.37,21.342,68.37,23.125,68.37,21.30926,68.37,10.45
68.53,19.18624,68.53,21.498,68.53,23.18561,68.53,21.15741,68.53,10.35357
68.69,19.07692,68.69,21.268,68.69,22.90909,68.69,21.31482,68.69,10.2875
68.85,19.61539,68.85,21.462,68.85,23.04735,68.85,21.21852,68.85,10.25536
69.009,19.12146,69.009,21.36,69.009,23.18182,69.009,21.49074,69.009,10.23036
69.169,19.38866,69.169,21.532,69.169,23.32765,69.169,21.27407,69.169,10.31071
69.329,19.01619,69.329,21.538,69.329,22.93561,69.329,21.33148,69.329,10.43036
69.489,19.38057,69.489,21.384,69.489,23.04545,69.489,21.29259,69.489,10.24821
69.648,19.25101,69.648,21.43,69.648,23.01894,69.648,21.6537,69.648,10.31964
69.808,19.22672,69.808,21.556,69.808,23.10227,69.808,21.44074,69.808,10.24464
69.968,19.19028,69.968,21.62,69.968,23.17424,69.968,21.50741,69.968,10.34286
70.128,19.29959,70.128,21.408,70.128,23.00189,70.128,21.34259,70.128,10.36607
70.287,19.30769,70.287,21.37,70.287,23.35417,70.287,21.51852,70.287,10.31607
70.447,19.08907,70.447,21.206,70.447,22.92992,70.447,21.60741,70.447,10.45893
70.607,19.15385,70.607,21.474,70.607,23.24811,70.607,21.6,70.607,10.28036
70.767,19.44939,70.767,21.636,70.767,23.27652,70.767,21.65185,70.767,10.22321
70.926,18.91498,70.926,21.556,70.926,23.22727,70.926,21.48148,70.926,10.34286
71.086,19.2834,71.086,21.392,71.086,23.23106,71.086,21.40556,71.086,10.30357
71.246,19.10931,71.246,21.362,71.246,23.02273,71.246,21.48704,71.246,10.25
71.406,19.23887,71.406,21.362,71.406,23.20076,71.406,21.41296,71.406,10.32679
71.565,19.17409,71.565,21.238,71.565,23.07576,71.565,21.58704,71.565,10.4
71.725,19.40486,71.725,21.53,71.725,23.06629,71.725,21.59444,71.725,10.2625
71.885,19.23077,71.885,21.454,71.885,23.10227,71.885,21.55,71.885,10.4
72.045,19.08097,72.044,21.362,72.044,23.22348,72.044,21.78333,72.044,10.38571
72.204,19.33198,72.204,21.466,72.204,22.96402,72.204,21.58704,72.204,10.35893
72.364,19.41296,72.364,21.406,72.364,22.98864,72.364,21.58704,72.364,10.2625
72.524,19.22267,72.524,21.42,72.524,23.11742,72.524,21.73704,72.524,10.32679
72.684,19.32794,72.683,21.426,72.683,23.02462,72.683,21.78148,72.683,10.30893
72.843,19.31174,72.843,21.478,72.843,22.84091,72.843,21.68518,72.843,10.29286
73.003,19.10122,73.003,21.55,73.003,23.07955,73.003,21.70555,73.003,10.18393
73.163,19.21053,73.163,21.248,73.163,22.89394,73.163,21.51667,73.163,10.20536
73.323,19.39676,73.322,21.226,73.322,23.09659,73.322,21.60556,73.322,10.23929
73.482,19.22672,73.482,21.236,73.482,23.06818,73.482,21.67963,73.482,10.45179
73.642,19.44534,73.642,21.43,73.642,23.16288,73.642,21.74444,73.642,10.38214
73.802,18.93927,73.802,21.566,73.802,23.11742,73.802,21.7,73.802,10.35536
73.961,19.12146,73.961,21.354,73.961,23.03598,73.961,21.45555,73.961,10.27857
74.121,19.19433,74.121,21.338,74.121,23.26326,74.121,21.51481,74.121,10.32143
74.281,19.11741,74.281,21.358,74.281,23.02841,74.281,21.6037,74.281,10.26429
74.441,18.74089,74.441,21.494,74.441,22.85795,74.441,21.49074,74.441,10.37679
74.6,19.13765,74.6,21.374,74.6,23.11174,74.6,21.64259,74.6,10.35
74.76,19.01619,74.76,21.198,74.76,22.95455,74.76,21.36481,74.76,10.31964
74.92,19.13765,74.92,21.166,74.92,22.95455,74.92,21.60185,74.92,10.25
75.08,19.02834,75.08,21.27,75.08,23.11553,75.08,21.59444,75.08,10.38214
75.239,19.25911,75.239,21.494,75.239,23.01326,75.239,21.52037,75.239,10.35893
75.399,19.07287,75.399,21.566,75.399,23.14962,75.399,21.50556,75.399,10.16964
75.559,19.34008,75.559,21.288,75.559,22.97917,75.559,21.53518,75.559,10.27143
75.719,19.26721,75.719,21.336,75.719,22.85985,75.719,21.57593,75.719,10.19286
75.878,19.41296,75.878,21.4,75.878,23.10606,75.878,21.51481,75.878,10.37321
76.038,19.21862,76.038,21.334,76.038,23.29924,76.038,21.69444,76.038,10.21607
76.198,19.17004,76.198,21.312,76.198,23.05303,76.198,21.48889,76.198,10.32321
76.358,19.1336,76.358,21.568,76.358,23.0928,76.358,21.43889,76.358,10.31964
76.517,19.17004,76.517,21.66,76.517,23.11364,76.517,21.59444,76.517,10.21964
76.677,19.17814,76.677,21.33,76.677,22.91477,76.677,21.55556,76.677,10.27857
76.837,19.27935,76.837,21.504,76.837,23.0322,76.837,21.64444,76.837,10.23571
76.997,19.27935,76.997,21.542,76.997,22.91667,76.997,21.68889,76.997,10.33214
77.156,19.03239,77.156,21.226,77.156,23.05114,77.156,21.56852,77.156,10.37143
77.316,19.26316,77.316,21.518,77.316,23.0303,77.316,21.49259,77.316,10.375
77.476,19.29555,77.476,21.508,77.476,22.97538,77.476,21.39444,77.476,10.3875
77.636,19.03644,77.636,21.436,77.636,23.02083,77.636,21.68148,77.636,10.33036
77.795,19.02429,77.795,21.514,77.795,23.04167,77.795,21.54259,77.795,10.39107
77.955,19.25101,77.955,21.472,77.955,23.02652,77.955,21.57963,77.955,10.22143
78.115,19.20243,78.115,21.318,78.115,22.74053,78.115,21.66481,78.115,10.41786
78.275,19.19433,78.275,21.34,78.274,22.84091,78.274,21.52963,78.274,10.32143
78.434,19.34818,78.434,21.57,78.434,23.27083,78.434,21.60185,78.434,10.30893
78.594,19.19838,78.594,21.416,78.594,23.12121,78.594,21.70185,78.594,10.15893
78.754,19.08907,78.754,21.48,78.754,22.86742,78.754,21.44444,78.754,10.27321
78.914,19.18624,78.913,21.444,78.913,23.04735,78.913,21.42407,78.913,10.22143
79.073,18.90688,79.073,21.452,79.073,22.99053,79.073,21.67407,79.073,10.29821
79.233,18.90283,79.233,21.374,79.233,22.95833,79.233,21.57778,79.233,10.29464
79.393,19.10526,79.393,21.478,79.393,23.04545,79.393,21.49815,79.393,10.33036
79.553,18.95547,79.552,21.444,79.552,23.01515,79.552,21.36852,79.552,10.17321
79.712,19.47368,79.712,21.312,79.712,22.9053,79.712,21.29259,79.712,10.39286
79.872,19.39676,79.872,21.382,79.872,23.06818,79.872,21.43704,79.872,10.43393
80.032,19.13765,80.032,21.198,80.032,23.14394,80.032,21.37778,80.032,10.26786
80.191,18.92713,80.191,21.218,80.191,22.98674,80.191,21.45741,80.191,10.28036
80.351,19.34413,80.351,21.58,80.351,22.97917,80.351,21.60185,80.351,10.39107
80.511,19.12551,80.511,21.47,80.511,22.85985,80.511,21.40926,80.511,10.3125
80.671,19.18624,80.671,21.538,80.671,22.98674,80.671,21.48519,80.671,10.37857
80.83,18.62348,80.83,21.208,80.83,22.97348,80.83,21.50185,80.83,10.20893
80.99,19.10122,80.99,21.512,80.99,23.11742,80.99,21.42963,80.99,10.25893
81.15,19.12955,81.15,21.364,81.15,22.82197,81.15,21.46852,81.15,10.1875
81.31,19.21053,81.31,21.434,81.31,22.87311,81.31,21.44259,81.31,10.29464
81.469,19.36032,81.469,21.496,81.469,22.91477,81.469,21.44815,81.469,10.375
81.629,19.45344,81.629,21.436,81.629,22.97159,81.629,21.4037,81.629,10.22679
81.789,19.24291,81.789,21.298,81.789,22.71023,81.789,21.22037,81.789,10.19464
81.949,18.95142,81.949,21.436,81.949,23.125,81.949,21.38704,81.949,10.31429
82.108,19.2915,82.108,21.558,82.108,22.97159,82.108,21.55,82.108,10.21607
82.268,19.29555,82.268,21.312,82.268,22.82008,82.268,21.57222,82.268,10.425
82.428,19.38057,82.428,21.254,82.428,23.08333,82.428,21.44074,82.428,10.22857
82.588,19.08502,82.588,21.276,82.588,22.95644,82.588,21.40556,82.588,10.19821
82.747,19.22267,82.747,21.424,82.747,22.97917,82.747,21.3463,82.747,10.175
82.907,19.13765,82.907,21.444,82.907,23.10606,82.907,21.55741,82.907,10.34107
83.067,19.05263,83.067,21.498,83.067,22.80492,83.067,21.56852,83.067,10.2625
83.227,19.04858,83.227,21.256,83.227,22.93371,83.227,21.39259,83.227,10.15
83.386,19.05263,83.386,21.402,83.386,22.99621,83.386,21.54074,83.386,10.3875
83.546,19.47773,83.546,21.354,83.546,22.90909,83.546,21.32593,83.546,10.30536
83.706,19.06073,83.706,21.234,83.706,22.89394,83.706,21.26296,83.706,10.27857
83.866,19.21053,83.866,21.588,83.866,22.98674,83.866,21.37222,83.866,10.34464
84.025,19.26721,84.025,21.324,84.025,22.94318,84.025,21.52037,84.025,10.13393
84.185,19.12146,84.185,21.446,84.185,23.04924,84.185,21.60926,84.185,10.3125
84.345,19.31579,84.345,21.388,84.345,22.73485,84.345,21.5463,84.345,10.44107
84.505,19.08502,84.505,21.532,84.505,22.94129,84.505,21.17593,84.505,10.18571
84.664,19.04453,84.664,21.372,84.664,22.94508,84.664,21.51667,84.664,10.2875
84.824,19.17409,84.824,21.326,84.824,22.97917,84.824,21.52593,84.824,10.20893
84.984,19.25911,84.984,21.434,84.984,22.93561,84.984,21.51111,84.984,10.2375
85.144,19.23482,85.143,21.43,85.143,22.92424,85.143,21.39444,85.143,10.28393
85.303,19.02429,85.303,21.318,85.303,22.91477,85.303,21.45,85.303,10.32857
85.463,19.53441,85.463,21.286,85.463,22.85985,85.463,21.44259,85.463,10.25357
85.623,19.21457,85.623,21.352,85.623,22.89394,85.623,21.66111,85.623,10.33036
85.783,19.2834,85.782,21.536,85.782,22.87689,85.782,21.4,85.782,10.31607
85.942,19.04858,85.942,21.576,85.942,22.84848,85.942,21.54074,85.942,10.28214
86.102,19.08907,86.102,21.352,86.102,22.73485,86.102,21.31111,86.102,10.26964
86.262,19.22672,86.262,21.168,86.262,22.95644,86.262,21.51296,86.262,10.35
86.422,19.23077,86.421,21.348,86.421,22.94886,86.421,21.69815,86.421,10.2375
86.581,19.17004,86.581,21.314,86.581,23.20076,86.581,21.70555,86.581,10.36786
86.741,19.04453,86.741,21.294,86.741,22.98674,86.741,21.63704,86.741,10.33929
86.901,18.97166,86.901,21.35,86.901,22.83144,86.901,21.50926,86.901,10.24821
87.06,19.23482,87.06,21.376,87.06,23.06439,87.06,21.52593,87.06,10.24286
87.22,19.1417,87.22,21.268,87.22,23.04167,87.22,21.63704,87.22,10.27857
87.38,19.2753,87.38,21.556,87.38,23.08902,87.38,21.71111,87.38,10.40357
87.54,19.1336,87.54,21.516,87.54,22.84659,87.54,21.55,87.54,10.2625
87.699,19.14575,87.699,21.46,87.699,22.95644,87.699,21.52593,87.699,10.17679
87.859,19,87.859,21.35,87.859,22.85606,87.859,21.75741,87.859,10.36964
88.019,19.20648,88.019,21.226,88.019,22.90909,88.019,21.54074,88.019,10.21964
88.179,19.1498,88.179,21.464,88.179,22.98674,88.179,21.72963,88.179,10.39643
88.338,19.08097,88.338,21.146,88.338,22.89394,88.338,21.45926,88.338,10.23393
88.498,18.93117,88.498,21.494,88.498,22.92045,88.498,21.50185,88.498,10.21071
88.658,19.25506,88.658,21.478,88.658,22.82386,88.658,21.4037,88.658,10.31429
88.818,19.10931,88.818,21.378,88.818,22.91667,88.818,21.71852,88.818,10.1625
88.977,18.9919,88.977,21.442,88.977,22.70076,88.977,21.46296,88.977,10.39821
89.137,19.01215,89.137,21.51,89.137,22.77083,89.137,21.87407,89.137,10.26964
89.297,19.33603,89.297,21.486,89.297,22.81439,89.297,21.35,89.297,10.25
89.457,19.16194,89.457,21.386,89.457,22.88447,89.457,21.39815,89.457,10.24643
89.616,19.16194,89.616,21.5,89.616,22.81061,89.616,21.55556,89.616,10.39464
89.776,18.98381,89.776,21.448,89.776,22.72348,89.776,22.01852,89.776,10.15357
89.936,19.1498,89.936,21.622,89.936,22.71023,89.936,22.20555,89.936,10.28214
90.096,19.01215,90.096,21.386,90.096,22.99053,90.096,22.22407,90.096,10.15714
90.255,19.03644,90.255,21.27,90.255,22.88447,90.255,22.65741,90.255,10.37857
90.415,19.23887,90.415,21.302,90.415,22.92803,90.415,22.97222,90.415,10.13393
90.575,18.98381,90.575,21.572,90.575,22.86174,90.575,22.86852,90.575,10.20893
90.735,19.24291,90.735,21.402,90.735,22.875,90.735,22.81482,90.735,10.30893
90.894,19.15385,90.894,21.374,90.894,22.88447,90.894,22.52593,90.894,10.3625
91.054,19.17004,91.054,21.538,91.054,22.82197,91.054,22.51111,91.054,10.32143
91.214,18.93927,91.214,21.426,91.214,23.0322,91.214,23.00185,91.214,10.23929
91.374,19.42105,91.374,21.39,91.373,22.86553,91.373,23.00926,91.373,10.32143
91.533,19.36032,91.533,21.548,91.533,22.875,91.533,22.93704,91.533,10.33214
91.693,19.26316,91.693,21.26,91.693,22.62879,91.693,22.78704,91.693,10.22679
91.853,19.12551,91.853,21.34,91.853,22.84848,91.853,22.73148,91.853,10.19107
92.013,19.20243,92.012,21.386,92.012,22.78598,92.012,22.48889,92.012,10.26786
92.172,19.2753,92.172,21.398,92.172,22.84659,92.172,22.30185,92.172,10.075
92.332,19.36032,92.332,21.536,92.332,22.63447,92.332,22.31296,92.332,10.375
92.492,19.11336,92.492,21.49,92.492,22.83902,92.492,22.10185,92.492,10.05357
92.652,19.02834,92.651,21.342,92.651,22.47538,92.651,22.12222,92.651,10.2375
92.811,18.90688,92.811,21.492,92.811,22.86174,92.811,21.9963,92.811,10.20536
92.971,19.23887,92.971,21.234,92.971,22.76894,92.971,21.96296,92.971,10.2875
93.131,19.29959,93.131,21.476,93.131,22.88068,93.131,21.89444,93.131,10.18929
93.291,18.98381,93.29,21.452,93.29,22.96402,93.29,21.82222,93.29,10.23393
93.45,19.24291,93.45,21.41,93.45,22.6875,93.45,21.9037,93.45,10.31607
93.61,19.25911,93.61,21.572,93.61,22.89583,93.61,21.82963,93.61,10.46071
93.77,19.02024,93.77,21.108,93.77,22.84091,93.77,21.80926,93.77,10.20893
93.929,19.07692,93.929,22.048,93.929,22.76705,93.929,21.90741,93.929,10.23036
94.089,19.44534,94.089,22.176,94.089,22.88258,94.089,21.93889,94.089,10.33036
94.249,18.9919,94.249,22.596,94.249,22.79545,94.249,22.16481,94.249,10.3625
94.409,19.16599,94.409,22.336,94.409,22.87879,94.409,22.27407,94.409,10.2125
94.568,19.28745,94.568,21.832,94.568,23.16098,94.568,21.75,94.568,10.29286
94.728,19.12146,94.728,22.136,94.728,22.82765,94.728,21.89444,94.728,10.14107
94.888,19.19028,94.888,22.022,94.888,22.92803,94.888,21.82778,94.888,10.20893
95.048,19.05668,95.048,21.882,95.048,22.64394,95.048,21.98148,95.048,10.15179
95.207,19.35223,95.207,21.84,95.207,22.70455,95.207,21.65741,95.207,10.25
95.367,19.2915,95.367,21.544,95.367,22.89962,95.367,21.67407,95.367,10.25179
95.527,18.98785,95.527,21.746,95.527,22.85606,95.527,21.63889,95.527,10.1125
95.687,19.53036,95.687,21.736,95.687,22.76326,95.687,21.75,95.687,10.20536
95.846,19.18624,95.846,21.588,95.846,22.79545,95.846,21.85185,95.846,10.20357
96.006,19.1336,96.006,21.466,96.006,22.92614,96.006,21.83333,96.006,10.1875
96.166,19.19433,96.166,22.414,96.166,22.66288,96.166,21.84259,96.166,10.19107
96.326,18.89878,96.326,22.91,96.326,23.00947,96.326,21.65185,96.326,10.24821
96.485,19.16599,96.485,22.872,96.485,22.89773,96.485,21.88519,96.485,10.03036
96.645,18.92308,96.645,21.938,96.645,22.81818,96.645,21.81482,96.645,10.20357
96.805,19.52632,96.805,22.994,96.805,22.95265,96.805,21.75926,96.805,10.29286
96.965,19.40486,96.965,24.1,96.965,22.78977,96.965,21.8963,96.965,10.20893
97.124,19.10931,97.124,23.108,97.124,22.93182,97.124,21.89074,97.124,10.22321
97.284,18.98785,97.284,23.814,97.284,22.84091,97.284,21.48889,97.284,10.19464
97.444,19.20648,97.444,23.846,97.444,22.82576,97.444,21.8,97.444,10.33393
97.604,19.19433,97.604,24.328,97.604,22.94886,97.604,21.69444,97.604,10.41429
97.763,19.1417,97.763,24.824,97.763,22.85985,97.763,21.68518,97.763,10.31429
97.923,19.07692,97.923,25.422,97.923,22.7822,97.923,21.79074,97.923,10.19643
98.083,19.22267,98.083,25.136,98.083,22.77652,98.083,21.63148,98.083,10.24286
98.243,19.26316,98.242,24.824,98.242,22.99242,98.242,21.6537,98.242,10.30536
98.402,19.25506,98.402,24.238,98.402,22.80303,98.402,21.6,98.402,10.17679
98.562,19.08907,98.562,23.852,98.562,22.74621,98.562,21.60556,98.562,10.26964
98.722,19.17409,98.722,23.73,98.722,22.87311,98.722,21.76296,98.722,10.25536
98.882,19,98.881,23.17,98.881,22.98295,98.881,21.75926,98.881,10.12857
99.041,19.22267,99.041,23.098,99.041,22.71023,99.041,21.75926,99.041,10.17857
99.201,18.96356,99.201,22.894,99.201,22.87121,99.201,21.80556,99.201,10.20357
99.361,19.20243,99.361,22.814,99.361,22.98864,99.361,21.79815,99.361,10.18571
99.521,19.25101,99.52,22.576,99.52,22.87689,99.52,21.75741,99.52,10.07857
99.68,19.37247,99.68,22.472,99.68,22.89205,99.68,21.85556,99.68,10.21964
99.84,19.10931,99.84,22.606,99.84,23.01705,99.84,21.51296,99.84,10.14821
100,19.18219,100,22.672,100,22.93939,100,21.89815,100,10.13571
100.159,19.21862,100.159,22.46,100.159,22.7178,100.159,21.74444,100.159,10.18929
100.319,19.19838,100.319,22.582,100.319,22.95076,100.319,21.86852,100.319,10.2
100.479,19.25911,100.479,22.458,100.479,22.84848,100.479,21.83333,100.479,10.17321
100.639,19.35223,100.639,22.498,100.639,22.92614,100.639,21.95741,100.639,10.34107
