X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
207.078,11586.161,207.078,7067.274,207.078,6791.643,207.078,8498.551,207.078,8349.197,207.078,8410.33,207.078,6514.167
208.024,11567.885,208.024,7117.563,208.024,6773.175,208.024,8605.872,208.024,8342.291,208.024,8464.249,208.024,6444.772
208.969,11626.65,208.969,7079.678,208.969,6873.086,208.969,8494,208.969,8257.222,208.969,8367.873,208.969,6509.892
209.915,11854.657,209.915,7080.958,209.915,6764.955,209.915,8597.745,209.915,8294.958,209.915,8324.141,209.915,6642.735
210.86,11801.524,210.86,7138.126,210.86,6861.859,210.86,8425.03,210.86,8226.853,210.86,8447.522,210.86,6519.475
211.806,11712.463,211.806,7082.811,211.806,6829.06,211.806,8438.545,211.806,8279.604,211.806,8355.398,211.806,6566.561
212.751,11787.031,212.751,7109.993,212.751,6844.349,212.751,8483.469,212.751,8393.595,212.751,8474.093,212.752,6473.876
213.697,11725.279,213.697,7035.372,213.697,6726.651,213.697,8437.564,213.697,8125.131,213.697,8299.336,213.697,6496.771
214.642,11860.87,214.642,7056.221,214.642,6927.823,214.642,8565.309,214.642,8205.896,214.642,8411.078,214.643,6505.571
215.588,11648.713,215.588,6995.104,215.588,6670.363,215.588,8302.797,215.588,8157.165,215.588,8376.701,215.588,6520.177
216.534,11624.597,216.534,7114.797,216.534,6875.162,216.534,8432.095,216.534,8187.514,216.534,8342.232,216.534,6461.312
217.479,11667.016,217.479,7047.325,217.479,6715.776,217.479,8379.382,217.479,8152.776,217.479,8289.682,217.479,6478.044
218.425,11953.363,218.425,7108.943,218.425,6633.637,218.425,8452.89,218.425,8051.371,218.425,8261.533,218.425,6554.902
219.37,11800.561,219.37,6992.087,219.37,6733.229,219.37,8319.584,219.37,8238.058,219.37,8301.014,219.371,6477.592
220.316,11765.69,220.316,7114.868,220.316,6632.396,220.316,8289.717,220.316,8234.157,220.316,8387.114,220.316,6438.747
221.261,11789.683,221.261,7054.54,221.261,6811.652,221.261,8296.992,221.261,8015.781,221.261,8315.835,221.262,6442.307
222.207,11617.39,222.207,7003.442,222.207,6621.366,222.207,8342.981,222.207,8140.006,222.207,8349.357,222.207,6372.455
223.153,11792.188,223.153,7086.728,223.153,6361.202,223.153,8413.463,223.153,8104.904,223.153,8366.85,223.153,6478.633
224.098,11585.165,224.098,6987.955,224.098,6726.883,224.098,8333.548,224.098,8142.1,224.098,8352.474,224.098,6337.935
225.044,11628.641,225.044,6996.437,225.044,6837.975,225.044,8492.562,225.044,8207.681,225.044,8329.624,225.044,6363.089
225.989,11772.68,225.989,6971.746,225.989,6843.694,225.989,8338.738,225.989,8184.598,225.989,8289.575,225.989,6434.882
226.935,11791.297,226.935,6974.201,226.935,6857.475,226.935,8447.649,226.935,8225.41,226.935,8196.237,226.935,6399.578
227.88,11823.255,227.88,7000.3,227.88,6678.381,227.88,8299.342,227.88,8240.407,227.88,8297.303,227.881,6355.828
228.826,11758.983,228.826,7049.019,228.826,6830.486,228.826,8359.09,228.826,8047.888,228.826,8147.176,228.826,6336.97
229.771,11668.87,229.771,7062.537,229.771,6824.221,229.771,8450.157,229.771,7968.576,229.771,8236.352,229.772,6363.508
230.717,11570.342,230.717,7260.311,230.717,6695.772,230.717,8360.104,230.717,8263.249,230.717,8339.519,230.717,6365.05
231.663,11816.097,231.663,6603.04,231.663,6697.356,231.663,8322.4,231.663,8462.374,231.663,8356.723,231.663,6349.664
232.608,11776.219,232.608,7127.428,232.608,6746.153,232.608,8397.816,232.608,8355.434,232.608,8261.15,232.608,6325.517
233.554,11837.875,233.554,7277.807,233.554,6762.68,233.554,8102.598,233.554,8022.125,233.554,8152.528,233.554,6377.734
234.499,11512.746,234.499,7487.301,234.499,6504.899,234.499,8294.294,234.499,8143.444,234.499,8207.701,234.5,6345.611
235.445,11818.832,235.445,7018.184,235.445,6679.711,235.445,8325.311,235.445,8126.956,235.445,8218.828,235.445,6297.971
236.39,11476.608,236.39,7815.025,236.39,6601.7,236.39,8070.404,236.39,8159.846,236.39,8150.211,236.391,6391.375
237.336,11627.881,237.336,7608.682,237.336,6624.487,237.336,8293.287,237.336,8321.126,237.336,8092.444,237.336,6360.819
238.282,11692.112,238.282,8206.087,238.282,6784.005,238.282,8300.897,238.282,8272.841,238.282,8131.904,238.282,6371.803
239.227,11130.895,239.227,8236.211,239.227,6767.073,239.227,8180.809,239.227,8221.413,239.227,8314.791,239.227,6327.125
240.173,11731.783,240.173,8224.514,240.173,6808.128,240.173,8068.836,240.173,8129.735,240.173,8180.03,240.173,6266.078
241.118,11395.487,241.118,8326.311,241.118,6889.502,241.118,8328.629,241.118,8221.656,241.118,8182.59,241.118,6312.659
242.064,11570.085,242.064,8244.146,242.064,6712.352,242.064,8120.834,242.064,8390.694,242.064,8222.763,242.064,6439.5
243.009,11452.483,243.009,8247.621,243.009,6841.404,243.009,8290.538,243.009,8282.596,243.009,8197.604,243.01,6346.856
243.955,11543.973,243.955,8283.686,243.955,6657.638,243.955,8387.607,243.955,7877.493,243.955,7964.839,243.955,6382.441
244.9,11491.236,244.9,8265.654,244.9,6662.837,244.9,8278.145,244.9,7923.611,244.9,8071.136,244.901,6346.101
245.846,11649.665,245.846,8283.887,245.846,6813.006,245.846,8296.486,245.846,8198.65,245.846,8345.526,245.846,6316.816
246.792,11731.465,246.792,8211.437,246.792,6799.289,246.792,8124.324,246.792,8232.206,246.792,8228.59,246.792,6372.324
247.737,11558.975,247.737,8299.227,247.737,6581.947,247.737,8435.713,247.737,8096.241,247.737,8118.917,247.737,6152.729
248.683,11545.709,248.683,8207.359,248.683,6670.41,248.683,7440.682,248.683,8101.319,248.683,8148.482,248.683,6173.222
249.628,11615.602,249.628,8333.613,249.628,6781.193,249.628,8479.076,249.628,8242.229,249.628,8212.209,249.629,6118.832
250.574,11520.696,250.574,8249.863,250.574,6671.67,250.574,8662.834,250.574,8271.591,250.574,8162.724,250.574,6196.463
251.519,11459.589,251.519,8282.616,251.519,6519.643,251.519,8883.401,251.519,8282.554,251.519,8122.299,251.52,6153.215
252.465,11385.615,252.465,8383.386,252.465,6725.655,252.465,9180.455,252.465,7938.761,252.465,8070.988,252.465,6183.794
253.411,11496.865,253.411,8243.138,253.411,6787.121,253.411,9371.106,253.411,8284.06,253.411,7988.576,253.411,6128.684
254.356,11517.089,254.356,8227.708,254.356,6609.398,254.356,9720.304,254.356,8245.387,254.356,7981.418,254.356,6187.017
255.302,11780.604,255.302,8224.366,255.302,6635.462,255.302,9898.498,255.302,8090.855,255.302,8003.621,255.302,6224.932
256.247,11448.957,256.247,8167.994,256.247,6634.793,256.247,10128.012,256.247,8336.405,256.247,8176.213,256.247,6208.488
257.193,11469.957,257.193,8233.379,257.193,6734.122,257.193,10208.322,257.193,8098.7,257.193,8005.882,257.193,6282.064
258.138,11515.861,258.138,8208.3,258.138,6747.797,258.138,10117.633,258.138,8138.096,258.138,8124.742,258.139,6205.618
259.084,11578.543,259.084,8173.42,259.084,6698.787,259.084,10256.007,259.084,7993.956,259.084,7993.899,259.084,6122.23
260.029,11459.942,260.029,8153.561,260.029,6768.03,260.029,10156.373,260.029,8400.779,260.029,8098.483,260.03,6229.991
260.975,11643.297,260.975,8138.734,260.975,6647.396,260.975,10157.815,260.975,8091.423,260.975,8146.638,260.975,6145.568
261.921,11360.235,261.921,8180.774,261.921,6690.833,261.921,10315.074,261.921,8169.764,261.921,8009.529,261.921,6252.951
262.866,11444.689,262.866,8194.345,262.866,6800.43,262.866,10092.157,262.866,8151.262,262.866,8100.41,262.866,6296.254
263.812,11462.123,263.812,8086.605,263.812,6740.303,263.812,10311.562,263.812,8155.896,263.812,7964.446,263.812,6257.933
264.757,11455.569,264.757,8176.698,264.757,6753.411,264.757,10255.229,264.757,8106.295,264.757,8070.976,264.758,6226.171
265.703,11648.992,265.703,8164.384,265.703,6683.907,265.703,10095.831,265.703,8316.218,265.703,8058.441,265.703,6208.347
266.648,11492.386,266.648,8117.725,266.648,6690.07,266.648,10182.207,266.648,8042.14,266.648,8089.061,266.649,6265.437
267.594,11294.265,267.594,8138.943,267.594,6772.794,267.594,10032.602,267.594,8245.894,267.594,8006.316,267.594,6185.271
268.539,11572.246,268.539,8130.782,268.539,6568.975,268.539,10180.256,268.539,8101.03,268.539,8126.336,268.54,6206.955
269.485,11351.298,269.485,8177.947,269.485,6737.394,269.485,10192.144,269.485,8163.24,269.485,8051.899,269.485,6281.616
270.431,11467.098,270.431,8144.766,270.431,6769.397,270.431,9987.418,270.431,8090.029,270.431,7940.728,270.431,6246.755
271.376,11531.627,271.376,8089.156,271.376,6683.67,271.376,10137.777,271.376,8045.363,271.376,8046.122,271.376,6221.768
272.322,11282.487,272.322,8078.446,272.322,6704.55,272.322,9958.012,272.322,8209.011,272.322,8081.353,272.322,6247.672
273.267,11519.025,273.267,8095.708,273.267,6638.371,273.267,9907.041,273.267,8076.532,273.267,8020.101,273.268,6226.455
274.213,11371.706,274.213,8104.078,274.213,6752.362,274.213,10204.042,274.213,8132.395,274.213,8010.921,274.213,6147.561
275.158,11464.367,275.158,8196.839,275.158,6852.052,275.158,10246.56,275.158,8091.983,275.158,7924.708,275.159,6282.09
276.104,11372.228,276.104,8141.901,276.104,6470.151,276.104,10085.212,276.104,8179.629,276.104,8248.32,276.104,6169.413
277.05,11307.439,277.05,8118.657,277.05,6853.904,277.05,10061.779,277.05,8342.81,277.05,8052.176,277.05,6192.529
277.995,11355.975,277.995,8040.378,277.995,6764.678,277.995,9968.552,277.995,8178.952,277.995,8098.741,277.995,6236.022
278.941,11398.82,278.941,8080.512,278.941,6637.343,278.941,10042.394,278.941,8204.6,278.941,7910.349,278.941,6158.466
279.886,11400.767,279.886,8083.433,279.886,6669.593,279.886,9997.767,279.886,8267.191,279.886,7938.615,279.887,6167.939
280.832,11193.072,280.832,8052.262,280.832,6691.47,280.832,9961.489,280.832,8215.133,280.832,7862.03,280.832,6287.569
281.777,11367.134,281.777,8087.765,281.777,6648.043,281.777,9941.592,281.777,8060.926,281.777,7767.401,281.778,6153.242
282.723,11393.382,282.723,7995.737,282.723,6739.749,282.723,9976.086,282.723,8112.645,282.723,6501.76,282.723,6176.904
283.668,11405.266,283.668,8086.011,283.668,6652.812,283.668,10076.493,283.668,8129.994,283.668,7980.463,283.669,6112.375
284.614,11318.874,284.614,7377.34,284.614,6935.883,284.614,10141.264,284.614,8102.516,284.614,7855.604,284.614,6140.13
285.56,11267.631,285.56,8175.369,285.56,6739.985,285.56,10064.802,285.56,8087.983,285.56,7859.003,285.56,6153.993
286.505,11224.592,286.505,8274.093,286.505,6729.27,286.505,9841.961,286.505,8164.083,286.505,7841.306,286.505,6168.542
287.451,11523.779,287.451,8171.882,287.451,6696.349,287.451,10034.005,287.451,8286.014,287.451,7938.359,287.451,6240.875
288.396,11380.809,288.396,8437.361,288.396,6878.13,288.396,9862.012,288.396,8190.522,288.396,7927.672,288.397,6160.054
289.342,11315.436,289.342,8801.427,289.342,6756.388,289.342,9893.611,289.342,8159.437,289.342,7888.255,289.342,6147.641
290.287,11293.021,290.287,8866.167,290.287,6764.669,290.287,9961.836,290.287,8069.223,290.287,7861.449,290.288,6134.835
291.233,11305.986,291.233,8943.603,291.233,6769.981,291.233,10058.638,291.233,8163.139,291.233,7938.513,291.233,6130.174
292.179,11377.099,292.179,8909.897,292.179,6633.986,292.179,9942.655,292.179,8139.894,292.179,7915.333,292.179,6194.155
293.124,11246.494,293.124,8924.889,293.124,6585.135,293.124,9972.758,293.124,8446.625,293.124,7861.107,293.124,6129.463
294.07,11236.855,294.07,9044.62,294.07,6800.566,294.07,9994.941,294.07,8051.199,294.07,7861.792,294.07,6201.798
295.015,11149.101,295.015,8910.089,295.015,6653.218,295.015,9957.23,295.015,8080.581,295.015,7924.727,295.016,6241.041
295.961,11293.378,295.961,8846.2,295.961,6594.888,295.961,10055.031,295.961,8219.067,295.961,7893.487,295.961,6222.505
296.906,11529.203,296.906,8983.257,296.906,6552.119,296.906,10065.527,296.906,8162.22,296.906,7890.674,296.907,6157.716
297.852,11479.802,297.852,8935.103,297.852,6707.565,297.852,9824.207,297.852,7908.417,297.852,7897.786,297.852,6194.132
298.797,11139.148,298.797,8908.206,298.797,6642.308,298.797,9933.06,298.797,8270.926,298.797,7873.932,298.798,6115.406
299.743,11310.694,299.743,8948.795,299.743,6745.228,299.743,9708.758,299.743,8237.617,299.743,7817.648,299.743,6134.37
300.689,11315.8,300.689,8848.731,300.689,6653.404,300.689,9803.681,300.689,8047.644,300.689,7851.587,300.689,6068.914
301.634,11220.53,301.634,8942.157,301.634,6682.846,301.634,9843.319,301.634,8004.709,301.634,7821.088,301.634,6112.271
302.58,11109.514,302.58,8900.857,302.58,6688.395,302.58,9823.234,302.58,8178.065,302.58,7945.625,302.58,6129.426
303.525,11359.5,303.525,8955.984,303.525,6406.372,303.525,9687.702,303.525,7997.858,303.525,7882.664,303.526,6143.174
304.471,11282.282,304.471,8891.433,304.471,6603.377,304.471,9724.313,304.471,8249.758,304.471,7753.62,304.471,6182.781
305.416,11276.382,305.416,8974.832,305.416,6584.606,305.416,9814.795,305.416,8394.455,305.416,7883.144,305.417,6087.544
306.362,11088.128,306.362,8853.237,306.362,6735.953,306.362,9766.956,306.362,8188.938,306.362,7778.819,306.362,6123.176
307.308,11154.426,307.308,8929.051,307.308,6729.592,307.308,9815.159,307.308,8047.261,307.308,7921.514,307.308,6128.69
308.253,11234.869,308.253,8938.507,308.253,6762.391,308.253,9728.949,308.253,7914.731,308.253,7811.146,308.253,6068.278
309.199,11397.803,309.199,8847.287,309.199,6786.206,309.199,9881.696,309.199,8161.073,309.199,7760.264,309.199,6057.843
310.144,11316.813,310.144,8895.624,310.144,6666.444,310.144,9805.274,310.144,8265.628,310.144,7782.733,310.145,6075.999
311.09,11151.061,311.09,8939.893,311.09,6783.059,311.09,9844.355,311.09,7978.938,311.09,7820.151,311.09,6188.962
312.035,11285.798,312.035,8924.009,312.035,6615.556,312.035,9650.829,312.035,8205.805,312.035,7734.576,312.036,6155.167
312.981,11184.416,312.981,8865.664,312.981,6642.032,312.981,9879.954,312.981,8216.392,312.981,7836.498,312.981,6071.18
313.926,11220.066,313.926,8845.617,313.926,6672.525,313.926,9636.538,313.926,7896.414,313.926,7747.394,313.927,6113.697
314.872,11311.979,314.872,8852.865,314.872,6766.811,314.872,9702.05,314.872,8208.208,314.872,7798.473,314.872,6090.678
315.818,11256.914,315.818,8823.829,315.818,6407.191,315.818,9790.528,315.818,8186.999,315.818,7815.183,315.818,6090.564
316.763,11376.503,316.763,8867.409,316.763,6421.799,316.763,9594.233,316.763,8064.751,316.763,7829.214,316.763,6020.759
317.709,11197.847,317.709,8769.057,317.709,6869.301,317.709,9615.767,317.709,8142.391,317.709,7802.554,317.709,6096.023
318.654,11213.941,318.654,8894.017,318.654,6778.065,318.654,9488.888,318.654,8147.803,318.654,7792.792,318.655,6091.913
319.6,11082.786,319.6,8793.129,319.6,6746.81,319.6,9818.14,319.6,8177.428,319.6,7754.359,319.6,6103.122
320.545,11261.789,320.545,8845.287,320.545,6504.777,320.545,9665.53,320.545,8076.174,320.545,7780.764,320.546,6088.328
321.491,11038.621,321.491,8805.135,321.491,6689.959,321.491,9684.173,321.491,8061.317,321.491,7760.25,321.491,6092.109
322.436,11066.275,322.436,8739.091,322.436,6687.983,322.436,9657.031,322.436,8041.363,322.436,7781.993,322.437,6120.618
323.382,10970.503,323.382,8818.36,323.382,6774.779,323.382,9765.981,323.382,8108.747,323.382,7762.431,323.382,6032.357
324.328,11159.188,324.328,8762.944,324.328,6539.75,324.328,9731.479,324.328,8000.164,324.328,7786.478,324.328,6027.855
325.273,11230.434,325.273,8783.584,325.273,6635.571,325.273,9558.777,325.273,8258.91,325.273,7759.452,325.274,6071.972
326.219,11204.508,326.219,8849.085,326.219,6666.462,326.219,9531.372,326.219,7974.214,326.219,7739.669,326.219,6041.538
327.164,11079.134,327.164,8751.918,327.164,6744.451,327.164,9597.249,327.164,8056.573,327.164,7804.383,327.165,6134.031
328.11,11340.254,328.11,8773.858,328.11,6645.456,328.11,9517.855,328.11,7851.748,328.11,7756.501,328.11,6065.531
329.055,11072.167,329.055,8734.675,329.055,6847.767,329.055,9639.719,329.055,7963.672,329.055,7707.478,329.056,6060.946
330.001,11279.146,330.001,8774.544,330.001,6623.502,330.001,9586.378,330.001,8064.32,330.001,7731.572,330.001,6074.903
330.947,11011.211,330.947,8675.69,330.947,6472.495,330.947,9627.265,330.947,8008.743,330.947,7696.343,330.947,6015.027
331.892,11264.663,331.892,8695.078,331.892,6692.429,331.892,9723.947,331.892,8105.034,331.892,7809.39,331.892,6054.452
332.838,11120.193,332.838,8762.136,332.838,6553.1,332.838,9719.737,332.838,8191.584,332.838,7762.75,332.838,5975.471
333.783,11184.362,333.783,8657.574,333.783,6608.487,333.783,9587.607,333.783,8050.277,333.783,7682.279,333.784,6030.315
334.729,11385.098,334.729,8719,334.729,6690.38,334.729,9655.538,334.729,7751.012,334.729,7774.267,334.729,6080.423
335.674,10944.053,335.674,8684.418,335.674,6648.388,335.674,9571.32,335.674,8042.591,335.674,7723.788,335.675,6018.83
336.62,11155.382,336.62,8734.586,336.62,6786.444,336.62,9565.451,336.62,8197.394,336.62,7747.526,336.62,5989.482
337.565,11109.618,337.565,8682.276,337.565,6650.284,337.565,9646.115,337.565,8154.53,337.565,7714.843,337.566,6037.854
338.511,11425.998,338.511,8575.329,338.511,6682.215,338.511,9472.035,338.511,7928.02,338.511,7705.193,338.511,5998.751
339.457,11386.047,339.457,8619.573,339.457,6621.183,339.457,9590.35,339.457,8059.809,339.457,7694.002,339.457,6004.206
340.402,11266.562,340.402,8773.672,340.402,6757.132,340.402,9621.734,340.402,8163.188,340.402,7711.402,340.403,6044.362
341.348,11303.874,341.348,8549.657,341.348,6597.168,341.348,9429.191,341.348,7859.796,341.348,7662.128,341.348,6012.929
342.293,11057.354,342.293,8591.296,342.293,6595.733,342.293,9595.537,342.293,8265.177,342.293,7683.975,342.294,6047.542
343.239,11008.769,343.239,8636.754,343.239,6516.695,343.239,9495.519,343.239,7901.552,343.239,7633.034,343.239,6029.961
344.184,11209.841,344.184,8629.7,344.184,6534.297,344.184,9553.144,344.184,8090.03,344.184,7689.984,344.185,5928.985
345.13,11108.36,345.13,8601.558,345.13,6521.764,345.13,9690.289,345.13,7938.593,345.13,7602.797,345.13,5978.891
346.076,11137.929,346.076,8613.727,346.076,6572.486,346.076,9373.234,346.076,7773.69,346.076,7618.141,346.076,6022.776
347.021,11083.282,347.021,8536.888,347.021,6446.231,347.021,9523.768,347.021,7973.025,347.021,7623.683,347.021,5965.211
347.967,11173.531,347.967,8606.877,347.967,6447.468,347.967,9527.807,347.967,8002.182,347.967,7605.833,347.967,6013.606
348.912,11181.948,348.912,8591.938,348.912,6611.198,348.912,9416.439,348.912,7972.46,348.912,7564.721,348.913,5994.981
349.858,10955.349,349.858,8531.531,349.858,6558.262,349.858,9625.991,349.858,7996.105,349.858,7656.03,349.858,6050.87
350.803,11052.996,350.803,8569.956,350.803,6813.405,350.803,9352.129,350.803,7831.682,350.803,7639.781,350.804,5988.657
351.749,11177.891,351.749,8460.93,351.749,6547.71,351.749,9618.104,351.749,8118.007,351.749,7604.441,351.749,6016.668
352.694,11321.272,352.694,8459.813,352.694,6541.405,352.694,9455.284,352.694,7978.513,352.694,6681.329,352.695,5996.259
353.64,11089.17,353.64,8486.198,353.64,6522.624,353.64,9315.143,353.64,7949.854,353.64,7585.667,353.64,6024.893
354.586,11184.685,354.586,8467.281,354.586,6708.502,354.586,9485.649,354.586,8095.788,354.586,7445.511,354.586,6029.943
355.531,11199.501,355.531,8454.412,355.531,6620.123,355.531,9360.605,355.531,7836.233,355.531,7568.102,355.532,5975.979
356.477,11098.03,356.477,8436.741,356.477,6661.471,356.477,9369.383,356.477,8071.709,356.477,7547.369,356.477,5986.255
357.422,10964.987,357.422,8481.111,357.422,6366.03,357.422,9412.369,357.422,8027.185,357.422,7437.591,357.423,5963.471
358.368,10893.726,358.368,8400.545,358.368,6632.211,358.368,9215.128,358.368,7966.611,358.368,7552.825,358.368,5957.79
359.313,11221.549,359.313,8414.966,359.313,6577.81,359.313,9405.991,359.313,8251.445,359.313,7710.207,359.314,6044.098
360.259,11170.81,360.259,8409.768,360.259,6623.394,360.259,9505.78,360.259,8025.082,360.259,7661.671,360.259,5978.93
361.205,11145.371,361.205,8373.938,361.205,6594.509,361.205,9393.248,361.205,8059.958,361.205,7747.432,361.205,6029.608
362.15,10839.775,362.15,8418.411,362.15,6689.137,362.15,9356.598,362.15,7800.701,362.15,7612.557,362.15,5921.902
363.096,11021.845,363.096,8298.718,363.096,6545.335,363.096,9360.822,363.096,7972.048,363.096,7508.517,363.096,6012.394
364.041,10929.727,364.041,8367.746,364.041,6533.727,364.041,9420.141,364.041,8119.596,364.041,7578.659,364.042,5924.15
364.987,11127.545,364.987,8351.182,364.987,6583.253,364.987,9512.47,364.987,8049.208,364.987,7696.64,364.987,6088.251
365.932,11190.225,365.932,8366.404,365.932,6578.001,365.932,9369.848,365.932,8014.572,365.932,7556.55,365.933,5992.907
366.878,11225.719,366.878,8231.991,366.878,6537.498,366.878,9450.329,366.878,7939.54,366.878,7499.072,366.878,6011.066
367.823,11034.2,367.823,8339.77,367.823,6629.857,367.823,9340.817,367.823,7811.654,367.823,7713.177,367.824,5932.229
368.769,11047.753,368.769,8219.931,368.769,6651.357,368.769,9399.984,368.769,8009.59,368.769,7624.137,368.769,5987.538
369.715,10904.785,369.715,8323.23,369.715,6546.301,369.715,9295.171,369.715,7901.439,369.715,7658.528,369.715,5954.268
370.66,10896.662,370.66,8286.995,370.66,6438.48,370.66,9391.294,370.66,8120.79,370.66,7569.743,370.661,5927.713
371.606,11003.613,371.606,8256.593,371.606,6703.357,371.606,9449.198,371.606,8023.927,371.606,7502.216,371.606,5972.28
372.551,11081.112,372.551,8354.009,372.551,6667.793,372.551,9398.18,372.551,8149.706,372.551,7639.292,372.552,5982.68
373.497,10953.019,373.497,8261.031,373.497,6716.306,373.497,9255.336,373.497,8002.621,373.497,7669.702,373.497,5971.907
374.442,11016.199,374.442,8463.746,374.442,6494.105,374.442,9308.121,374.442,7765.906,374.442,7642.254,374.443,5518.606
375.388,10852.263,375.388,8188.798,375.388,6392.729,375.388,9351.823,375.388,8059.537,375.388,7660.838,375.388,5878.262
376.334,11003.919,376.334,8498.239,376.334,6559.538,376.334,9380.662,376.334,7960.124,376.334,7665.939,376.334,5924.02
377.279,11006.833,377.279,8453.093,377.279,6550.965,377.279,9291.324,377.279,8002.94,377.279,7609.936,377.279,5892.72
378.225,11060.519,378.225,8887.001,378.225,6527.784,378.225,9315.823,378.225,7991.684,378.225,7683.757,378.225,5959.312
379.17,10979.989,379.17,8997.924,379.17,6439.277,379.17,9254.939,379.17,8076.963,379.17,7618.467,379.171,5958.948
380.116,10887.829,380.116,9042.583,380.116,6649.862,380.116,9280.163,380.116,8092.284,380.116,7493.34,380.116,5955.047
381.061,10976.643,381.061,9059.941,381.061,6627.377,381.061,9267.99,381.061,8094.155,381.061,7530.931,381.062,5989.973
382.007,10981.265,382.007,9124.32,382.007,6522.373,382.007,9255.902,382.007,8007.743,382.007,7512.85,382.007,5966.469
382.952,11010.577,382.952,9093.914,382.952,6582.821,382.952,9141.069,382.952,8113.956,382.952,7548.237,382.953,6005.947
383.898,10938.289,383.898,5683.31,383.898,6595.492,383.898,9233.005,383.898,7796.876,383.898,7655.805,383.898,6004.196
384.844,11113.736,384.844,9110.117,384.844,6567.01,384.844,9106.09,384.844,7989.684,384.844,7492.653,384.844,5967.147
385.789,10919.417,385.789,9100.375,385.789,6658.146,385.789,9355.03,385.789,8120.161,385.789,7530.371,385.79,5999.02
386.735,10931.011,386.735,9103.938,386.735,6680.503,386.735,9383.209,386.735,7913.735,386.735,7571.923,386.735,5942.036
387.68,10866.936,387.68,9155.055,387.68,6543.094,387.68,9335.836,387.68,8257.441,387.68,7654.914,387.681,5915.58
388.626,10867.088,388.626,9095.322,388.626,6428.596,388.626,9258.311,388.626,7854.278,388.626,7440.862,388.626,5983.807
389.571,10896.062,389.571,9090.529,389.571,6486.583,389.571,9182.319,389.571,8095.192,389.571,7609.052,389.572,5962.836
390.517,10818.709,390.517,9059.537,390.517,6461.717,390.517,9239.774,390.517,7969.073,390.517,7491.006,390.517,5972.618
391.462,10893.927,391.462,9011.486,391.462,6338.7,391.462,9206.661,391.462,8032.809,391.462,7451.369,391.463,6019.134
392.408,10842.779,392.408,9114.944,392.408,6373.207,392.408,9202.691,392.408,7919.738,392.408,7435.174,392.408,5942.704
393.354,11010.823,393.354,9017.992,393.354,6608.195,393.354,9046.288,393.354,8073.825,393.354,7488.805,393.354,5982.857
394.299,10929.571,394.299,9135.316,394.299,6534.359,394.299,9335.377,394.299,8021.027,394.299,7518.371,394.3,5990.62
395.245,10887.602,395.245,9096.789,395.245,6354.867,395.245,9092.201,395.245,8069.22,395.245,7440.354,395.245,5898.896
396.19,10995.185,396.19,9041.161,396.19,6855.812,396.19,9248.481,396.19,8066.04,396.19,7406.19,396.191,5998.836
397.136,10963.93,397.136,9058.393,397.136,7318.537,397.136,9095.734,397.136,8006.298,397.136,7460.197,397.136,5964.85
398.081,10812.905,398.081,9057.816,398.081,7791.32,398.081,9156.839,398.081,8026.604,398.081,7621.129,398.082,5942.692
399.027,11049.515,399.027,9004.456,399.027,8447.451,399.027,9072.897,399.027,7783.525,399.027,7337.861,399.027,5942.297
399.973,10776.263,399.973,8975.363,399.973,9344.024,399.973,9310.814,399.973,7897.97,399.973,7350.477,399.973,5947.537
400.918,11089.383,400.918,8998.112,400.918,10062.13,400.918,9275.119,400.918,8091.974,400.918,7574.523,400.919,5961.829
401.864,10813.806,401.864,9052.93,401.864,10139.635,401.864,9148.035,401.864,7941.876,401.864,7569.125,401.864,5909.825
402.809,10742.301,402.809,8996.844,402.809,10530.806,402.809,9024.302,402.809,7967.783,402.809,7620.246,402.81,5939.899
403.755,10892.058,403.755,8960.215,403.755,10343.817,403.755,9148.522,403.755,8186.721,403.755,7565.509,403.755,5921.882
404.7,10986.894,404.7,9005.87,404.7,10317.173,404.7,9238.909,404.7,8009.533,404.7,7430.852,404.701,6027.025
405.646,11089.538,405.646,8923.066,405.646,10159.851,405.646,9129.062,405.646,7965.331,405.646,7486.704,405.646,6033.373
406.591,10767.507,406.591,8894.15,406.591,10536.814,406.591,8884.685,406.591,7993.009,406.591,7501.395,406.592,5856.151
407.537,10903.354,407.537,8883.199,407.537,10735.297,407.537,9122.713,407.537,8068.125,407.537,7503.286,407.537,5916.169
408.483,10947.816,408.483,8923.348,408.483,10770.703,408.483,9404.919,408.483,7821.681,408.483,7323.754,408.483,5979.387
409.428,10880.562,409.428,8883.254,409.428,10339.801,409.428,9363.042,409.428,7744.051,409.428,7350.925,409.429,5876.631
410.374,10752.158,410.374,8841.188,410.374,10484.3,410.374,9298.647,410.374,7927.26,410.374,7367.912,410.374,5849.712
411.319,10704.296,411.319,8939.059,411.319,10435.438,411.319,9423.55,411.319,7923.151,411.319,7348.866,411.32,5906.338
412.265,10839.694,412.265,8889.951,412.265,10646.466,412.265,9348.857,412.265,7965.093,412.265,7382.932,412.265,5938.82
413.21,10777.504,413.21,8888.62,413.21,10772.625,413.21,9285.549,413.21,7865.905,413.21,7560.504,413.211,5933.237
414.156,10819.008,414.156,8842.679,414.156,10573.055,414.156,9307.68,414.156,7945.822,414.156,7419.315,414.156,5899.377
415.102,10631.848,415.102,8769.735,415.102,10623.89,415.102,9460.09,415.102,7756.125,415.102,7496.7,415.102,5859.431
