,cl_passivity,ol_passivity,cl_vigor,ol_vigor
0,25.82391102873031,63.30305838739573,8.235773833561401,9.476858409031308
1,13.450787766450418,53.73957367933271,9.387841245872535,7.626826714898746
2,36.1501390176089,91.10843373493977,12.16453480151702,9.059274257413964
3,19.791658943466167,90.50695088044485,,5.873120171229295
4,31.896960711638247,96.44180874722016,10.711456022280604,5.017699150585448
5,6.441438102297998,37.83450704225352,4.456080931001299,4.679726734689619
6,24.753335804299482,96.58636026686433,,15.261717790822862
