,condition,passive
0,control,0.5956341116876699
1,control,0.6267837286879171
2,control,0.8861944907664752
3,control,0.985737892265876
4,control,0.707445494410475
5,control,0.987137916126243
6,control,0.988759187202767
7,control,0.4834908574252533
8,ketamine,0.9643706380087703
9,ketamine,0.9945870397825548
10,ketamine,0.9553687233648325
11,ketamine,0.9305272424017792
12,ketamine,0.8514220863442654
13,ketamine,0.9853081959113088
14,ketamine,0.9954063986165154
15,ketamine,0.9697692735359525
