,condition,passive
0,control,0.1708904744255004
1,control,0.6347294292068199
2,control,0.2105112758727217
3,control,0.2959599703484062
4,control,0.9002780352177943
5,control,0.12465252038547071
6,ketamine,0.8171886582653818
7,ketamine,0.5473684210526316
8,ketamine,0.5467290585618978
9,ketamine,0.11780948851000743
10,ketamine,0.757485640170465
