X,Y,X,Y,X,Y,X,Y
364.987,14237.808,364.987,11166.793,364.987,17410.84,364.987,7223.802
365.932,14265.535,365.932,11232.312,365.932,17263.65,365.932,7003.95
366.878,14207.918,366.878,11050.03,366.878,17212.043,366.878,7262.688
367.823,14039.299,367.824,11138.36,367.824,17441.41,367.823,7048.902
368.769,14040.4,368.769,11119.451,368.769,17402.486,368.769,6974.864
369.715,14092.843,369.715,11223.327,369.715,17229.143,369.715,7164.075
370.66,14102.946,370.66,11161.081,370.66,17444.979,370.66,6914.985
371.606,14160.473,371.606,11021.359,371.606,17232.309,371.606,7187.202
372.551,14003.274,372.551,11042.963,372.551,17442.631,372.551,7055.73
373.497,14161.962,373.497,11234.403,373.497,17355.396,373.497,7013.895
374.442,14125.995,374.443,11128.979,374.443,17102.166,374.442,6998.053
375.388,14012.534,375.388,10942.749,375.388,17119.459,375.388,7063.567
376.334,14109.242,376.334,10947.767,376.334,17293.676,376.334,7050.491
377.279,14005.937,377.279,11152.98,377.279,17333.641,377.279,7065.676
378.225,13941.747,378.225,11051.327,378.225,17287.525,378.225,7033.706
379.17,13972.101,379.17,11046.629,379.17,17173.18,379.17,7046.472
380.116,13845.948,380.116,10987.845,380.116,17225.473,380.116,7196.187
381.061,13955.949,381.061,10953.912,381.061,17137.582,381.061,6901.83
382.007,13852.496,382.007,11011.562,382.007,17040.486,382.007,6951.415
382.952,13915.889,382.953,11085.616,382.953,17062.248,382.952,6955.949
383.898,13927.183,383.898,11034.697,383.898,16990.049,383.898,6968.195
384.844,13970.459,384.844,11078.302,384.844,17046.178,384.844,7091.672
385.789,14475.165,385.789,11216.905,385.789,17043.348,385.789,7214.887
386.735,14207.683,386.735,11221.026,386.735,17037.48,386.735,6981.633
387.68,14314.513,387.68,10888.529,387.68,16963.656,387.68,6953.302
388.626,14271.636,388.626,11188.766,388.626,17146.971,388.626,6841.249
389.571,14288.462,389.572,11107.617,389.572,16996.09,389.571,7125.902
390.517,14291.471,390.517,10819.263,390.517,17240.203,390.517,6895.876
391.462,14405.67,391.463,10893.437,391.463,16913.041,391.462,6776.995
392.408,14379.375,392.408,11008.925,392.408,17056.695,392.408,6931.797
393.354,14484.688,393.354,11082.077,393.354,17107.6,393.354,7090.165
394.299,14376.513,394.299,11041.93,394.299,17067.758,394.299,7196.989
395.245,14174.772,395.245,11086.544,395.245,17076.787,395.245,6950.839
396.19,14405.509,396.19,10872.244,396.19,16919.748,396.19,6974.755
397.136,14320.356,397.136,11109.57,397.136,16914.771,397.136,6989.179
398.081,14347.949,398.082,11240.226,398.082,16805.824,398.081,6858.288
399.027,14407.479,399.027,11075.343,399.027,17042.617,399.027,6913.237
399.973,14174.228,399.973,10951.352,399.973,17004.697,399.973,6882.041
400.918,14367.273,400.918,11046.604,400.918,16925.219,400.918,6739.874
401.864,14218.148,401.864,10994.12,401.864,16914.771,401.864,7048.877
402.809,14322.867,402.809,11038.508,402.809,16826.641,402.809,7023.876
403.755,14296.508,403.755,10854.974,403.755,16729.053,403.755,7003.583
404.7,14173.881,404.701,10883.883,404.701,16837.008,404.7,6909.374
405.646,14358.853,405.646,10779.662,405.646,16974.096,405.646,6874.267
406.591,14287.97,406.592,11046.944,406.592,16766.594,406.591,6943.664
407.537,14213.463,407.537,10992.701,407.537,16684.092,407.537,7083.88
408.483,14332.46,408.483,10966.901,408.483,16698.189,408.483,6806.51
409.428,14131.162,409.428,10878.185,409.428,16858.811,409.428,6983.078
410.374,14273.564,410.374,11142.311,410.374,16602.893,410.374,6930.361
411.319,14285.667,411.319,10802.785,411.319,16814.256,411.319,6894.908
412.265,14157.651,412.265,10820.37,412.265,16790.129,412.265,6943.538
413.21,14031.025,413.211,10835.252,413.211,16756.629,413.21,6857.586
414.156,14284.027,414.156,10937.857,414.156,16787.906,414.156,6896.766
415.102,14103.792,415.102,10966.25,415.102,16755.643,415.102,6895.167
416.047,14180.503,416.047,10873.882,416.047,16666.492,416.047,6940.357
416.993,14239.846,416.993,10879.755,416.993,16547.633,416.993,6837.212
417.938,14156.02,417.938,10941.551,417.938,16638.57,417.938,6882.167
418.884,14260.614,418.884,10988.582,418.884,16649.143,418.884,6756.884
419.829,14088.54,419.829,10740.381,419.829,16572.99,419.829,6793.951
420.775,14176.843,420.775,10949.656,420.775,16626.34,420.775,6646.543
421.72,14177.215,421.721,10781.807,421.721,16611.424,421.72,6641.586
422.666,14157.939,422.666,10778.621,422.666,16653.121,422.666,6896.972
423.612,14185.669,423.612,10649.84,423.612,16606.387,423.612,6557.433
424.557,14153.003,424.557,10835.371,424.557,16601.525,424.557,6819.275
425.503,14231.119,425.503,10892.775,425.503,16581.113,425.503,6895.387
426.448,14231.823,426.448,10573.447,426.448,16648.467,426.448,6782.695
427.394,14016.284,427.394,10912.898,427.394,16766.326,427.394,6756.973
428.339,14125.961,428.34,10646.473,428.34,16539.309,428.339,7022.555
429.285,14100.578,429.285,10786.604,429.285,16511.139,429.285,6771.617
430.231,14195.297,430.231,10749.488,430.231,16508.436,430.231,6695.079
431.176,14072.024,431.176,10822.568,431.176,16623.652,431.176,6776.109
432.122,14080.614,432.122,10803.145,432.122,16436.99,432.122,6608.677
433.067,14097.581,433.067,10941.011,433.067,16427.684,433.067,6565.151
434.013,14004.379,434.013,10796.998,434.013,16298.963,434.013,6740.137
434.958,14141.148,434.958,10936.137,434.958,16361.588,434.958,6700.678
435.904,14098.315,435.904,10986.332,435.904,16689.145,435.904,6946.498
436.849,14014.951,436.85,10748.752,436.85,16475.865,436.849,6856.684
437.795,14092.852,437.795,10938.903,437.795,16240.978,437.795,6618.83
438.741,13940.677,438.741,10929.046,438.741,16372.813,438.741,6530.334
439.686,14156.492,439.686,10775.202,439.686,16338.649,439.686,6746.679
440.632,14003.497,440.632,10899.902,440.632,16168.597,440.632,6925.153
441.577,14016.654,441.577,10972.684,441.577,16109.431,441.577,6678.109
442.523,13970.597,442.523,10749.154,442.523,16350.777,442.523,6565.944
443.468,13878.973,443.469,10825.453,443.469,16337.685,443.468,6646.328
444.414,13986.26,444.414,10771.495,444.414,16229.942,444.414,6691.804
445.359,13861.164,445.36,10778.266,445.36,16176.838,445.359,6792.345
446.305,13983.699,446.305,10757.932,446.305,16383.639,446.305,6734.321
447.251,14011.432,447.251,10882.854,447.251,16129.638,447.251,6831.06
448.196,13818.113,448.196,10839.782,448.196,16248.656,448.196,6572.178
449.142,13869.598,449.142,10652.717,449.142,16106.22,449.142,6730.591
450.087,13899.924,450.087,10732.914,450.087,16314.748,450.087,6614.305
451.033,13940.046,451.033,10849.237,451.033,16243.484,451.033,6509.496
451.978,13948.909,451.979,10781.331,451.979,16430.143,451.978,6614.038
452.924,13977.15,452.924,10641.446,452.924,16172.714,452.924,6846.399
453.87,13865.096,453.87,10782.118,453.87,16274.636,453.87,6697.92
454.815,13881.113,454.815,10866.682,454.815,16176.96,454.815,6619.48
455.761,13960.363,455.761,10704.307,455.761,16201.427,455.761,6482.283
456.706,13908.642,456.706,10744.262,456.706,16205.479,456.706,6662.097
457.652,13905.231,457.652,10712.89,457.652,16057.823,457.652,6592.823
458.597,13874.243,458.598,10591.012,458.598,16151.569,458.597,6736.333
459.543,13845.317,459.543,10656.509,459.543,16089.727,459.543,6640.137
460.488,13884.094,460.489,10682.387,460.489,16190.813,460.488,6610.192
461.434,13803.814,461.434,10674.601,461.434,15888.663,461.434,6542.576
462.38,13811.9,462.38,10566.914,462.38,16051.258,462.38,6672.034
463.325,13732.26,463.325,10651.092,463.325,15950.651,463.325,6635.183
464.271,13786.541,464.271,10762.594,464.271,16038.047,464.271,6446.121
465.216,13901.471,465.216,10747.172,465.216,16064.942,465.216,6457.9
466.162,13826.126,466.162,10812.658,466.162,15888.906,466.162,6572.574
467.107,13855.728,467.108,10782.882,467.108,15956.598,467.107,6521.004
468.053,13825.403,468.053,10702.165,468.053,15922.861,468.053,6354.303
468.999,13788.902,468.999,10480.888,468.999,15907.763,468.999,6479.672
469.944,13722.445,469.944,10722.084,469.944,16077.378,469.944,6650.238
470.89,13675.406,470.89,10821.371,470.89,15969.658,470.89,6431.146
471.835,13677.132,471.835,10678.36,471.835,15966.146,471.835,6519.595
472.781,13804.93,472.781,10838.947,472.781,15920.139,472.781,6499.98
473.726,13833.499,473.727,10971.401,473.727,16002.83,473.726,6550.966
474.672,13768.398,474.672,10572.715,474.672,15946.472,474.672,6582.35
475.617,13754.673,475.618,10706.441,475.618,15845.673,475.617,6328.629
476.563,13673.324,476.563,10642.802,476.563,15779.828,476.563,6429.742
477.509,13709.833,477.509,10439.527,477.509,15929.309,477.509,6542.762
478.454,13844.28,478.454,10850.823,478.454,15768.315,478.454,6473.451
479.4,13713.706,479.4,10918.977,479.4,15771.512,479.4,6612.038
480.345,13685.801,480.345,10973.465,480.345,15886.386,480.345,6441.47
481.291,13689.656,481.291,11132.587,481.291,15673.761,481.291,6422.532
482.236,13793.358,482.237,10844.175,482.237,15721.328,482.236,6523.644
483.182,13664.557,483.182,10987.534,483.182,15906.34,483.182,6381.335
484.128,13644.38,484.128,11066.521,484.128,15869.344,484.128,6491.968
485.073,13661.805,485.073,10978.601,485.073,15705.19,485.073,6654.673
486.019,13711.752,486.019,11424.058,486.019,15788.165,486.019,6467.034
486.964,13582.538,486.964,11224.045,486.964,15724.792,486.964,6394.289
487.91,13480.159,487.91,11223.997,487.91,15763.57,487.91,6307.886
488.855,13650.557,488.855,11110.637,488.855,15941.535,488.855,6497.993
489.801,13649.035,489.801,11178.97,489.801,15674.816,489.801,6432.932
490.746,13343.847,490.747,10955.789,490.747,15672.434,490.746,6416.574
491.692,13426.707,491.692,11147.022,491.692,15666.01,491.692,6479.612
492.638,13728.232,492.638,11032.073,492.638,15742.807,492.638,6365.63
493.583,13698.626,493.583,11043.703,493.583,15846.7,493.583,6525.243
494.529,13724.172,494.529,11104.755,494.529,15650.039,494.529,6502.628
495.474,13812.501,495.474,10981.42,495.474,15720.852,495.474,6437.214
496.42,14002.771,496.42,11157.491,496.42,15594.402,496.42,6480.078
497.365,13708.807,497.366,11195.441,497.366,15613.561,497.365,6487.877
498.311,13862.089,498.311,11038.382,498.311,15596.967,498.311,6381.046
499.257,13807.966,499.257,11085.184,499.257,15385.763,499.257,6503.629
500.202,13817.923,500.202,11040.887,500.202,15604.577,500.202,6365.245
501.148,13882.581,501.148,10906.235,501.148,15571.139,501.148,6377.254
502.093,13965.474,502.093,11064.468,502.093,15578.545,502.093,6488.381
503.039,13895.582,503.039,11001.199,503.039,15590.358,503.039,6459.809
503.984,13855.703,503.984,10943.072,503.984,15537.731,503.984,6478.07
504.93,13732.948,504.93,11212.889,504.93,15562.232,504.93,6312.819
505.875,13869.717,505.876,11164.08,505.876,15505.305,505.875,6345.184
506.821,13879.627,506.821,11049.343,506.821,15372.678,506.821,6470.798
507.767,14007.998,507.767,10943.695,507.767,15363.431,507.767,6351.747
508.712,13672.94,508.712,11161.405,508.712,15480.865,508.712,6386.181
509.658,13883.621,509.658,10822.707,509.658,15461.652,509.658,6339.464
510.603,13747.939,510.603,10982.658,510.603,15503.724,510.603,6281.528
511.549,13816.062,511.549,10921.612,511.549,15315.962,511.549,6489.842
512.494,13840.217,512.495,10986.124,512.495,15409.585,512.494,6273.015
513.44,13817.886,513.44,10920.229,513.44,15497.578,513.44,6311.084
514.385,13866.232,514.386,11019.411,514.386,15446.898,514.385,6299.998
515.331,13725.652,515.331,10982.168,515.331,15617.578,515.331,6254.463
516.277,13779.952,516.277,10688.362,516.277,15396.354,516.277,6302.536
517.222,13761.745,517.222,10872.719,517.222,15244.124,517.222,6365.117
518.168,13744.758,518.168,10997.207,518.168,15324.413,518.168,6358.957
519.113,13796.3,519.113,10940.824,519.113,15420.021,519.113,6203.294
520.059,13794.346,520.059,10769.608,520.059,15379.758,520.059,6292.353
521.004,13923.173,521.005,10916.279,521.005,15377.703,521.004,6324.063
521.95,13611.093,521.95,10865.734,521.95,15485.604,521.95,6217.918
522.896,13805.135,522.896,10899.741,522.896,15198.119,522.896,6062.674
523.841,13767.39,523.841,11062.507,523.841,15345.209,523.841,6352.413
524.787,13897.017,524.787,10840.029,524.787,15230.794,524.787,6203.195
525.732,13693.476,525.732,10859.641,525.732,15439.029,525.732,6393.146
526.678,13811.585,526.678,10739.067,526.678,15253.01,526.678,6267.492
527.623,13655.353,527.624,10892.988,527.624,15352.934,527.623,6281.194
528.569,13806.348,528.569,10844.426,528.569,15411.976,528.569,6289.724
529.514,13767.931,529.515,10903.375,529.515,15287.018,529.514,6273.281
530.46,13801.351,530.46,10792.636,530.46,15344.827,530.46,6233.498
531.406,13709.607,531.406,10798.551,531.406,15286.604,531.406,6177.46
532.351,13820.007,532.351,10797.75,532.351,15237.362,532.351,6176.562
533.297,13766.14,533.297,10754.189,533.297,15019.549,533.297,6081.667
534.242,13682.174,534.242,10789.164,534.242,15232.98,534.242,5970.547
535.188,13750.842,535.188,10806.733,535.188,15211.225,535.188,6280.048
536.133,13694.936,536.134,10808.839,536.134,15274.699,536.133,6242.976
537.079,13703.628,537.079,10894.246,537.079,15122.188,537.079,6095.668
538.025,13676.111,538.025,10768.688,538.025,15246.811,538.025,6190.599
538.97,13647.542,538.97,10887.464,538.97,15128.378,538.97,5967.069
539.916,13642.771,539.916,10734.158,539.916,15082.73,539.916,6170.07
540.861,13728.148,540.861,10864.61,540.861,15110.825,540.861,6234.318
541.807,13585.414,541.807,10940.582,541.807,15164.462,541.807,6275.982
542.752,13655.776,542.753,10774.552,542.753,15096.968,542.752,6096.012
543.698,13643.5,543.698,10683.458,543.698,15254.887,543.698,6182.145
544.643,13590.301,544.644,10632.164,544.644,15234.439,544.643,6190.344
545.589,13676.069,545.589,10856.69,545.589,15032.626,545.589,6160.68
546.535,13620.129,546.535,10844.688,546.535,15202.318,546.535,6019.423
547.48,13669.187,547.48,10806.61,547.48,15182.246,547.48,6184.976
548.426,13539.318,548.426,10839.903,548.426,15016.148,548.426,6258.483
549.371,13526.424,549.371,10862.018,549.371,15114.281,549.371,6129.599
550.317,13549.044,550.317,10859.719,550.317,15056.037,550.317,6069.06
551.262,13535.123,551.263,10685.178,551.263,15100.67,551.262,6268.303
552.208,13642.33,552.208,10722.437,552.208,15132.052,552.208,6225.038
553.154,13619.009,553.154,10797.315,553.154,14987.639,553.154,6070.438
554.099,13458.312,554.099,10743.759,554.099,15108.239,554.099,6315.413
555.045,13584.03,555.045,10841.664,555.045,14950.493,555.045,6137.333
555.99,13570.156,555.99,10797.75,555.99,14957.103,555.99,6022.473
556.936,13574.814,556.936,10893.113,556.936,14864.513,556.936,6109.214
557.881,13517.618,557.882,10889.053,557.882,15052.605,557.881,6064.437
558.827,13672.55,558.827,10756.021,558.827,14913.182,558.827,6098.24
559.772,13487.756,559.773,10727.869,559.773,14965.947,559.772,6311.733
560.718,13532.569,560.718,10737.87,560.718,15028.591,560.718,6255.826
561.664,13405.321,561.664,10842.38,561.664,15077.04,561.664,6342.823
562.609,13612.616,562.609,10628.008,562.609,14927.138,562.609,5992.358
563.555,13475.145,563.555,10713.328,563.555,14993.632,563.555,5926.065
564.5,13465.714,564.5,10682.013,564.5,14936.975,564.5,6249.521
565.446,13535.893,565.446,10714.798,565.446,14960.835,565.446,5993.489
566.391,13400.126,566.392,10870.631,566.392,14815.298,566.391,6045.52
567.337,13462.111,567.337,10764.79,567.337,14927.062,567.337,6221.217
568.283,13372.198,568.283,10668.891,568.283,14973.729,568.283,6125.264
569.228,13393.89,569.228,10751.671,569.228,14807.125,569.228,6126.302
570.174,13443.031,570.174,10754.748,570.174,14841.242,570.174,5903.765
571.119,13326.369,571.119,10643.705,571.119,14868.747,571.119,6000.235
572.065,13451.582,572.065,10749.82,572.065,14861.807,572.065,6193.909
573.01,13333.59,573.01,10744.513,573.01,14915.099,573.01,6086.674
573.956,13399.892,573.956,10802.424,573.956,14780.842,573.956,5965.742
574.901,13268.012,574.902,10700.072,574.902,14804.712,574.901,6095.651
575.847,13338.159,575.847,10770.885,575.847,14858.586,575.847,6171.89
576.793,13518.308,576.793,10892.867,576.793,14896.059,576.793,5877.851
577.738,13397.257,577.738,10713.584,577.738,14801.13,577.738,6051.719
578.684,13277.242,578.684,10809.051,578.684,14820.874,578.684,6258.472
579.629,13372.823,579.629,10689.11,579.629,14881.944,579.629,5910.321
580.575,13321.771,580.575,10768.698,580.575,14698.262,580.575,6014.525
581.52,13339.999,581.521,10774.698,581.521,14693.998,581.52,6059.602
582.466,13169.877,582.466,10687.503,582.466,14781.309,582.466,6127.696
583.411,13181.821,583.412,10617.998,583.412,14625.87,583.411,6147.273
584.357,13277.775,584.357,10612.896,584.357,14723.511,584.357,6120.881
585.303,13393.159,585.303,10561.496,585.303,14693.403,585.303,6042.581
586.248,13324.37,586.248,10702.786,586.248,14757.54,586.248,6032.78
587.194,13441.156,587.194,10784.842,587.194,14766.658,587.194,5948.766
588.139,13457.723,588.139,10326.043,588.139,14745.845,588.139,6038.004
589.085,13420.528,589.085,10790.689,589.085,14666.041,589.085,6029.683
590.03,13482.08,590.031,10705.604,590.031,14798.207,590.03,5900.05
590.976,13549.382,590.976,10534.417,590.976,14713.7,590.976,5897.929
591.922,13614.123,591.922,10798.652,591.922,14622.897,591.922,6086.109
592.867,13670.798,592.867,10641.636,592.867,14603.913,592.867,5967.861
593.813,13508.469,593.813,10481.433,593.813,14664.244,593.813,6128.276
594.758,13503.459,594.758,10643.641,594.758,14633.857,594.758,5920.211
595.704,13636.538,595.704,10489.187,595.704,14539.855,595.704,5988.532
596.649,13613.4,596.65,10466.119,596.65,14636.728,596.649,5761.096
597.595,13624.118,597.595,10489.522,597.595,14714.614,597.595,6022.011
598.54,13522.265,598.541,11382.618,598.541,14627.291,598.54,5919.938
599.486,13643.048,599.486,10644.414,599.486,14615.299,599.486,6135.996
600.432,13609.673,600.432,10644.329,600.432,14518.55,600.432,5914.186
601.377,13594.037,601.377,10421.062,601.377,14495.237,601.377,5879.749
602.323,13775.035,602.323,10585.914,602.323,14635.93,602.323,5988.191
603.268,13589.229,603.268,10447.604,603.268,14516.58,603.268,6080.167
604.214,13541.211,604.214,10673.546,604.214,14755.871,604.214,5944.851
605.159,13600.832,605.16,10232.088,605.16,14514.125,605.159,6016.545
606.105,13538.314,606.105,10351.225,606.105,14574.729,606.105,5933.07
607.051,13561.412,607.051,10632.453,607.051,14491.148,607.051,6095.517
607.996,13509.226,607.996,10763.834,607.996,14630.926,607.996,6054.712
608.942,13675.956,608.942,10956.37,608.942,14550.169,608.942,6044.57
609.887,13458.531,609.887,10792.543,609.887,14380.096,609.887,5994.467
610.833,13427.266,610.833,11096.227,610.833,14635.867,610.833,5992.663
611.778,13516.598,611.779,11037.921,611.779,14563.577,611.778,5875.314
612.724,13655.962,612.724,10997.98,612.724,14463.266,612.724,5921.792
613.669,13575.535,613.67,11061.835,613.67,14632.776,613.669,5760.189
614.615,13457.721,614.615,10943.638,614.615,14358.03,614.615,5874.167
615.561,13492.426,615.561,10905.172,615.561,14580.775,615.561,5846.573
616.506,13459.537,616.506,10936.002,616.506,14316.846,616.506,5752.789
617.452,13599.679,617.452,10925.155,617.452,14590.844,617.452,6066.943
618.397,13559.602,618.397,11013.157,618.397,14398.04,618.397,6029.517
619.343,13507.02,619.343,11163.855,619.343,14376.791,619.343,5844.826
620.288,13515.212,620.289,11141.831,620.289,14474.41,620.288,5879.341
621.234,13575.685,621.234,11005.477,621.234,14415.425,621.234,5886.991
622.18,13481.195,622.18,10841.489,622.18,14464.797,622.18,6000.722
623.125,13546.619,623.125,10950.809,623.125,14544.597,623.125,6053.998
624.071,13486.784,624.071,11036.005,624.071,14555.027,624.071,5932.69
625.016,13487.222,625.016,10799.076,625.016,14143.985,625.016,5915.783
625.962,13567.445,625.962,11020.334,625.962,14454.67,625.962,5975.247
626.907,13482.916,626.908,11016.314,626.908,14315.055,626.907,5795.637
627.853,13320.025,627.853,10935.281,627.853,14296.564,627.853,5848.585
628.798,13420.166,628.799,11135.371,628.799,14283.056,628.798,6107.937
629.744,13414.01,629.744,10907.361,629.744,14358.797,629.744,5774.886
630.69,13478.564,630.69,10992.766,630.69,14384.813,630.69,5794.323
631.635,13494.927,631.635,11029.647,631.635,14403.977,631.635,5681.912
632.581,13327.207,632.581,11109.886,632.581,14375.492,632.581,5748.404
633.526,13430.729,633.526,10960.41,633.526,14375.745,633.526,5684.994
634.472,13319.749,634.472,10879.557,634.472,14224.729,634.472,6013.985
635.417,13348.235,635.418,11065.349,635.418,14234.873,635.417,5864.768
636.363,13335.059,636.363,11007.151,636.363,14429.009,636.363,5861.606
637.309,13297.096,637.309,10895.192,637.309,14293.911,637.309,5979.031
638.254,13344.27,638.254,11089.809,638.254,14249.355,638.254,5865.06
639.2,13356.623,639.2,10975.04,639.2,14218.619,639.2,5799.909
640.145,13395.489,640.145,10848.773,640.145,14439.378,640.145,5869.494
641.091,13326.722,641.091,10806.433,641.091,14252.541,641.091,5732.219
642.036,13374.224,642.036,11057.37,642.036,14230.216,642.036,5816.12
642.982,13403.142,642.982,11018.824,642.982,14126.998,642.982,5736.776
643.927,13423.485,643.928,10814.749,643.928,14258.742,643.927,5978.918
644.873,13282.591,644.873,11034.467,644.873,14248.72,644.873,5767.638
645.819,13302.681,645.819,10849.444,645.819,14189.902,645.819,5749.485
646.764,13339.586,646.764,10960.271,646.764,14270.685,646.764,5797.2
647.71,13402.457,647.71,10995.598,647.71,14214.68,647.71,5656.954
648.655,13371.866,648.655,10949.775,648.655,14294.47,648.655,5558.43
649.601,13339.58,649.601,10917.234,649.601,14220.146,649.601,5661.598
650.546,13336.534,650.547,11193.556,650.547,14012.574,650.546,5687.365
651.492,13315.272,651.492,11019.735,651.492,14206.757,651.492,5627.177
652.438,13225.206,652.438,10998.785,652.438,14294.326,652.438,5808.173
653.383,13236.086,653.383,11129.017,653.383,13997.167,653.383,5667.958
654.329,13262.813,654.329,10966.388,654.329,14129.563,654.329,5751.672
655.274,13210.098,655.274,10841.252,655.274,14203.046,655.274,5780.66
656.22,13241.899,656.22,10858.953,656.22,14098.221,656.22,5736.93
657.165,13269.268,657.166,10758.582,657.166,14140.264,657.165,5738.831
658.111,13283.851,658.111,10875.931,658.111,14108.479,658.111,5654.664
659.056,13245.142,659.057,10896.791,659.057,13990.863,659.056,5696.736
660.002,13113.751,660.002,10714.436,660.002,14124.394,660.002,5884.174
660.948,13280.219,660.948,10922.59,660.948,13938.524,660.948,5904.049
661.893,13154.854,661.893,10812.949,661.893,14172.914,661.893,5590.544
662.839,13201.799,662.839,10720.984,662.839,14139.416,662.839,5659.149
663.784,13168.925,663.784,10746.618,663.784,14150.524,663.784,5787.329
664.73,13132.736,664.73,10955.723,664.73,13998.538,664.73,5781.12
665.675,13128.633,665.676,10847.866,665.676,14109.102,665.675,5789.483
666.621,13104.96,666.621,10860.995,666.621,13989.094,666.621,5765.756
667.566,13236.604,667.567,10828.732,667.567,14018.31,667.566,5718.647
668.512,13206.06,668.512,10912.633,668.512,14097.101,668.512,5767.076
669.458,13249.426,669.458,10841.384,669.458,14000.462,669.458,5789.196
670.403,13125.505,670.403,10796.82,670.403,14004.506,670.403,5610.35
671.349,13119.699,671.349,10776.242,671.349,13490.491,671.349,5775.301
672.294,13274.881,672.294,10673.598,672.294,13829.976,672.294,5707.037
673.24,13221.054,673.24,10803.529,673.24,13970.941,673.24,5792.118
674.185,13075.589,674.186,10941.989,674.186,14281.698,674.185,5724.664
675.131,13113.153,675.131,10817.874,675.131,12985.773,675.131,5702.781
676.077,13033.162,676.077,10868.369,676.077,14778.903,676.077,5855.527
677.022,13126.548,677.022,10838.515,677.022,14848.013,677.022,5627.569
677.968,13236.027,677.968,10944.301,677.968,15037.753,677.968,5703.109
678.913,13208.778,678.913,10786.6,678.913,15191.631,678.913,5613.54
679.859,12992.369,679.859,10815.219,679.859,15065.321,679.859,5716.845
680.804,13122.651,680.805,10665.152,680.805,14826.15,680.804,5616.188
681.75,12958.956,681.75,10670.101,681.75,14976.753,681.75,5635.016
682.695,13131.786,682.696,10669.241,682.696,15194.906,682.695,5692.168
683.641,13122.905,683.641,10835.29,683.641,15163.801,683.641,5526.248
684.587,13027.313,684.587,10755.152,684.587,15267.883,684.587,5634.06
685.532,13023.354,685.532,10733.785,685.532,15302.235,685.532,5813.865
686.478,12897.878,686.478,10665.295,686.478,15348.783,686.478,5774.793
687.423,12998.339,687.423,10619.097,687.423,15343.3,687.423,5673.098
688.369,13040.068,688.369,10794.36,688.369,15362.002,688.369,5748.122
689.314,13120.31,689.315,10913.303,689.315,15233.112,689.314,5641.459
690.26,13013.876,690.26,10649.133,690.26,15302.114,690.26,5695.129
691.206,12985.466,691.206,10783.904,691.206,15300.604,691.206,5711.187
692.151,12955.181,692.151,10505.999,692.151,15267.818,692.151,5714.093
693.097,12993.313,693.097,10759.152,693.097,15306.451,693.097,5624.396
694.042,13050.756,694.042,10718.134,694.042,15348.238,694.042,5709.863
694.988,12912.263,694.988,10749.566,694.988,15337.011,694.988,5731.87
695.933,12960.766,695.934,10597.184,695.934,15313.864,695.933,5732.748
696.879,13036.978,696.879,10569.535,696.879,15392.375,696.879,5667.026
697.824,13008.059,697.825,10741.922,697.825,15343.929,697.824,5606.176
698.77,12899.608,698.77,10708.031,698.77,15383.669,698.77,5704.081
699.716,12961.821,699.716,10491.235,699.716,15346.421,699.716,5406.993
700.661,12882.185,700.661,10827.523,700.661,15337.619,700.661,5639.306
701.607,12902.558,701.607,10790.669,701.607,15310.842,701.607,5708.601
702.552,12916.521,702.552,10723.645,702.552,15358.113,702.552,5670.991
703.498,13035.63,703.498,10482.775,703.498,15390.817,703.498,5536.751
704.443,12856.307,704.444,10452.4,704.444,15368.546,704.443,5682.006
705.389,12854.298,705.389,10479.118,705.389,15057.964,705.389,5671.918
706.335,12899.581,706.335,10406.209,706.335,15280.369,706.335,5634.46
707.28,12975.298,707.28,10618.826,707.28,15366.273,707.28,5575.214
708.226,12900.047,708.226,10644.024,708.226,15411.98,708.226,5687.435
709.171,12867.613,709.171,10733.438,709.171,15362.504,709.171,5580.686
710.117,12777.151,710.117,10650.871,710.117,15368.752,710.117,5532.4
711.062,12869.07,711.063,10647.351,711.063,15426.856,711.062,5516.64
712.008,12884.514,712.008,10509.155,712.008,15122.897,712.008,5622.97
712.953,12922.403,712.954,10662.424,712.954,15359.012,712.953,5675.216
713.899,12891.096,713.899,10639.566,713.899,15306.451,713.899,5627.999
714.845,12774.744,714.845,10530.208,714.845,15183.529,714.845,5640.594
715.79,12813.927,715.79,10424.469,715.79,15154.95,715.79,5664.253
716.736,12795.588,716.736,10651.794,716.736,15172.263,716.736,5441.271
717.681,12772.203,717.681,10362.66,717.681,15290.425,717.681,5552.535
718.627,12786.865,718.627,10481.351,718.627,15270.016,718.627,5612.526
719.572,12680.357,719.573,10569.45,719.573,15238.387,719.572,5611.172
720.518,12591.414,720.518,10526.691,720.518,15360.282,720.518,5428.001
721.464,12677.288,721.464,10568.717,721.464,15099.376,721.464,5637.547
722.409,12832.923,722.409,10612.133,722.409,15143.063,722.409,5553.778
723.355,12657.036,723.355,10537.852,723.355,15211.125,723.355,5515.246
724.3,12684.229,724.3,10513.6,724.3,15257.522,724.3,5653.642
725.246,12588.92,725.246,10513.183,725.246,15024.817,725.246,5666.654
726.191,12816.508,726.192,10628.274,726.192,15173.535,726.191,5586.289
727.137,12778.683,727.137,10519.571,727.137,15285.867,727.137,5510.255
728.082,12731.881,728.083,10686.02,728.083,15077.353,728.082,5469.734
729.028,12671.888,729.028,10497.479,729.028,15115.707,729.028,5600.301
729.974,12703.499,729.974,10729.316,729.974,15094.363,729.974,5576.713
730.919,12718.137,730.919,10540.046,730.919,15155.364,730.919,5575.468
