X,Y,X,Y,X,Y,X,Y
731.865,12739.084,731.865,10691.574,731.865,15380.931,731.865,5660.145
732.81,12705.555,732.81,10410.139,732.81,15153.8,732.81,5587.137
733.756,12668.809,733.756,10596.898,733.756,15283.734,733.756,5655.778
734.701,12649.237,734.702,10698.646,734.702,15020.75,734.701,5459.009
735.647,12809.457,735.647,10662.948,735.647,15109.886,735.647,5555.651
736.592,12799.299,736.593,10477.148,736.593,15027.147,736.592,5518.004
737.538,12795.441,737.538,10581.691,737.538,15025.868,737.538,5584.487
738.484,12687.352,738.484,10536.18,738.484,15022.849,738.484,5552.546
739.429,12613.68,739.429,10551.819,739.429,15019.333,739.429,5738.367
740.375,12599.435,740.375,10593.987,740.375,15031.943,740.375,5708.589
741.32,12680.463,741.32,10572.856,741.32,15062.077,741.32,5446.369
742.266,12558.435,742.266,10594.382,742.266,15093.667,742.266,5451.942
743.211,12565.541,743.212,10636.393,743.212,15155.745,743.211,5569.003
744.157,12634.904,744.157,10550.333,744.157,15006.281,744.157,5557.686
745.103,12646.682,745.103,10733.991,745.103,14942.288,745.103,5510.073
746.048,12574.065,746.048,10480.7,746.048,14931.437,746.048,5335.162
746.994,12627.975,746.994,10587.046,746.994,14965.493,746.994,5602.772
747.939,12585.488,747.939,10543.265,747.939,14988.969,747.939,5530.644
748.885,12520.326,748.885,10568.802,748.885,15001.227,748.885,5507.501
749.83,12470.266,749.831,10401.934,749.831,14749.614,749.83,5501.583
750.776,12527.57,750.776,10517.687,750.776,14946.594,750.776,5348.268
751.721,12432.022,751.722,10583.727,751.722,14950.508,751.721,5636.494
752.667,12607.411,752.667,10581.784,752.667,14909.878,752.667,5435.78
753.613,12447.055,753.613,10391.101,753.613,14802.607,753.613,5409.794
754.558,12544.083,754.558,10366.68,754.558,14943.644,754.558,5727.231
755.504,12489.827,755.504,10439.684,755.504,14871.768,755.504,5497.591
756.449,12405.358,756.45,10475.281,756.45,14850.749,756.449,5500.918
757.395,12649.246,757.395,10457.814,757.395,14893.666,757.395,5698.593
758.34,12619.308,758.341,10453.299,758.341,14910.872,758.34,5540.277
759.286,12452.115,759.286,10310.699,759.286,14801.466,759.286,5507.277
760.232,12576.812,760.232,10500.55,760.232,14925.926,760.232,5632.49
761.177,12515.864,761.177,10909.765,761.177,14840.566,761.177,5580.71
762.123,12471.901,762.123,10199.378,762.123,14846.535,762.123,5503.838
763.068,12585.068,763.068,10503.149,763.068,14842.553,763.068,5406.387
764.014,12726.242,764.014,10668.021,764.014,14941.282,764.014,5513.679
764.959,12633.255,764.96,10868.617,764.96,14802.867,764.959,5519.558
765.905,12720.973,765.905,10878.048,765.905,14785.239,765.905,5507.035
766.85,12743.411,766.851,11005.044,766.851,14871.852,766.85,5357.821
767.796,12641.286,767.796,10851.323,767.796,14913.466,767.796,5683.911
768.742,12635.672,768.742,10849.247,768.742,14713.695,768.742,5705.143
769.687,12625.464,769.687,10841.524,769.687,14818.56,769.687,5575.438
770.633,12700.309,770.633,10974.357,770.633,14680.31,770.633,5408.343
771.578,12512.14,771.578,11068.924,771.578,14815.53,771.578,5508.216
772.524,12515.553,772.524,11304.521,772.524,14854.385,772.524,5606.132
773.469,12697.107,773.47,11760.558,773.47,14780.949,773.469,5545.772
774.415,12732.254,774.415,11395.665,774.415,14862.192,774.415,5444.981
775.36,12551.524,775.361,11295.473,775.361,14952.923,775.36,5437.143
776.306,12577.492,776.306,11536.203,776.306,14704.039,776.306,5503.439
777.252,12566.471,777.252,11248.496,777.252,14790.383,777.252,5514.415
778.197,12703.575,778.197,11335.724,778.197,14696.629,778.197,5501.98
779.143,12675.897,779.143,11316.068,779.143,14869.555,779.143,5500.024
780.088,12605.954,780.089,11089.844,780.089,14629.164,780.088,5403.4
781.034,12681.13,781.034,11317.488,781.034,14856.706,781.034,5575.46
781.979,12492.159,781.98,11193.76,781.98,14918.753,781.979,5272.75
782.925,12513.129,782.925,11363.258,782.925,14675.078,782.925,5596.834
783.871,12564.766,783.871,11392.878,783.871,14653.812,783.871,5471.634
784.816,12603.318,784.816,11167.043,784.816,14631.279,784.816,5416.691
785.762,12488.629,785.762,11099.734,785.762,14723.675,785.762,5448.972
786.707,12628.796,786.708,11051.222,786.708,14663.294,786.707,5341.049
787.653,12558.454,787.653,11250.916,787.653,14792.914,787.653,5343.189
788.598,12536.759,788.599,11288.562,788.599,14726.523,788.598,5416.994
789.544,12589.712,789.544,11195.668,789.544,14748.622,789.544,5481.762
790.49,12524.956,790.49,11140.457,790.49,14522.56,790.49,5392.992
791.435,12556.462,791.435,11119.447,791.435,14549.779,791.435,5307.124
792.381,12510.203,792.381,11286.543,792.381,14541.363,792.381,5287.09
793.326,12491.375,793.326,11254.726,793.326,14574.221,793.326,5396.743
794.272,12563.235,794.272,11384,794.272,14621.552,794.272,5415.134
795.217,12460.75,795.218,11276.121,795.218,14515.65,795.217,5413.845
796.163,12583.915,796.163,11271.217,796.163,14704.567,796.163,5357.81
797.108,12535.489,797.109,11417.572,797.109,14605.809,797.108,5296.575
798.054,12446.804,798.054,11279.476,798.054,14546.651,798.054,5412.129
799,12498.977,799,11441.35,799,14670.231,799,5501.212
799.945,12485.153,799.945,11381.994,799.945,14455.258,799.945,5413.149
800.891,12505.993,800.891,11378.445,800.891,14548.046,800.891,5530.638
801.836,12478.073,801.836,11385.396,801.836,14471.926,801.836,5295.187
802.782,12529.693,802.782,11435.971,802.782,14481.401,802.782,5599.818
803.727,12453.646,803.728,11511.466,803.728,14594.602,803.727,5830.397
804.673,12482.423,804.673,11344.039,804.673,14542.714,804.673,5891.844
805.618,12476.694,805.619,11315.293,805.619,14554.024,805.618,5895.917
806.564,12521.872,806.564,11496.825,806.564,14601.744,806.564,6028.581
807.51,12534.739,807.51,11365.031,807.51,14590.828,807.51,6397.369
808.455,12410.923,808.455,11386.91,808.455,14354.153,808.455,6509.454
809.401,12424.871,809.401,11533.996,809.401,14440.67,809.401,6642.854
810.346,12491.367,810.347,11531.994,810.347,14490.578,810.346,6656.88
811.292,12513.01,811.292,11387.305,811.292,14526.853,811.292,6725.619
812.237,12424.575,812.238,11558.621,812.238,14563.332,812.237,6596.213
813.183,12392.062,813.183,11527.228,813.183,14583.436,813.183,6655.264
814.129,12511.721,814.129,11448.455,814.129,14530.107,814.129,6604.113
815.074,12484.499,815.074,11534.701,815.074,14549.884,815.074,6599.735
816.02,12472.745,816.02,11455.455,816.02,14365.586,816.02,6688.362
816.965,12492.601,816.965,11368.535,816.965,14429.161,816.965,6572.075
817.911,12406.43,817.911,11404.676,817.911,14446.515,817.911,6591.436
818.856,12306.979,818.857,11461.759,818.857,14357.562,818.856,6562.302
819.802,12552.452,819.802,11459.652,819.802,14361.696,819.802,6544.8
820.747,12468.26,820.748,11308.566,820.748,14447.235,820.747,6687.179
821.693,12420.811,821.693,11375.469,821.693,14201.868,821.693,6670.586
822.639,12376.833,822.639,11472.187,822.639,14372.344,822.639,6524.935
823.584,12395.421,823.584,11453.834,823.584,14439.455,823.584,6587.212
824.53,12378.406,824.53,11280.639,824.53,14503.191,824.53,6574.891
825.475,12293.311,825.476,11331.599,825.476,14522.618,825.475,6496.143
826.421,12548.319,826.421,11340.166,826.421,14408.889,826.421,6508.713
827.366,12456.06,827.367,11421.111,827.367,14362.979,827.366,6535.696
828.312,12448.669,828.312,11403.043,828.312,14299.944,828.312,6584.839
829.258,12417.597,829.258,11123.183,829.258,14396.066,829.258,6768.283
830.203,12355.18,830.203,11258.787,830.203,14241.713,830.203,6575.652
831.149,12451.232,831.149,11432.702,831.149,14462.78,831.149,6481.466
832.094,12348.629,832.094,11247.117,832.094,14472.85,832.094,6616.373
833.04,12284.389,833.04,11363.27,833.04,14134.96,833.04,6573.644
833.985,12495.685,833.986,11187.312,833.986,14408.59,833.985,6745.243
834.931,12383.589,834.931,11108.684,834.931,14242.759,834.931,6643.153
835.876,12452.71,835.877,11456.332,835.877,14336.835,835.876,6597.366
836.822,12218.583,836.822,11215.309,836.822,14296.527,836.822,6557.303
837.768,12358.185,837.768,11264.582,837.768,14444.058,837.768,6533.89
838.713,12281.371,838.713,11087.704,838.713,14361.327,838.713,6429.234
839.659,12233.757,839.659,11129.966,839.659,14404.233,839.659,6638.189
840.604,12290.491,840.604,11278.685,840.604,14273.84,840.604,6523.406
841.55,12230.218,841.55,11250.117,841.55,14307.969,841.55,6576.902
842.495,12291.195,842.496,11053.185,842.496,14336.965,842.495,6452.832
843.441,12275.802,843.441,11226.21,843.441,14382.671,843.441,6804.653
844.386,12272.928,844.387,11106.096,844.387,14395.03,844.386,6821.778
845.332,12178.727,845.332,11364.598,845.332,14484.943,845.332,6585.281
846.278,12382.341,846.278,11310.681,846.278,14367.154,846.278,6723.568
847.223,12265.146,847.223,11146.841,847.223,14162.937,847.223,6725.421
848.169,12261.095,848.169,11297.863,848.169,14338.049,848.169,6702.224
849.114,12148.441,849.115,11241.162,849.115,14287.879,849.114,6709.728
850.06,12195.371,850.06,11149.305,850.06,14330.607,850.06,6650.181
851.005,12144.033,851.006,11276.647,851.006,14301.361,851.005,6568.487
851.951,12239.034,851.951,11214.685,851.951,14412.09,851.951,6694.084
852.897,12229.009,852.897,11295.328,852.897,14437.979,852.897,6771.08
853.842,12423.116,853.842,11253.363,853.842,14302.951,853.842,6566.641
854.788,11085.759,854.788,10946.48,854.788,14215.548,854.788,6425.759
855.733,9840.918,855.734,11331.944,855.734,14263.495,855.733,6805.732
856.679,10904.65,856.679,11213.535,856.679,14159.076,856.679,6478.85
857.624,12092.32,857.625,11232.306,857.625,14268.96,857.624,6627.438
858.57,12341.18,858.57,11213.638,858.57,14028.461,858.57,6500.948
859.516,12429.983,859.516,11205.039,859.516,14258.787,859.516,6499.042
860.461,12473.753,860.461,11018.388,860.461,14249.368,860.461,6672.975
861.407,12418.427,861.407,11178.279,861.407,14261.692,861.407,6656.297
862.352,12582.092,862.352,11079.105,862.352,14098.055,862.352,6484.717
863.298,12563.962,863.298,11083.598,863.298,14096.383,863.298,6572.907
864.243,12548.198,864.244,10975.588,864.244,14022.353,864.243,6330.397
865.189,12495.113,865.189,11106.963,865.189,14106.146,865.189,6587.244
866.134,12428.677,866.135,11296.858,866.135,14047.586,866.134,6478.24
867.08,12529.153,867.08,11159.246,867.08,14136.88,867.08,6499.348
868.026,12419.438,868.026,11167.113,868.026,14208.443,868.026,6447.385
868.971,12568.318,868.971,10962.682,868.971,14141.769,868.971,6383.195
869.917,12360.748,869.917,11231.494,869.917,14002.122,869.917,6346.539
870.862,12433.854,870.862,11286.691,870.862,14078.838,870.862,6448.92
871.808,12449.349,871.808,11061.563,871.808,14175.91,871.808,6325.347
872.753,12516.074,872.754,10956.985,872.754,14136.288,872.753,6534.143
873.699,12451.621,873.699,11218.178,873.699,14179.867,873.699,6692.567
874.644,12589.877,874.645,11133.954,874.645,14287.049,874.644,6361.43
875.59,12413.613,875.59,11108.354,875.59,14072.125,875.59,6222.104
876.536,12360.357,876.536,11025.324,876.536,14015.54,876.536,6389.52
877.481,12365.836,877.481,10800.173,877.481,13983.349,877.481,6577.601
878.427,12447.512,878.427,11003.209,878.427,14166.468,878.427,6265.358
879.372,12534.812,879.373,11106.767,879.373,14027.843,879.372,6114.797
880.318,12463.757,880.318,11210.125,880.318,13940.326,880.318,6396.54
881.263,12338.365,881.264,10939.84,881.264,14285.267,881.263,6476.404
882.209,12463.7,882.209,11153.8,882.209,14047.732,882.209,6441.012
883.155,12403.284,883.155,11072.624,883.155,14168.841,883.155,6347.6
884.1,12497.343,884.1,10984.879,884.1,13883.946,884.1,6525.042
885.046,12408.054,885.046,11190.923,885.046,13880.38,885.046,6439.248
885.991,12386.707,885.992,10905.387,885.992,13967.536,885.991,6421.662
886.937,12429.123,886.937,11044.299,886.937,13855.412,886.937,6434.579
887.882,12451.356,887.883,11013.461,887.883,14021.709,887.882,6342.415
888.828,12324.845,888.828,11001.094,888.828,13996.339,888.828,6263.454
889.773,12387.784,889.774,11005.358,889.774,13985.599,889.773,6257.437
890.719,12401.17,890.719,11004.803,890.719,14056.828,890.719,6263.487
891.665,12383.867,891.665,10917.352,891.665,14059.173,891.665,6264.574
892.61,12274.463,892.61,10939.668,892.61,13977.676,892.61,6167.493
893.556,12408.217,893.556,10958.262,893.556,13894.721,893.556,6367.908
894.501,12415.064,894.502,10975.234,894.502,13940.124,894.501,6173.875
895.447,12258.964,895.447,10972.542,895.447,13956.924,895.447,6169.536
896.392,12318.411,896.393,10826.076,896.393,14048.636,896.392,6279.68
897.338,12167.999,897.338,11002.27,897.338,13996.85,897.338,6227.524
898.284,12286.709,898.284,11060.24,898.284,13977.24,898.284,6231.901
899.229,12283.766,899.229,11033.701,899.229,13955.209,899.229,6401.724
900.175,12196.021,900.175,10936.344,900.175,13956.844,900.175,6213.886
901.12,12287.208,901.12,10990.133,901.12,13931.239,901.12,6372.31
902.066,12307.496,902.066,11087.134,902.066,13831.794,902.066,6130.186
903.011,12405.354,903.012,10895.682,903.012,13757.631,903.011,6482.287
903.957,12301.822,903.957,11015.328,903.957,13971.482,903.957,6120.238
904.902,12123.787,904.903,10920.286,904.903,13933.239,904.902,6104.331
905.848,12291.627,905.848,10852.359,905.848,13942.757,905.848,6265.603
906.794,12144.448,906.794,10956.521,906.794,13851.429,906.794,6163.03
907.739,12267.682,907.739,11002.143,907.739,13798.479,907.739,5978.338
908.685,12228.747,908.685,10755.477,908.685,13900.801,908.685,6150.747
909.63,12072.742,909.631,10816.823,909.631,13889.881,909.63,6179.471
910.576,12138.435,910.576,11122.345,910.576,13762.237,910.576,6208.862
911.521,12141.398,911.522,10952.332,911.522,13928.987,911.521,6143.404
912.467,12190.978,912.467,10949.073,912.467,13910.144,912.467,6030.369
913.412,12187.028,913.413,10910.148,913.413,13833.995,913.412,6214.08
914.358,12163.367,914.358,10739.512,914.358,13879.109,914.358,6038.051
915.304,12125.793,915.304,10951.168,915.304,13873.091,915.304,6225.125
916.249,12020.304,916.249,10958.223,916.249,13833.981,916.249,6219.346
917.195,12000.567,917.195,10969.704,917.195,13753.105,917.195,6086.999
918.14,12187.034,918.141,11118.197,918.141,13712.723,918.14,6162
919.086,11979.81,919.086,10968.672,919.086,13797.392,919.086,6083.387
920.031,12090.701,920.032,10854.151,920.032,13739.608,920.031,5931.124
920.977,12107.22,920.977,11034.473,920.977,13643.134,920.977,6228.348
921.923,12018.488,921.923,10825.534,921.923,13816.036,921.923,5978.097
922.868,12047.267,922.868,10960.125,922.868,13781.164,922.868,6204.152
923.814,11933.812,923.814,10888.133,923.814,13810.644,923.814,5967.733
924.759,11940.704,924.76,10942.515,924.76,13584.969,924.759,6169.352
925.705,12165.789,925.705,11196.031,925.705,13800.563,925.705,6169.797
926.65,12251.47,926.651,10823.071,926.651,13739.21,926.65,6010.692
927.596,12224.811,927.596,11098.086,927.596,13598.462,927.596,6184.577
928.542,12168.923,928.542,11093.687,928.542,13678.957,928.542,6075.973
929.487,12145.737,929.487,10767.206,929.487,13619.235,929.487,6105.894
930.433,12244.677,930.433,11010.467,930.433,13728.833,930.433,6140.829
931.378,12210.47,931.378,10835.122,931.378,13624.981,931.378,6061.174
932.324,12134.073,932.324,10985.217,932.324,13633.468,932.324,5934.408
933.269,12117.384,933.27,10846.947,933.27,13617.325,933.269,6234.333
934.215,12210.958,934.215,10917.229,934.215,13505.992,934.215,6218.03
935.16,12188.245,935.161,10628.623,935.161,13558.348,935.16,5902.005
936.106,12178.526,936.106,10711.701,936.106,13557.581,936.106,6048.639
937.052,12147.922,937.052,10892.252,937.052,13866.924,937.052,6262.413
937.997,12031.101,937.997,10829.589,937.997,13548.729,937.997,5841.738
938.943,12004.104,938.943,10857.74,938.943,13616.387,938.943,5985.763
939.888,12140.505,939.888,10746.695,939.888,13577.998,939.888,6096.259
940.834,11961.538,940.834,10959.814,940.834,13626.542,940.834,6123.323
941.779,12088.489,941.78,10957.381,941.78,13573.244,941.779,6019.655
942.725,11987.539,942.725,10809.088,942.725,13639.702,942.725,6007.958
943.67,11962.596,943.671,10712.069,943.671,13587.403,943.67,5950.174
944.616,11974.476,944.616,10817.028,944.616,13519.556,944.616,5958.286
945.562,11973.581,945.562,10911.92,945.562,13515.579,,
946.507,11891.199,946.507,10729.295,946.507,13739.59,,
947.453,11816.1,947.453,10558.542,947.453,13467.187,,
948.398,11918.503,948.399,10834.234,948.399,13508.79,,
949.344,11906.711,949.344,10751.881,949.344,13583.424,,
950.289,11809.723,950.29,10645.343,950.29,13514.371,,
951.235,11875.239,951.235,10731.335,951.235,13591.139,,
952.181,11816.132,952.181,10922.761,952.181,13607.274,,
953.126,11740.945,953.126,10871.004,953.126,13571.629,,
954.072,11747.284,954.072,10787.609,954.072,13637.822,,
955.017,11779.269,955.018,10709.598,955.018,13571.28,,
955.963,11790.165,955.963,10691.547,955.963,13504.852,,
956.908,11810.782,956.909,10813.108,956.909,13468.134,,
957.854,12314.872,957.854,10645.876,957.854,13546.24,,
958.799,11753.689,958.8,10622.336,958.8,13487.312,,
959.745,11642.488,959.745,10747.175,959.745,13450.935,,
960.691,11737.226,960.691,10729.141,960.691,13530.293,,
961.636,11675.081,961.636,10801.882,961.636,13535.891,,
962.582,11593.524,962.582,10611.199,962.582,13528.612,,
963.527,11608.323,963.528,10792.643,963.528,13443.951,,
964.473,11699.375,964.473,10625.025,964.473,13494.094,,
965.418,11642.318,965.419,10823.706,965.419,13501.118,,
966.364,11693.283,966.364,10752.477,966.364,13509.471,,
967.31,11688.401,967.31,10768.274,967.31,13551.163,,
968.255,11619.72,968.255,10822.97,968.255,13409.403,,
969.201,11731.652,969.201,10618.83,969.201,13465.503,,
970.146,11612.299,970.146,10653.623,970.146,13504.467,,
971.092,11726.987,971.092,10740.903,971.092,13508.473,,
972.037,11551.911,972.038,10713.466,972.038,13586.508,,
972.983,11670.438,972.983,10616.06,972.983,13395.559,,
973.928,11574.892,973.929,10639.91,973.929,13478.264,,
974.874,11599.925,974.874,10693.137,974.874,13387.11,,
975.82,11581.318,975.82,10777.883,975.82,13476.786,,
976.765,11548.133,976.765,10741.724,976.765,13302.674,,
977.711,11618.874,977.711,10731.213,977.711,13185.911,,
978.656,11584.427,978.657,10877.31,978.657,12364.938,,
979.602,11688.509,979.602,10767.555,979.602,13522.182,,
980.547,11568.663,980.548,10821.323,980.548,13621.309,,
981.493,11612.222,981.493,10794.725,981.493,13711.92,,
982.438,11557.107,982.439,10673.441,982.439,13789.171,,
983.384,11533.416,983.384,10897.337,983.384,13691.466,,
984.33,11557.493,984.33,10501.628,984.33,13701.431,,
985.275,11670.602,985.276,10570.335,985.276,13522.599,,
986.221,11464.741,986.221,10884.381,986.221,13655.014,,
987.166,11536.522,987.167,11321.624,987.167,14202.388,,
988.112,11461.482,988.112,11087.647,988.112,14260.72,,
989.057,11435.239,989.058,10990.011,989.058,14673.118,,
990.003,11442.045,990.003,10905.879,990.003,14838.074,,
990.949,11486.049,990.949,10991.598,990.949,15003.621,,
991.894,11490.689,991.894,11008.668,991.894,15068.117,,
992.84,11565.181,992.84,11107.019,992.84,15157.892,,
993.785,11382.743,993.786,11036.834,993.786,14942.776,,
994.731,11426.319,994.731,11102.052,994.731,15106.134,,
995.676,11462.286,995.677,11064.645,995.677,15158.951,,
996.622,11526.138,996.622,10987.565,996.622,15046.123,,
997.568,11498.887,997.568,10997.785,997.568,15213.253,,
998.513,11441.873,998.513,10977.301,998.513,15044.792,,
999.459,11440.51,999.459,11259.715,999.459,15239.541,,
1000.404,11461.201,1000.404,10915.457,1000.404,15136.873,,
1001.35,11486.151,1001.35,11030.031,1001.35,15181.433,,
1002.295,11388.258,1002.296,10780.739,1002.296,15048.15,,
1003.241,11330.301,1003.241,11251.09,1003.241,15317.868,,
1004.186,11414.485,1004.187,10937.036,1004.187,15139.598,,
1005.132,11532.573,1005.132,11034.492,1005.132,15144.104,,
1006.078,11411.231,1006.078,10813.556,1006.078,15192.664,,
1007.023,11480.616,1007.023,11077.6,1007.023,15298.805,,
1007.969,11492.953,1007.969,10845.592,1007.969,15186.508,,
1008.914,11346.35,1008.915,10806.693,1008.915,15207.407,,
1009.86,11353.304,1009.86,10994.021,1009.86,15273.995,,
1010.805,11481.462,1010.806,10962.243,1010.806,15251.867,,
1011.751,11293.061,1011.751,10960.433,1011.751,15163.108,,
1012.696,11305.5,1012.697,11007.34,1012.697,15103.475,,
1013.642,11258.394,1013.642,10960.816,1013.642,15235.002,,
1014.588,11338.896,1014.588,10783.738,1014.588,15186.521,,
1015.533,11281.865,1015.533,11029.896,1015.533,15210.689,,
1016.479,11390.117,1016.479,11002.084,1016.479,15070.438,,
1017.424,11403.592,1017.425,10933.296,1017.425,15105.166,,
1018.37,11347.422,1018.37,11037.376,1018.37,15127.468,,
1019.315,11323.79,1019.316,10963.07,1019.316,15222.682,,
1020.261,11239.276,1020.261,10925.543,1020.261,15208.102,,
1021.207,11399.421,1021.207,10969.661,1021.207,15150.601,,
1022.152,11380.07,1022.152,10984.062,1022.152,14931.852,,
1023.098,11338.703,1023.098,10791.771,1023.098,14998.634,,
1024.043,11339.466,1024.044,10980.913,1024.044,14992.453,,
1024.989,11227.245,1024.989,10925.439,1024.989,14985.15,,
1025.934,11277.559,1025.935,10812.941,1025.935,15142.051,,
1026.88,11307.421,1026.88,11098.629,1026.88,15006.449,,
1027.825,11243.58,1027.826,10852.574,1027.826,15018.936,,
1028.771,11270.955,1028.771,11077.535,1028.771,15010.063,,
1029.717,11245.278,1029.717,10974.543,1029.717,14869.582,,
1030.662,11214.735,1030.662,10957.711,1030.662,15118.388,,
1031.608,11261.089,1031.608,10833.341,1031.608,14975.078,,
1032.553,11352.303,1032.554,10847.145,1032.554,14985.815,,
1033.499,11262.375,1033.499,10893.423,1033.499,15103.172,,
1034.444,11321.521,1034.445,11000.308,1034.445,15095.818,,
1035.39,11340.868,1035.39,11023.594,1035.39,14962.248,,
1036.335,11340.247,1036.336,10899.621,1036.336,15066.608,,
1037.281,11294.249,1037.281,10894.157,1037.281,14948.869,,
1038.227,11129.748,1038.227,10952.683,1038.227,15006.218,,
1039.172,11201.821,1039.172,10729.522,1039.172,14981.461,,
1040.118,11287.066,1040.118,10903.543,1040.118,14945.4,,
1041.063,11273.851,1041.064,10763.988,1041.064,15111.398,,
1042.009,11193.883,1042.009,10764.664,1042.009,14875.991,,
1042.954,11129.255,1042.955,10712.697,1042.955,14922.625,,
1043.9,11202.062,1043.9,10860.437,1043.9,14937.186,,
1044.846,11167.359,1044.846,10663.691,1044.846,14946.951,,
1045.791,11208.02,1045.792,10983.636,1045.792,15019.405,,
1046.737,11176.594,1046.737,10857.452,1046.737,14976.325,,
1047.682,11127.574,1047.683,10672.496,1047.683,14948.438,,
1048.628,11299.977,1048.628,10791.527,1048.628,14790.643,,
1049.573,11242.825,1049.574,10798.327,1049.574,14891.925,,
1050.519,11178.673,1050.519,10851.454,1050.519,14932.346,,
1051.464,11179.252,1051.465,10714.286,1051.465,14758.836,,
1052.41,11147.588,1052.41,10773.125,1052.41,14863.798,,
1053.356,11280.75,1053.356,10774.158,1053.356,14827.703,,
1054.301,11192.465,1054.302,10760.448,1054.302,14827.228,,
1055.247,11234.947,1055.247,10736.861,1055.247,14871.49,,
1056.192,11094.457,1056.193,10774.538,1056.193,14781.783,,
1057.138,11158.566,1057.138,10798.927,1057.138,14779.634,,
1058.083,11115.868,1058.084,10882.625,1058.084,14869.015,,
1059.029,11149.303,1059.029,10712.845,1059.029,15004.212,,
1059.974,11125.946,1059.975,10818.46,1059.975,14924.942,,
1060.92,11053.642,1060.92,10839.92,1060.92,14740.943,,
1061.866,11184.447,1061.866,10724.558,1061.866,14760.155,,
1062.811,11167.786,1062.812,10918.115,1062.812,14799.754,,
1063.757,11250.93,1063.757,10851.69,1063.757,14646.378,,
1064.702,11224.817,1064.703,10637.015,1064.703,14817.738,,
1065.648,11204.855,1065.648,10784.205,1065.648,14843.992,,
1066.594,11035.777,1066.594,10753.687,1066.594,14704.791,,
1067.539,11204.992,1067.539,10794.804,1067.539,14718.677,,
1068.485,11129.555,1068.485,10893.665,1068.485,14794.915,,
1069.43,11180.403,1069.431,10608.562,1069.431,14626.946,,
1070.376,11217.601,1070.376,10563.143,1070.376,14748.833,,
1071.321,11107.781,1071.322,10789.387,1071.322,14607.864,,
1072.267,11131.315,1072.267,10725.538,1072.267,14849.25,,
1073.212,11092.947,1073.213,10982.716,1073.213,14612.273,,
1074.158,11118.887,1074.158,10832.285,1074.158,14699.517,,
1075.104,11161.396,1075.104,10731.768,1075.104,14601.404,,
1076.049,11082.507,1076.049,10647.222,1076.049,14629.534,,
1076.995,11030.692,1076.995,10666.809,1076.995,14626.64,,
1077.94,11047.462,1077.941,10881.532,1077.941,14463.933,,
1078.886,11101.507,1078.886,10701.657,1078.886,14432.983,,
1079.831,11070.607,1079.832,10744.097,1079.832,14629.789,,
1080.777,10985.36,1080.777,10572.963,1080.777,14650.863,,
1081.722,10924.563,1081.723,10700.816,1081.723,14630.662,,
1082.668,11121.622,1082.668,10832.631,1082.668,14646.005,,
1083.614,10999.006,1083.614,10580.325,1083.614,14401.586,,
1084.559,11063.854,1084.559,10610.357,1084.559,14428.206,,
1085.505,11058.253,1085.505,10891.905,1085.505,14507.883,,
1086.45,11144.009,1086.451,10608.718,1086.451,14549.211,,
1087.396,10909.578,1087.396,10707.715,1087.396,14535.145,,
1088.341,10986.081,1088.342,10683.394,1088.342,14464.889,,
1089.287,11028.787,1089.287,10786.548,1089.287,14509.95,,
1090.233,11066.567,1090.233,10580.104,1090.233,14423.279,,
1091.178,11100.315,1091.178,10724.915,1091.178,14394.98,,
1092.124,11010.557,1092.124,10749.604,1092.124,14457.631,,
1093.069,11128.416,1093.07,10674.166,1093.07,14419.854,,
1094.015,11094.134,1094.015,10634.461,1094.015,14493.915,,
1094.96,10965.135,1094.961,10792.091,1094.961,14600.071,,
1095.906,10956.624,1095.906,10519.507,1095.906,14467.041,,
1096.851,10923.174,1096.852,10667.621,1096.852,14402.257,,
1097.797,10953.64,1097.797,10472.333,1097.797,14357.542,,
1098.743,10989.863,1098.743,10819.742,1098.743,14479.833,,
1099.688,11001.818,1099.688,10786.795,1099.688,14401.203,,
1100.634,11003.438,1100.634,10509.416,1100.634,14381.123,,
1101.579,10956.026,1101.58,10526.026,1101.58,14306.706,,
1102.525,10883.921,1102.525,10548.938,1102.525,14384.618,,
1103.47,10926.697,1103.471,10540.054,1103.471,14224.95,,
1104.416,11036.631,1104.416,10626.164,1104.416,14390.52,,
1105.361,10928.561,1105.362,10659.552,1105.362,14353.814,,
1106.307,11095.405,1106.307,10638.121,1106.307,14259.494,,
1107.253,10961.391,1107.253,10566.386,1107.253,14301.526,,
1108.198,11015.69,1108.198,10597.219,1108.198,14287.996,,
1109.144,10895.517,1109.144,10631.14,1109.144,14249.509,,
1110.089,10840.807,1110.09,10497.509,1110.09,14272.777,,
1111.035,10971.102,1111.035,10663.269,1111.035,14133.012,,
1111.98,10972.742,1111.981,10582.938,1111.981,14215.166,,
1112.926,10940.672,1112.926,10645.227,1112.926,14344.234,,
1113.872,10900.387,1113.872,10438.063,1113.872,14183.537,,
1114.817,10846.5,1114.818,10364.043,1114.818,14256.116,,
1115.763,10887.917,1115.763,10428.629,1115.763,14346.032,,
1116.708,11019.698,1116.709,10359.188,1116.709,14294.176,,
1117.654,10906.128,1117.654,10510.005,1117.654,14240.464,,
1118.599,10865.77,1118.6,10519.789,1118.6,14358.341,,
1119.545,10934.53,1119.545,10446.765,1119.545,14199.616,,
1120.49,10934.785,1120.491,10617.177,1120.491,14246.508,,
1121.436,10905.124,1121.436,10540.441,1121.436,14155.494,,
1122.382,10878.492,1122.382,10413.55,1122.382,14288.889,,
