X,Y,X,Y,X,Y,X,Y,X,Y
291.233,12812.946,291.233,14741.606,291.233,5711.064,291.233,5065.062,291.233,4693.033
292.179,12851.354,292.179,14486.646,292.179,5705.916,292.179,5126.404,292.179,4715.944
293.124,12812.009,293.124,14397.309,293.124,5679.384,293.124,5031.632,293.124,4739.044
294.07,12845.773,294.07,14100.49,294.07,5725.328,294.07,5066.52,294.07,4748.466
295.015,13065.828,295.015,13796.364,295.015,5691.325,295.015,5099.017,295.015,4725.622
295.961,12692.1,295.961,13806.367,295.961,5700.011,295.961,5107.665,295.961,4694.41
296.906,12801.594,296.906,13813.09,296.906,5718.161,296.906,5060.046,296.906,4717.845
297.852,12792.368,297.852,13521.1,297.852,5655.974,297.852,5079.774,297.852,4716.301
298.797,12826.839,298.797,13247.282,298.797,5667.068,298.797,5067.475,298.797,4709.192
299.743,12737.246,299.743,13477.203,299.743,5649.24,299.743,5098.965,299.743,4720.266
300.689,12792.024,300.689,13109.512,300.689,5684.924,300.689,5058.667,300.689,4717.086
301.634,12572.763,301.634,12884.919,301.634,5652.193,301.634,5041.277,301.634,4718.786
302.58,12694.271,302.58,13054.287,302.58,5659.236,302.58,5103.017,302.58,4729.078
303.525,12939.401,303.525,12720.563,303.525,5667.834,303.525,5160.248,303.525,4723.261
304.471,12656.89,304.471,12762.231,304.471,5677.378,304.471,5064.007,304.471,4718.772
305.416,12603.45,305.416,12498.707,305.416,5647.147,305.416,5060.748,305.416,4719.858
306.362,12645.346,306.362,12234.738,306.362,5636.938,306.362,5084.242,306.362,4712.641
307.308,12713.28,307.308,11997.968,307.308,5630.729,307.308,5075.79,307.308,4703.934
308.253,12477.259,308.253,12326.19,308.253,5673.194,308.253,5015.86,308.253,4732.41
309.199,12594.787,309.199,11989.316,309.199,5645.188,309.199,5105.745,309.199,4686.981
310.144,12791.916,310.144,11924.684,310.144,5611.684,310.144,5081.53,310.144,4725.747
311.09,12731.984,311.09,12011.718,311.09,5636.391,311.09,5154.756,311.09,4697.73
312.035,12539.489,312.035,12019.604,312.035,5635.494,312.035,5064.333,312.035,4704.469
312.981,12673.722,312.981,11770.399,312.981,5606.979,312.981,5051.72,312.981,4703.684
313.926,12780.52,313.926,11630.86,313.926,5621.259,313.926,5108.987,313.926,4719.698
314.872,12571.675,314.872,11510.083,314.872,5600.558,314.872,5092.117,314.872,4718.271
315.818,12645.914,315.818,11373.373,315.818,5640.934,315.818,5083.374,315.818,4723.78
316.763,12716.498,316.763,11238.498,316.763,5597.021,316.763,5051.146,316.763,4711.406
317.709,12542.65,317.709,11162.337,317.709,5608.04,317.709,5068.253,317.709,4717.481
318.654,12604.062,318.654,11118.904,318.654,5633.641,318.654,5038.321,318.654,4738.233
319.6,12417.794,319.6,10898.843,319.6,5595.156,319.6,5038.762,319.6,4723.984
320.545,12487.304,320.545,10725.688,320.545,5602.167,320.545,4943.149,320.545,4709.82
321.491,12584.645,321.491,10926.412,321.491,5605.817,321.491,5016.781,321.491,4694.623
322.436,12470.549,322.436,10668.342,322.436,5649.562,322.436,5066.558,322.436,4720.835
323.382,12672.817,323.382,10628.526,323.382,5618.729,323.382,5093.881,323.382,4720.482
324.328,12571.233,324.328,10659.415,324.328,5589.773,324.328,5060.798,324.328,4702.535
325.273,12618.882,325.273,10666.569,325.273,5592.483,325.273,5042.639,325.273,4738.071
326.219,12557.644,326.219,10663.337,326.219,5605.313,326.219,5078.416,326.219,4713.303
327.164,12511.731,327.164,10455.398,327.164,5622.826,327.164,5030.967,327.164,4711.061
328.11,12597.231,328.11,10382.366,328.11,5591.764,328.11,5058.942,328.11,4690.524
329.055,12582.308,329.055,10316.375,329.055,5608.21,329.055,5081.675,329.055,4709.243
330.001,12527.887,330.001,10016.162,330.001,5574.159,330.001,5009.438,330.001,4707.819
330.947,12630.075,330.947,9833.899,330.947,5600.672,330.947,5022.62,330.947,4720.792
331.892,12524.732,331.892,9933.919,331.892,5566.01,331.892,5054.2,331.892,4727.856
332.838,12587.739,332.838,9883.357,332.838,5614.093,332.838,5070.298,332.838,4727.669
333.783,12627.747,333.783,9981.669,333.783,5599.604,333.783,5062.399,333.783,4725.03
334.729,12549.257,334.729,9775.122,334.729,5600.616,334.729,5042.182,334.729,4724.612
335.674,12193.531,335.674,9652.982,335.674,5590.561,335.674,5008.82,335.674,4705.736
336.62,12542.081,336.62,9650.734,336.62,5606.524,336.62,5017.271,336.62,4684.836
337.565,12611.221,337.565,9563.305,337.565,5607.128,337.565,5104.578,337.565,4716.359
338.511,12431.876,338.511,9655.314,338.511,5563.38,338.511,5084.521,338.511,4752.05
339.457,12423.411,339.457,9731.117,339.457,5572.252,339.457,5051.725,339.457,4706.345
340.402,12640.431,340.402,9401.282,340.402,5597.17,340.402,5059.205,340.402,4686.361
341.348,12661.02,341.348,9610.128,341.348,5593.206,341.348,5062.592,341.348,4730.769
342.293,12405.92,342.293,9487.854,342.293,5586.462,342.293,5067.436,342.293,4715.839
343.239,12322.689,343.239,9497.298,343.239,5580.994,343.239,5080.131,343.239,4730.422
344.184,12987.342,344.184,9333.903,344.184,5570.633,344.184,5086.961,344.184,4709.893
345.13,13866.75,345.13,9438.393,345.13,5572.988,345.13,5014.127,345.13,4725.305
346.076,15191.031,346.076,9362.056,346.076,5553.74,346.076,5100.488,346.076,4723.649
347.021,16060.597,347.021,9471.121,347.021,5570.516,347.021,4998.608,347.021,4738.002
347.967,16970.93,347.967,9233.926,347.967,5577.329,347.967,5131.202,347.967,4711.622
348.912,17356.527,348.912,9009.245,348.912,5555.897,348.912,5083.041,348.912,4717.357
349.858,17682.717,349.858,9154.568,349.858,5554.143,349.858,5064.979,349.858,4728.569
350.803,17471.494,350.803,9112.839,350.803,5558.905,350.803,5065.713,350.803,4711.938
351.749,17491.672,351.749,9144.299,351.749,5519.345,351.749,5054.063,351.749,4727.34
352.694,17234.617,352.694,9490.858,352.694,5555.903,352.694,5032.073,352.694,4691.997
353.64,17069.508,353.64,9797.191,353.64,5556.089,353.64,5112.25,353.64,4826.842
354.586,16886.66,354.586,11475.382,354.586,5560.848,354.586,5017.486,354.586,4809.346
355.531,16877.531,355.531,15686.729,355.531,5517.886,355.531,5083.735,355.531,4811.368
356.477,16757.211,356.477,17840.344,356.477,5545.726,356.477,5075.413,356.477,4850.674
357.422,16594.09,357.422,17823.207,357.422,5539.597,357.422,5111.366,357.422,4808.416
358.368,16512.891,358.368,17451.859,358.368,5528.662,358.368,5042.392,358.368,4802.318
359.313,16444.521,359.313,17414.074,359.313,5561.833,359.313,5069.185,359.313,4807.07
360.259,16341.313,360.259,17096.543,360.259,5572.09,360.259,5021.648,360.259,4789.667
361.205,16324.905,361.205,16349.705,361.205,5530.081,361.205,5038.511,361.205,4772.763
362.15,16067.03,362.15,16172.645,362.15,5535.773,362.15,5057.709,362.15,4796.257
363.096,16199.087,363.096,15959.136,363.096,5546.394,363.096,5089.447,363.096,4793.136
364.041,15902.478,364.041,15869.19,364.041,5504.178,364.041,5089.771,364.041,4798.302
364.987,16084.232,364.987,15620.031,364.987,5531.04,364.987,5112.009,364.987,4778.192
365.932,15986.291,365.932,15327.198,365.932,5530.198,365.932,5058.004,365.932,4793.757
366.878,15984.936,366.878,15067.992,366.878,5530.827,366.878,5060.227,366.878,4795.9
367.823,15788.094,367.823,14841.132,367.823,5540.523,367.823,5077.138,367.823,4768.332
368.769,15818.156,368.769,14624.438,368.769,5519.908,368.769,4986.466,368.769,4759.411
369.715,15520.782,369.715,14368.688,369.715,5531.026,369.715,5041.573,369.715,4734.186
370.66,15838.174,370.66,14694.44,370.66,5503.242,370.66,5145.402,370.66,4744.778
371.606,15448.202,371.606,14020.457,371.606,5523.364,371.606,5092.471,371.606,4807.333
372.551,15639.33,372.551,13780.882,372.551,5513.864,372.551,5027.487,372.551,4745.52
373.497,15344.173,373.497,14053.756,373.497,5543.039,373.497,5107.604,373.497,4815.828
374.442,15441.234,374.442,13456.057,374.442,5543.66,374.442,5099.223,374.442,4719.286
375.388,15228.237,375.388,13427.968,375.388,5526.694,375.388,5085.472,375.388,4765.219
376.334,15425.903,376.334,13238.102,376.334,5521.539,376.334,4995.873,376.334,4729.601
377.279,15303.896,377.279,13050.005,377.279,5503.268,377.279,5074.081,377.279,4742.18
378.225,15245.818,378.225,12614.655,378.225,5537.323,378.225,5034.056,378.225,4794.952
379.17,15397.935,379.17,12888.128,379.17,5519.328,379.17,5022.161,379.17,4744.948
380.116,15039.346,380.116,12648.438,380.116,5532.63,380.116,4989.821,380.116,4749.605
381.061,15156.583,381.061,12388.798,381.061,5562.007,381.061,5054.764,381.061,4756.693
382.007,15078.294,382.007,12518.755,382.007,5568.969,382.007,5097.515,382.007,4767.651
382.952,15091.962,382.952,12171.875,382.952,5533.924,382.952,5061.982,382.952,4785.589
383.898,14859.798,383.898,12243.109,383.898,5559.77,383.898,5084.97,383.898,4740.657
384.844,15037.282,384.844,12011.058,384.844,5555.001,384.844,5079.709,384.844,4760.964
385.789,15111.462,385.789,12069.212,385.789,5557.441,385.789,5042.887,385.789,4744.878
386.735,14811.932,386.735,12002.752,386.735,5527.209,386.735,5073.126,386.735,4771.485
387.68,14648.18,387.68,11651.138,387.68,5558.35,387.68,5092.735,387.68,4771.099
388.626,14733.241,388.626,11627.859,388.626,5522.155,388.626,5060.498,388.626,4781.502
389.571,14591.859,389.571,11690.836,389.571,5544.929,389.571,4983.059,389.571,4756.914
390.517,14486.169,390.517,11277.972,390.517,5537.125,390.517,5015.081,390.517,4772.149
391.462,14875.487,391.462,11390.122,391.462,5541.379,391.462,5025.991,391.462,4764.728
392.408,14418.553,392.408,11186.005,392.408,5560.205,392.408,5118.028,392.408,4761.314
393.354,14428.449,393.354,11261.904,393.354,5568.031,393.354,5113.505,393.354,4751.598
394.299,14442.925,394.299,11058.701,394.299,5560.733,394.299,4993.572,394.299,4749.439
395.245,14412.537,395.245,11001.02,395.245,5521.461,395.245,5023.444,395.245,4734.328
396.19,14534.354,396.19,10908.562,396.19,5556.884,396.19,5040.304,396.19,4745.487
397.136,14374.218,397.136,10721.092,397.136,5547.519,397.136,5013.896,397.136,4723.309
398.081,14443.838,398.081,10521.776,398.081,5537.292,398.081,4992.007,398.081,4729.376
399.027,14427.431,399.027,10517.816,399.027,5537.251,399.027,5078.16,399.027,4758.956
399.973,14346.842,399.973,10222.919,399.973,5524.407,399.973,5061.105,399.973,4747.449
400.918,14312.824,400.918,10529.523,400.918,5521.91,400.918,5036.055,400.918,4780.459
401.864,14238.356,401.864,10486.16,401.864,5531.99,401.864,5031.559,401.864,4767.5
402.809,14185.442,402.809,10411.842,402.809,5542.291,402.809,5046.458,402.809,4740.051
403.755,14347.249,403.755,10309.958,403.755,5519.916,403.755,4988.609,403.755,4733.53
404.7,14071.675,404.7,10243.371,404.7,5539.93,404.7,5018.23,404.7,4754.341
405.646,13949.837,405.646,9996.57,405.646,5534.382,405.646,5063.925,405.646,4754.068
406.591,14217.24,406.591,10213.533,406.591,5551.407,406.591,4978.731,406.591,4725.323
407.537,14153.788,407.537,10023.689,407.537,5535.227,407.537,4975.906,407.537,4752.498
408.483,14090.154,408.483,9805.5,408.483,5563.049,408.483,4981.124,408.483,4729.936
409.428,14051.011,409.428,9827.828,409.428,5557.782,409.428,5086.578,409.428,4745.327
410.374,13953.065,410.374,9766.835,410.374,5539.4,410.374,4989.361,410.374,4749.701
411.319,14066.985,411.319,9726.514,411.319,5523.626,411.319,5043.161,411.319,4773.949
412.265,14043.852,412.265,9569.142,412.265,5544.716,412.265,5056.843,412.265,4737.436
413.21,14071.433,413.21,9623.657,413.21,5536.871,413.21,5052.078,413.21,4739.704
414.156,14163.794,414.156,9585.414,414.156,5514.931,414.156,4919.005,414.156,4762.328
415.102,13940.355,415.102,9444.825,415.102,5544.814,415.102,5034.193,415.102,4772.043
416.047,13860.827,416.047,9433.069,416.047,5557.932,416.047,4982.871,416.047,4748.629
416.993,13720.03,416.993,9635.92,416.993,5542.948,416.993,5025.971,416.993,4744.669
417.938,13783.973,417.938,9321.508,417.938,5552.017,417.938,5092.969,417.938,4747.172
418.884,13855.8,418.884,9150.078,418.884,5562.096,418.884,4986.671,418.884,4744.223
419.829,13729.129,419.829,9361.17,419.829,5593.369,419.829,4965.336,419.829,4765.196
420.775,14017.431,420.775,9072.2,420.775,5558.917,420.775,5000.212,420.775,4740.599
421.72,13677.955,421.72,9231.409,421.72,5551.817,421.72,5027.31,421.72,4765.532
422.666,13779.618,422.666,9202.545,422.666,5584.756,422.666,5011.963,422.666,4791.817
423.612,13817.543,423.612,8979.748,423.612,5578.715,423.612,4971.645,423.612,4762.458
424.557,13694.058,424.557,9014.457,424.557,5573.896,424.557,5087.018,424.557,4746.02
425.503,13691.247,425.503,8925.758,425.503,5531.291,425.503,4980.429,425.503,4741.519
426.448,13553.203,426.448,9019.455,426.448,5566.806,426.448,5024.857,426.448,4779.17
427.394,13621.423,427.394,9004.237,427.394,5579.772,427.394,5014.782,427.394,4758.696
428.339,13459.608,428.339,8774.393,428.339,5578.901,428.339,5105.738,428.339,4772.31
429.285,13594.505,429.285,8762.994,429.285,5579.785,429.285,5031.818,429.285,4767.707
430.231,13455.437,430.231,8776.39,430.231,5643.072,430.231,5062.974,430.231,4742.005
431.176,13618.107,431.176,8566.585,431.176,5616.483,431.176,5016.432,431.176,4736.609
432.122,13359.661,432.122,8753.673,432.122,5572.111,432.122,5068.649,432.122,4794.889
433.067,13344.651,433.067,8637.71,433.067,5595.031,433.067,5115.634,433.067,4743.393
434.013,13558.922,434.013,8757.449,434.013,5615.494,434.013,5023.807,434.013,4752.977
434.958,13547.694,434.958,8752.09,434.958,5602.702,434.958,5093.478,434.958,4740.968
435.904,13461.563,435.904,8636.172,435.904,5594.321,435.904,5016.724,435.904,4766.486
436.849,13365.288,436.849,8467.085,436.849,5591.751,436.849,5028.818,436.849,4745.938
437.795,13375.617,437.795,8548.668,437.795,5570.7,437.795,5009.431,437.795,4759.852
438.741,13319.022,438.741,8380.692,438.741,5581.734,438.741,5037.594,438.741,4740.983
439.686,13366.703,439.686,8441.016,439.686,5545.668,439.686,4971.466,439.686,4761.851
440.632,13239.41,440.632,8493.054,440.632,5572.736,440.632,5019.53,440.632,4745.523
441.577,13359.06,441.577,8291.836,441.577,5591.402,441.577,5034.967,441.577,4751.369
442.523,13362.977,442.523,8474.898,442.523,5569.497,442.523,5025.995,442.523,4763.062
443.468,13320.166,443.468,8559.713,443.468,5594.128,443.468,4981.481,443.468,4764.186
444.414,13295.952,444.414,8237.317,444.414,5549.488,444.414,5013.149,444.414,4776.653
445.359,13313.258,445.359,8258.615,445.359,5522.01,445.359,5056.886,445.359,4709.851
446.305,13194.222,446.305,8136.652,446.305,5577.686,446.305,4993.442,446.305,4763.827
447.251,13399.843,447.251,8245.637,447.251,5567.785,447.251,5003.342,447.251,4732.547
448.196,13410.343,448.196,8241.742,448.196,5565.622,448.196,4960.049,448.196,4760.885
449.142,13339.513,449.142,8202.378,449.142,5576.819,449.142,5010.684,449.142,4760.673
450.087,13125.959,450.087,8172.055,450.087,5553.253,450.087,4972.967,450.087,4733.956
451.033,13444.25,451.033,8231.232,451.033,5552.311,451.033,4982.868,451.033,4776.365
451.978,13254.129,451.978,8081.436,451.978,5548.583,451.978,4984.664,451.978,4745.47
452.924,13172.367,452.924,8385.52,452.924,5582.978,452.924,5009.879,452.924,4766.597
453.87,13209.907,453.87,8263.843,453.87,5571.341,453.87,5034.235,453.87,4774.033
454.815,13251.191,454.815,8035.094,454.815,5564.787,454.815,5028.765,454.815,4759.314
455.761,13205.303,455.761,8194.558,455.761,5556.738,455.761,5052.592,455.761,4752.137
456.706,13296.683,456.706,7979.168,456.706,5550.944,456.706,4976.997,456.706,4738.581
457.652,13100.189,457.652,8002.905,457.652,5596.742,457.652,4982.891,457.652,4754.652
458.597,13295.257,458.597,8089.38,458.597,5552.316,458.597,4997.577,458.597,4732.776
459.543,13165.756,459.543,8237.913,459.543,5578.072,459.543,5038.777,459.543,4771.844
460.488,13184.9,460.488,8040.526,460.488,5560.782,460.488,5019.979,460.488,4751.799
461.434,13151.722,461.434,8065.51,461.434,5538.707,461.434,5006.964,461.434,4772.123
462.38,12908.828,462.38,7973.603,462.38,5564.041,462.38,4999.389,462.38,4781.123
463.325,13115.49,463.325,7858.664,463.325,5586.632,463.325,5010.056,463.325,4780.44
464.271,13084.69,464.271,7812.274,464.271,5539.074,464.271,4990.815,464.271,4740.596
465.216,13096.582,465.216,7919.123,465.216,5549.658,465.216,4985.695,465.216,4739.386
466.162,13019.854,466.162,7837.547,466.162,5544.657,466.162,5039.578,466.162,4757.957
467.107,12973.156,467.107,7709.774,467.107,5512.215,467.107,4973.347,467.107,4755.882
468.053,13107.387,468.053,7810.103,468.053,5530.224,468.053,5026.597,468.053,4772.397
468.999,12998.883,468.999,7765.957,468.999,5538.7,468.999,5086.631,468.999,4754.329
469.944,13013.445,469.944,7628.753,469.944,5541.425,469.944,5066.131,469.944,4763.583
470.89,13153.61,470.89,7767.727,470.89,5533.623,470.89,5044.456,470.89,4747.712
471.835,12992.628,471.835,7710.952,471.835,5528.277,471.835,5057.647,471.835,4774.452
472.781,13008.871,472.781,7896.192,472.781,5516.604,472.781,4949.975,472.781,4753.226
473.726,13086.908,473.726,7604.467,473.726,5546.309,473.726,4992.044,473.726,4748.523
474.672,12754.715,474.672,7779.288,474.672,5519.904,474.672,4985.871,474.672,4774.486
475.617,12828.9,475.617,7525.025,475.617,5546.544,475.617,5089.377,475.617,4788.665
476.563,12814.584,476.563,8908.855,476.563,5554.755,476.563,5055.244,476.563,4777
477.509,12971.035,477.509,10422.728,477.509,5528.232,477.509,5052.994,477.509,4752.17
478.454,12765.328,478.454,14797.771,478.454,5537.864,478.454,5011.008,478.454,4757.923
479.4,12845.649,479.4,19546.404,479.4,5492.872,479.4,4997.276,479.4,4731.195
480.345,13003.531,480.345,19884.424,480.345,5552.52,480.345,4971.655,480.345,4775.266
481.291,12739.949,481.291,19502.654,481.291,5543.149,481.291,5059.835,481.291,4742.483
482.236,12654.953,482.236,18914.262,482.236,5549.667,482.236,5058.867,482.236,4747.772
483.182,12868.027,483.182,18777.566,483.182,5518.228,483.182,5018.461,483.182,4737.892
484.128,12848.472,484.128,18371.941,484.128,5543.83,484.128,4985.673,484.128,4729.133
485.073,12743.902,485.073,18228.309,485.073,5515.784,485.073,5079.057,485.073,4732.156
486.019,12775.238,486.019,17770.244,486.019,5533.173,486.019,5046.651,486.019,4779.087
486.964,12691.541,486.964,17335.668,486.964,5508.637,486.964,5097.225,486.964,4747.214
487.91,12865.006,487.91,17131.803,487.91,5538.398,487.91,5027.733,487.91,4754.264
488.855,12790.52,488.855,16774.162,488.855,5551.1,488.855,5016.852,488.855,4738.732
489.801,12862.086,489.801,16572.904,489.801,5557.789,489.801,5060.874,489.801,4772.572
490.746,12729.86,490.746,16543.35,490.746,5518.564,490.746,5094.913,490.746,4762.723
491.692,12805.824,491.692,15945.65,491.692,5552.585,491.692,5075.029,491.692,4750.68
492.638,12832.119,492.638,15979.79,492.638,5550.051,492.638,5017.522,492.638,4749.143
493.583,12909.51,493.583,15700.756,493.583,5516.446,493.583,5009.623,493.583,4774.042
494.529,12953.647,494.529,15303.34,494.529,5484.975,494.529,5042.981,494.529,4797.681
495.474,13010.58,495.474,15208.208,495.474,5596.166,495.474,4990.295,495.474,4748.734
496.42,12909.11,496.42,14799.607,496.42,5580.48,496.42,5038.337,496.42,4789.777
497.365,12822.898,497.365,14837.943,497.365,5553.725,497.365,5049.41,497.365,4753.03
498.311,12933.108,498.311,14630.878,498.311,5609.084,498.311,4975.104,498.311,4751.394
499.257,12718.541,499.257,14329.358,499.257,5570.043,499.257,5012.199,499.257,4750.719
500.202,12722.957,500.202,14241.178,500.202,5591.531,500.202,5035.661,500.202,4754.321
501.148,12842.631,501.148,13935.915,501.148,5583.295,501.148,4994.992,501.148,4745.941
502.093,12713.91,502.093,14077.074,502.093,5599.839,502.093,4967.92,502.093,4757.78
503.039,12661.594,503.039,13674.094,503.039,5560.835,503.039,5008.301,503.039,4758.924
503.984,12752.228,503.984,13736.889,503.984,5573.196,503.984,5013.57,503.984,4739.495
504.93,12693.633,504.93,13513.863,504.93,5574.912,504.93,4996.327,504.93,4773.65
505.875,12706.083,505.875,13548.453,505.875,5589.225,505.875,5058.062,505.875,4777.897
506.821,12746.566,506.821,13011.151,506.821,5555.843,506.821,5071.019,506.821,4753.012
507.767,12681.562,507.767,13198.416,507.767,5573.975,507.767,5064.952,507.767,4801.533
508.712,12673.626,508.712,13309.595,508.712,5588.047,508.712,4961.23,508.712,4796.159
509.658,12564.354,509.658,13054.283,509.658,5607.155,509.658,5007.969,509.658,4798.907
510.603,12520.54,510.603,12865.927,510.603,5559.272,510.603,4937.936,510.603,4789.325
511.549,12377.389,511.549,12627.923,511.549,5812.769,511.549,5017.915,511.549,4776.646
512.494,12495.406,512.494,12523.536,512.494,5862.879,512.494,5048.39,512.494,4763.446
513.44,12578.492,513.44,12287.901,513.44,5836.358,513.44,5026.57,513.44,4777.214
514.385,12446.812,514.385,12355.037,514.385,5836.441,514.385,5032.954,514.385,4792.009
515.331,12685.871,515.331,12170.984,515.331,5843.229,515.331,5003.146,515.331,4773.67
516.277,12684.686,516.277,12294.305,516.277,5820.052,516.277,4977.738,516.277,4774.437
517.222,12772.703,517.222,12164.408,517.222,5832.435,517.222,5013.509,517.222,4751.986
518.168,12663.542,518.168,11977.29,518.168,5817.387,518.168,5013.073,518.168,4760.051
519.113,12790.331,519.113,11572.012,519.113,5798.023,519.113,4955.428,519.113,4760.906
520.059,12675.75,520.059,11734.645,520.059,5786.273,520.059,5034.275,520.059,4779.257
521.004,12681.662,521.004,11543.419,521.004,5783.117,521.004,4995.46,521.004,4777.513
521.95,12724.754,521.95,11258.089,521.95,5808.298,521.95,5053.574,521.95,4765.239
522.896,12625.39,522.896,11328.74,522.896,5752.474,522.896,4998.708,522.896,4783.849
523.841,12837.601,523.841,11190.17,523.841,5757.936,523.841,5023.675,523.841,4744.578
524.787,12636.963,524.787,11145.206,524.787,5752.104,524.787,5012.136,524.787,4807.338
525.732,12620.201,525.732,11112.763,525.732,5746.251,525.732,5018.558,525.732,4753.417
526.678,12561.188,526.678,10977.839,526.678,5759.335,526.678,5018.518,526.678,4753.133
527.623,12609.195,527.623,10759.489,527.623,5757.959,527.623,4996.204,527.623,4754.624
528.569,12564.066,528.569,10731.968,528.569,5719.037,528.569,4981.697,528.569,4774.209
529.514,12750.819,529.514,10546.357,529.514,5746.641,529.514,5005.064,529.514,4758.883
530.46,12749.854,530.46,10694.209,530.46,5742.147,530.46,5015.479,530.46,4778.515
531.406,12397.642,531.406,10539.961,531.406,5737.343,531.406,5060.796,531.406,4745.439
532.351,12708.721,532.351,10256.773,532.351,5688.124,532.351,5033.955,532.351,4752.976
533.297,12543.434,533.297,10363.379,533.297,5706.143,533.297,5058.673,533.297,4797.07
534.242,12513.417,534.242,10129.275,534.242,5707.545,534.242,4922.374,534.242,4759.328
535.188,12519.688,535.188,10424.479,535.188,5689.121,535.188,4978.416,535.188,4779.475
536.133,12505.679,536.133,10006.455,536.133,5664.104,536.133,5014.65,536.133,4714.933
537.079,12476.295,537.079,10168.98,537.079,5687.376,537.079,4937.981,537.079,4762.205
538.025,12445.268,538.025,9947.659,538.025,5692.144,538.025,5018.64,538.025,4793.858
538.97,12410.42,538.97,10039.403,538.97,5664.589,538.97,4989.976,538.97,4735.77
539.916,12516.338,539.916,9903.649,539.916,5700.6,539.916,4939.663,539.916,4757.521
540.861,12367.916,540.861,9838.76,540.861,5661.12,540.861,4989.933,540.861,4758.42
541.807,12602.376,541.807,9730.717,541.807,5669.825,541.807,4972.949,541.807,4777.729
542.752,12448.565,542.752,9623.697,542.752,5668.989,542.752,5016.06,542.752,4768.896
543.698,12448.244,543.698,9772.151,543.698,5667.268,543.698,5018.309,543.698,4767.891
544.643,12409.417,544.643,9835.978,544.643,5662.867,544.643,4976.139,544.643,4761.116
545.589,12448.396,545.589,9562.939,545.589,5639.167,545.589,4953.566,545.589,4772.916
546.535,12466.866,546.535,9553.464,546.535,5600.721,546.535,4987.066,546.535,4768.127
547.48,12555.634,547.48,9429.747,547.48,5666.148,547.48,4900.831,547.48,4767.517
548.426,12411.625,548.426,9579.112,548.426,5608.424,548.426,5030.079,548.426,4748.066
549.371,12373.263,549.371,9485.969,549.371,5617.675,549.371,5042.07,549.371,4784.549
550.317,12562.353,550.317,9429.216,550.317,5627.869,550.317,5003.857,550.317,4712.498
551.262,12413.958,551.262,9315.133,551.262,5637.666,551.262,5000.46,551.262,4783.581
552.208,12383.496,552.208,9198.46,552.208,5636.415,552.208,4992.831,552.208,4775.972
553.154,12338.492,553.154,9171.505,553.154,5610.114,553.154,4993.384,553.154,4759.027
554.099,12490.651,554.099,9282.542,554.099,5616.337,554.099,4963.873,554.099,4773.272
555.045,12412.452,555.045,9039.998,555.045,5606.559,555.045,4993.045,555.045,4772.661
555.99,12430.922,555.99,9058.619,555.99,5602.937,555.99,4987.809,555.99,4773.629
556.936,12439.31,556.936,9140.142,556.936,5604.004,556.936,4984.862,556.936,4750.191
557.881,12404.483,557.881,8989.082,557.881,5604.764,557.881,5086.408,557.881,4742.177
558.827,12304.404,558.827,9014.549,558.827,5642.224,558.827,4980.455,558.827,4755.242
559.772,12432.643,559.772,8840.33,559.772,5630.56,559.772,4994.152,559.772,4769.05
560.718,12247.462,560.718,8800.052,560.718,5635.436,560.718,4994.121,560.718,4751.743
561.664,12399.341,561.664,9156.843,561.664,5589.439,561.664,5007.127,561.664,4738.702
562.609,12370.085,562.609,8730.86,562.609,5611.526,562.609,4930.74,562.609,4750.725
563.555,12365.151,563.555,8871.008,563.555,5589.356,563.555,4995.786,563.555,4796.492
564.5,12315.875,564.5,8857.618,564.5,5594.153,564.5,5050.629,564.5,4757.924
565.446,12528.223,565.446,8746.771,565.446,5592.305,565.446,4956.926,565.446,4731.286
566.391,12244.604,566.391,8648.629,566.391,5567.552,566.391,4935.369,566.391,4760.329
567.337,12263.802,567.337,8668.759,567.337,5566.794,567.337,4981.955,567.337,4755.028
568.283,12321.923,568.283,8824.052,568.283,5593.044,568.283,4969.739,568.283,4781.815
569.228,12328.149,569.228,8445.184,569.228,5578.084,569.228,4960.832,569.228,4828.292
570.174,12345.721,570.174,8530.834,570.174,5606.146,570.174,4974.333,570.174,4973.654
571.119,12062.959,571.119,8686.125,571.119,5577.58,571.119,4958.607,571.119,5093.336
572.065,12264.154,572.065,8517.86,572.065,5593.32,572.065,4968.912,572.065,5185.272
573.01,12136.443,573.01,8594.734,573.01,5557.072,573.01,4971.503,573.01,5254.525
573.956,12163.546,573.956,8592.596,573.956,5576.102,573.956,4920.74,573.956,5239.44
574.901,12232.763,574.901,8470.152,574.901,5573.409,574.901,4983.495,574.901,5245.979
575.847,12119.017,575.847,8384.028,575.847,5539.92,575.847,4938.3,575.847,5272.044
576.793,12054.119,576.793,8585.465,576.793,5553.433,576.793,5010.611,576.793,5239.164
577.738,12390.895,577.738,8386.864,577.738,5557.249,577.738,5044.788,577.738,5238.486
578.684,12310.057,578.684,8309.885,578.684,5583.933,578.684,4991.465,578.684,5266.242
579.629,12099.965,579.629,8297.683,579.629,5546.902,579.629,5004.975,579.629,5254.967
580.575,12229.247,580.575,8217.278,580.575,5561.736,580.575,4954.086,580.575,5243.938
581.52,12403.087,581.52,8185.552,581.52,5534.386,581.52,4992.967,581.52,5227.407
582.466,12107.725,582.466,8226.103,582.466,5553.17,582.466,4991.843,582.466,5213.185
583.411,12233.488,583.411,8369.86,583.411,5547.468,583.411,4987.495,583.411,5195.978
