[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
50.319,6.93927,50.319,6.428,50.319,7.2822,50.319,16.50741,50.319,5.61429
50.479,7,50.479,6.312,50.479,7.20076,50.479,16.49074,50.479,5.66786
50.639,6.97166,50.639,6.436,50.639,7.20455,50.639,16.51296,50.639,5.5625
50.799,7.01215,50.799,6.498,50.799,7.19697,50.799,16.48889,50.799,5.62321
50.958,7.03239,50.958,6.378,50.958,7.11174,50.958,16.69815,50.958,5.69286
51.118,7.01619,51.118,6.44,51.118,7.33902,51.118,16.46111,51.118,5.67679
51.278,6.9919,51.278,6.452,51.278,7.24811,51.278,16.53333,51.278,5.66964
51.438,6.93522,51.438,6.404,51.438,7.22917,51.438,16.52222,51.438,5.66607
51.597,6.90688,51.597,6.402,51.597,7.24432,51.597,16.38889,51.597,5.62321
51.757,7.01215,51.757,6.432,51.757,7.44318,51.757,16.5037,51.757,5.63929
51.917,6.83401,51.917,6.404,51.917,7.23674,51.917,16.51667,51.917,5.66429
52.077,6.97976,52.077,6.394,52.077,7.24811,52.077,16.60185,52.077,5.74821
52.236,6.93522,52.236,6.404,52.236,7.29735,52.236,16.41111,52.236,5.73393
52.396,6.98381,52.396,6.394,52.396,7.26894,52.396,16.40185,52.396,5.69107
52.556,7.01215,52.556,6.36,52.556,7.26326,52.556,16.67407,52.556,5.65
52.716,7,52.715,6.424,52.715,7.14015,52.715,16.50741,52.715,5.61964
52.875,7.05263,52.875,6.33,52.875,7.25189,52.875,16.52778,52.875,5.7125
53.035,7.09717,53.035,6.366,53.035,7.19886,53.035,16.28889,53.035,5.77857
53.195,7.11336,53.195,6.438,53.195,7.13636,53.195,16.56667,53.195,5.70714
53.354,7.04453,53.354,6.398,53.354,7.29545,53.354,16.58519,53.354,5.63214
53.514,7.17004,53.514,6.43,53.514,7.20644,53.514,16.5537,53.514,5.63393
53.674,7.01215,53.674,6.408,53.674,7.21591,53.674,16.63333,53.674,5.60893
53.834,6.84615,53.834,6.466,53.834,7.15152,53.834,16.47963,53.834,5.63036
53.993,7.18623,53.993,6.352,53.993,7.23864,53.993,16.63519,53.993,5.73036
54.153,6.93117,54.153,6.352,54.153,7.16856,54.153,16.51296,54.153,5.64286
54.313,6.97571,54.313,6.362,54.313,7.23295,54.313,16.43704,54.313,5.58571
54.473,6.96356,54.473,6.324,54.473,7.30114,54.473,16.4537,54.473,5.67143
54.632,6.97976,54.632,6.416,54.632,7.24621,54.632,16.47222,54.632,5.61964
54.792,7.05668,54.792,6.33,54.792,7.25379,54.792,16.45555,54.792,5.72857
54.952,7.09717,54.952,6.372,54.952,7.31439,54.952,16.42037,54.952,5.62857
55.112,6.95951,55.112,6.294,55.112,7.18939,55.112,16.44444,55.112,5.70357
55.271,6.83401,55.271,6.47,55.271,7.28977,55.271,16.54445,55.271,5.65536
55.431,7.03644,55.431,6.512,55.431,7.33523,55.431,16.52778,55.431,5.63393
55.591,7.09312,55.591,6.408,55.591,7.21023,55.591,16.48519,55.591,5.7125
55.751,7.15385,55.751,6.478,55.751,7.3428,55.751,16.52778,55.751,5.64464
55.91,7.10931,55.91,6.394,55.91,7.15909,55.91,16.57778,55.91,5.61607
56.07,6.96761,56.07,6.434,56.07,7.2822,56.07,16.68333,56.07,5.67143
56.23,7.00405,56.23,6.508,56.23,7.27652,56.23,16.73889,56.23,5.6
56.39,7.1336,56.39,6.45,56.39,7.17992,56.39,16.57778,56.39,5.58929
56.549,7.08097,56.549,6.328,56.549,7.30114,56.549,16.47778,56.549,5.63393
56.709,7.24292,56.709,6.428,56.709,7.26515,56.709,16.42778,56.709,5.61607
56.869,7.19028,56.869,6.468,56.869,7.18371,56.869,16.52593,56.869,5.73393
57.029,7.06073,57.029,6.384,57.029,7.26326,57.029,16.45741,57.029,5.59464
57.188,7.1417,57.188,6.54,57.188,7.20076,57.188,16.5537,57.188,5.66071
57.348,6.94737,57.348,6.452,57.348,7.24432,57.348,16.32963,57.348,5.64107
57.508,6.97166,57.508,6.422,57.508,7.26894,57.508,16.39074,57.508,5.71071
57.668,6.98381,57.668,6.306,57.668,7.20833,57.668,16.47593,57.668,5.69286
57.827,7.09717,57.827,6.262,57.827,7.23674,57.827,16.52963,57.827,5.60893
57.987,7.09717,57.987,6.336,57.987,7.16667,57.987,16.43704,57.987,5.61964
58.147,6.96356,58.147,6.444,58.147,7.23864,58.147,16.50741,58.147,5.74643
58.307,7.07692,58.307,6.49,58.307,7.25379,58.307,16.50556,58.307,5.7
58.466,7.07692,58.466,6.442,58.466,7.19697,58.466,16.57778,58.466,5.61786
58.626,7.01619,58.626,6.468,58.626,7.16098,58.626,16.4463,58.626,5.64464
58.786,7.14575,58.786,6.468,58.786,7.23674,58.786,16.39815,58.786,5.75357
58.946,7.11741,58.945,6.42,58.945,7.27273,58.945,16.60926,58.945,5.70714
59.105,7.12551,59.105,6.342,59.105,7.08333,59.105,16.39259,59.105,5.72679
59.265,7.16194,59.265,6.376,59.265,7.12689,59.265,16.51852,59.265,5.71071
59.425,7.01215,59.425,6.246,59.425,7.13258,59.425,16.50926,59.425,5.73214
59.585,7.10931,59.584,6.386,59.584,7.22159,59.584,16.47778,59.584,5.56786
59.744,6.95951,59.744,6.502,59.744,7.17235,59.744,16.52037,59.744,5.6375
59.904,7.00405,59.904,6.28,59.904,7.11553,59.904,16.49444,59.904,5.75893
60.064,7.07692,60.064,6.436,60.064,7.13826,60.064,16.45741,60.064,5.6875
60.223,6.95547,60.223,6.448,60.223,7.17992,60.223,16.53333,60.223,5.57679
60.383,7.19838,60.383,6.45,60.383,7.30303,60.383,16.52778,60.383,5.67857
60.543,6.94737,60.543,6.408,60.543,7.2178,60.543,16.46667,60.543,5.55536
60.703,6.92713,60.703,6.47,60.703,7.27462,60.703,16.45926,60.703,5.7
60.862,6.97571,60.862,6.306,60.862,7.21212,60.862,16.50185,60.862,5.69286
61.022,7.18623,61.022,6.44,61.022,7.26515,61.022,16.50185,61.022,5.56964
61.182,7.06073,61.182,6.326,61.182,7.17235,61.182,16.47593,61.182,5.65
61.342,7.06478,61.342,6.46,61.342,7.19697,61.342,16.46667,61.342,5.69286
61.501,6.80972,61.501,6.364,61.501,7.20455,61.501,16.45555,61.501,5.54643
61.661,6.95142,61.661,6.266,61.661,7.12311,61.661,16.55926,61.661,5.65179
61.821,7.21862,61.821,6.388,61.821,7.26136,61.821,16.31852,61.821,5.69643
61.981,7.06883,61.981,6.32,61.981,7.09091,61.981,16.4037,61.981,5.66429
62.14,7.04049,62.14,6.456,62.14,7.30303,62.14,16.47593,62.14,5.59464
62.3,7.0081,62.3,6.34,62.3,7.13636,62.3,16.67407,62.3,5.59107
62.46,7.03239,62.46,6.398,62.46,7.25,62.46,16.45926,62.46,5.55357
62.62,6.96356,62.62,6.424,62.62,7.26136,62.62,16.47222,62.62,5.55893
62.779,7.06883,62.779,6.446,62.779,7.23485,62.779,16.52593,62.779,5.48214
62.939,6.89474,62.939,6.37,62.939,7.14015,62.939,16.35926,62.939,5.61964
63.099,7.21053,63.099,6.442,63.099,7.10985,63.099,16.57778,63.099,5.61786
63.259,7.07287,63.259,6.36,63.259,6.98295,63.259,16.32593,63.259,5.7125
63.418,7.06478,63.418,6.436,63.418,7.06061,63.418,16.51481,63.418,5.73393
63.578,7.10121,63.578,6.36,63.578,7.11174,63.578,16.53889,63.578,5.61786
63.738,7.10526,63.738,6.364,63.738,7.17235,63.738,16.42222,63.738,5.56964
63.898,7.13765,63.898,6.524,63.898,7.10795,63.898,16.47963,63.898,5.57143
64.057,6.97571,64.057,6.508,64.057,7.14583,64.057,16.6037,64.057,5.59643
64.217,6.95142,64.217,6.362,64.217,7.12311,64.217,16.27593,64.217,5.69643
64.377,7.03239,64.377,6.36,64.377,7.19129,64.377,16.45741,64.377,5.64286
64.537,6.93117,64.537,6.352,64.537,7.17235,64.537,16.2963,64.537,5.6125
64.696,7.02024,64.696,6.43,64.696,7.24242,64.696,16.45555,64.696,5.63571
64.856,7.10121,64.856,6.354,64.856,7.23674,64.856,16.53333,64.856,5.70357
65.016,6.90688,65.016,6.324,65.016,7.24432,65.016,16.42407,65.016,5.61429
65.176,6.92713,65.176,6.338,65.175,7.02841,65.175,16.54074,65.175,5.63571
65.335,6.93927,65.335,6.374,65.335,7.18371,65.335,16.42222,65.335,5.6125
65.495,7.02834,65.495,6.432,65.495,7.1553,65.495,16.47593,65.495,5.64643
65.655,6.95951,65.655,6.38,65.655,7.07955,65.655,16.61111,65.655,5.675
65.815,7.19433,65.814,6.384,65.814,7.22159,65.814,16.59815,65.814,5.68571
65.974,7.05263,65.974,6.404,65.974,7.14962,65.974,16.4,65.974,5.69286
66.134,6.82996,66.134,6.428,66.134,7.17235,66.134,16.56852,66.134,5.61607
66.294,7.05263,66.294,6.416,66.294,7.12121,66.294,16.42963,66.294,5.60536
66.454,6.98785,66.453,6.448,66.453,7.09659,66.453,16.43704,66.453,5.65
66.613,6.92308,66.613,6.402,66.613,7.04356,66.613,16.63519,66.613,5.60179
66.773,7.02834,66.773,6.476,66.773,7.14962,66.773,16.47778,66.773,5.66607
66.933,7.05263,66.933,6.418,66.933,7.05492,66.933,16.66852,66.933,5.70536
67.092,7.05668,67.092,6.352,67.092,7.2803,67.092,16.45185,67.092,5.59821
67.252,6.88259,67.252,6.43,67.252,7.06818,67.252,16.48519,67.252,5.59286
67.412,6.97571,67.412,6.506,67.412,7.25758,67.412,16.66111,67.412,5.52679
67.572,6.96761,67.572,6.52,67.572,7.17614,67.572,16.44259,67.572,5.63929
67.731,6.8583,67.731,6.436,67.731,7.1875,67.731,16.51852,67.731,5.63214
67.891,6.84211,67.891,6.55,67.891,7.0928,67.891,16.56482,67.891,5.70714
68.051,6.93927,68.051,6.336,68.051,7.23295,68.051,16.5463,68.051,5.6875
68.211,7.04453,68.211,6.466,68.211,7.10227,68.211,16.41296,68.211,5.70893
68.37,7.02429,68.37,6.318,68.37,7.04545,68.37,16.28704,68.37,5.64286
68.53,7.04453,68.53,6.354,68.53,7.22159,68.53,16.65741,68.53,5.51607
68.69,7.17409,68.69,6.386,68.69,7.14962,68.69,16.36852,68.69,5.67857
68.85,7.16599,68.85,6.432,68.85,7.14583,68.85,16.37593,68.85,5.67321
69.009,6.97166,69.009,6.334,69.009,7.17045,69.009,16.42407,69.009,5.52143
69.169,7,69.169,6.458,69.169,7.08902,69.169,16.46852,69.169,5.56964
69.329,7.00405,69.329,6.41,69.329,7.08523,69.329,16.40741,69.329,5.63214
69.489,6.80972,69.489,6.5,69.489,7.13447,69.489,16.47963,69.489,5.58214
69.648,7.04049,69.648,6.438,69.648,7.0947,69.648,16.47222,69.648,5.69821
69.808,7.14575,69.808,6.41,69.808,7.13826,69.808,16.40926,69.808,5.73571
69.968,7.03644,69.968,6.45,69.968,7.13826,69.968,16.54815,69.968,5.60179
70.128,6.82591,70.128,6.48,70.128,7.0303,70.128,16.37037,70.128,5.6875
70.287,6.91498,70.287,6.418,70.287,7.07955,70.287,16.55185,70.287,5.65357
70.447,6.94332,70.447,6.41,70.447,7.16856,70.447,16.38889,70.447,5.64107
70.607,6.97571,70.607,6.416,70.607,7.25379,70.607,16.5,70.607,5.61964
70.767,6.99595,70.767,6.384,70.767,6.97917,70.767,16.41481,70.767,5.67857
70.926,7.15789,70.926,6.378,70.926,7.18561,70.926,16.46852,70.926,5.61964
71.086,6.97976,71.086,6.398,71.086,7.22727,71.086,16.55556,71.086,5.56429
71.246,7.03239,71.246,6.474,71.246,7.11174,71.246,16.52963,71.246,5.62143
71.406,7.00405,71.406,6.33,71.406,7.19508,71.406,16.5037,71.406,5.66607
71.565,7.05263,71.565,6.258,71.565,7.09848,71.565,16.52778,71.565,5.56429
71.725,6.98381,71.725,6.3,71.725,7.13447,71.725,16.51667,71.725,5.64286
71.885,7.08907,71.885,6.438,71.885,7.02273,71.885,16.61296,71.885,5.70357
72.045,7.06073,72.044,6.49,72.044,7.01515,72.044,16.58704,72.044,5.6125
72.204,6.90283,72.204,6.38,72.204,7.13258,72.204,16.57222,72.204,5.625
72.364,6.9919,72.364,6.578,72.364,7.14205,72.364,16.37222,72.364,5.67143
72.524,7.04858,72.524,6.418,72.524,7.00758,72.524,16.42778,72.524,5.67321
72.684,7.06073,72.683,6.408,72.683,7.08144,72.683,16.42778,72.683,5.51786
72.843,6.85425,72.843,6.406,72.843,7.17614,72.843,16.57407,72.843,5.64643
73.003,7.02429,73.003,6.42,73.003,7.05871,73.003,16.40926,73.003,5.6875
73.163,7.02834,73.163,6.344,73.163,7.02083,73.163,16.47407,73.163,5.62679
73.323,6.89069,73.322,6.372,73.322,6.99811,73.322,16.47963,73.322,5.63929
73.482,7.00405,73.482,6.46,73.482,7.1572,73.482,16.61481,73.482,5.65536
73.642,6.93522,73.642,6.484,73.642,7.14773,73.642,16.45,73.642,5.69643
73.802,6.97571,73.802,6.308,73.802,7.02462,73.802,16.61481,73.802,5.62321
73.961,7.16599,73.961,6.368,73.961,7.10227,73.961,16.33519,73.961,5.63393
74.121,7.05263,74.121,6.41,74.121,7.08333,74.121,16.54074,74.121,5.63571
74.281,6.76923,74.281,6.344,74.281,7.04924,74.281,16.51852,74.281,5.62679
74.441,6.85425,74.441,6.504,74.441,7.09848,74.441,16.51852,74.441,5.60893
74.6,6.96761,74.6,6.49,74.6,6.9678,74.6,16.57407,74.6,5.56964
74.76,6.94332,74.76,6.374,74.76,7.08712,74.76,16.54445,74.76,5.75
74.92,7.12146,74.92,6.386,74.92,7.05492,74.92,16.38704,74.92,5.56071
75.08,6.90283,75.08,6.45,75.08,7.12689,75.08,16.59074,75.08,5.67857
75.239,7.10526,75.239,6.388,75.239,7.07386,75.239,16.43889,75.239,5.69286
75.399,6.92713,75.399,6.262,75.399,7.11174,75.399,16.31296,75.399,5.68571
75.559,7.05263,75.559,6.422,75.559,7.08144,75.559,16.46482,75.559,5.63929
75.719,7.17409,75.719,6.49,75.719,7.10985,75.719,16.50185,75.719,5.68393
75.878,7.12955,75.878,6.458,75.878,7.20455,75.878,16.57593,75.878,5.71607
76.038,6.94737,76.038,6.53,76.038,7.19318,76.038,16.56852,76.038,5.68571
76.198,6.94737,76.198,6.518,76.198,7.05303,76.198,16.51296,76.198,5.67143
76.358,7.10121,76.358,6.468,76.358,7.08523,76.358,16.51852,76.358,5.6
76.517,7.14575,76.517,6.354,76.517,7.15909,76.517,16.49259,76.517,5.67143
76.677,6.97571,76.677,6.4,76.677,7.13068,76.677,16.43704,76.677,5.65714
76.837,7.06478,76.837,6.472,76.837,7.10227,76.837,16.6463,76.837,5.5625
76.997,7.08502,76.997,6.428,76.997,7.10227,76.997,16.48889,76.997,5.775
77.156,7.14575,77.156,6.482,77.156,7.08712,77.156,16.55,77.156,5.75714
77.316,6.95142,77.316,6.424,77.316,7.15909,77.316,16.56667,77.316,5.57679
77.476,6.87449,77.476,6.4,77.476,7.14205,77.476,16.75,77.476,5.63036
77.636,6.94332,77.636,6.424,77.636,7.14205,77.636,16.43518,77.636,5.62321
77.795,6.9919,77.795,6.434,77.795,6.9678,77.795,16.58704,77.795,5.56786
77.955,7.02024,77.955,6.31,77.955,7.14015,77.955,16.36667,77.955,5.64286
78.115,7.1417,78.115,6.396,78.115,7.13636,78.115,16.33333,78.115,5.64107
78.275,7.26721,78.275,6.538,78.274,7.16098,78.274,16.48333,78.274,5.63393
78.434,7.03239,78.434,6.32,78.434,7.16288,78.434,16.48148,78.434,5.52857
78.594,7.08097,78.594,6.36,78.594,6.94318,78.594,16.35741,78.594,5.66964
78.754,7.05668,78.754,6.416,78.754,7.04167,78.754,16.4963,78.754,5.60893
78.914,6.95951,78.913,6.472,78.913,7.05492,78.913,16.38148,78.913,5.62143
79.073,7.10931,79.073,6.484,79.073,7.05492,79.073,16.58333,79.073,5.57857
79.233,7.08097,79.233,6.36,79.233,7.15909,79.233,16.5037,79.233,5.60357
79.393,6.92713,79.393,6.35,79.393,7.05871,79.393,16.46111,79.393,5.6875
79.553,7.02834,79.552,6.436,79.552,7.10795,79.552,16.51111,79.552,5.63393
79.712,6.99595,79.712,6.396,79.712,7.0625,79.712,16.41111,79.712,5.74107
79.872,7.03644,79.872,6.43,79.872,7.0625,79.872,16.42037,79.872,5.59643
80.032,7.13765,80.032,6.454,80.032,7.04356,80.032,16.36481,80.032,5.68929
80.191,7.08097,80.191,6.532,80.191,7.05682,80.191,16.62963,80.191,5.625
80.351,7.13765,80.351,6.424,80.351,7.11932,80.351,16.49444,80.351,5.66607
80.511,7.20648,80.511,6.372,80.511,7.10606,80.511,16.56296,80.511,5.6375
80.671,7.02024,80.671,6.508,80.671,7.04356,80.671,16.39259,80.671,5.63929
80.83,7.03239,80.83,6.358,80.83,6.97727,80.83,16.47963,80.83,5.65
80.99,7.08097,80.99,6.506,80.99,7.02841,80.99,16.44444,80.99,5.66964
81.15,7.0081,81.15,6.37,81.15,7.0303,81.15,16.49444,81.15,5.60714
81.31,6.96356,81.31,6.4,81.31,7.01515,81.31,16.50556,81.31,5.70536
81.469,7.02834,81.469,6.502,81.469,7.10417,81.469,16.51667,81.469,5.69286
81.629,7.03644,81.629,6.462,81.629,6.97159,81.629,16.54445,81.629,5.65893
81.789,6.99595,81.789,6.368,81.789,7.07197,81.789,16.45926,81.789,5.68393
81.949,6.94332,81.949,6.368,81.949,7.13258,81.949,16.67778,81.949,5.68571
82.108,6.93927,82.108,6.42,82.108,7.11932,82.108,16.48333,82.108,5.59107
82.268,6.95951,82.268,6.4,82.268,6.98295,82.268,16.43148,82.268,5.64464
82.428,6.94332,82.428,6.42,82.428,7.03409,82.428,16.46111,82.428,5.6125
82.588,6.95951,82.588,6.504,82.588,6.99242,82.588,16.64444,82.588,5.6375
82.747,7.01619,82.747,6.476,82.747,6.95265,82.747,16.43518,82.747,5.58571
82.907,7.01619,82.907,6.398,82.907,7.05492,82.907,16.54259,82.907,5.68571
83.067,7.09312,83.067,6.422,83.067,7.05303,83.067,16.4037,83.067,5.69464
83.227,6.91903,83.227,6.374,83.227,7.10227,83.227,16.62778,83.227,5.65893
83.386,7.06073,83.386,6.366,83.386,7.12121,83.386,16.58333,83.386,5.62679
83.546,6.8583,83.546,6.438,83.546,6.93561,83.546,16.44815,83.546,5.57679
83.706,7.08097,83.706,6.448,83.706,7.03788,83.706,16.50556,83.706,5.58036
83.866,7.03239,83.866,6.514,83.866,6.86742,83.866,16.65,83.866,5.54464
84.025,6.97976,84.025,6.374,84.025,7.05303,84.025,16.49444,84.025,5.55
84.185,7.18623,84.185,6.418,84.185,7.05682,84.185,16.32222,84.185,5.7125
84.345,6.92308,84.345,6.33,84.345,7.06439,84.345,16.51296,84.345,5.64286
84.505,6.98381,84.505,6.478,84.505,6.95265,84.505,16.34074,84.505,5.56964
84.664,6.92308,84.664,6.388,84.664,7.0322,84.664,16.5037,84.664,5.64464
84.824,7.27126,84.824,6.384,84.824,7.14773,84.824,16.41296,84.824,5.73214
84.984,6.86235,84.984,6.438,84.984,7.05303,84.984,16.55185,84.984,5.63571
85.144,6.90688,85.143,6.474,85.143,7.10985,85.143,16.48889,85.143,5.60536
85.303,6.97571,85.303,6.3,85.303,7.02083,85.303,16.55926,85.303,5.58036
85.463,6.94737,85.463,6.368,85.463,6.86364,85.463,16.57222,85.463,5.71964
85.623,7.04453,85.623,6.366,85.623,7.0625,85.623,16.65556,85.623,5.63393
85.783,7.01619,85.782,6.412,85.782,7.20833,85.782,16.55926,85.782,5.575
85.942,7.09312,85.942,6.498,85.942,6.99053,85.942,16.43333,85.942,5.63036
86.102,6.90688,86.102,6.388,86.102,6.95076,86.102,16.48889,86.102,5.63571
86.262,6.82591,86.262,6.46,86.262,7.01705,86.262,16.42593,86.262,5.73214
86.422,7.18623,86.421,6.476,86.421,7.02083,86.421,16.36852,86.421,5.72857
86.581,7.1336,86.581,6.336,86.581,7.03788,86.581,16.32407,86.581,5.65714
86.741,7.05668,86.741,6.45,86.741,6.97538,86.741,16.29815,86.741,5.675
86.901,7.10121,86.901,6.464,86.901,7.08712,86.901,16.36111,86.901,5.64643
87.06,7.01619,87.06,6.472,87.06,7.14962,87.06,16.54259,87.06,5.66071
87.22,7.00405,87.22,6.414,87.22,6.99053,87.22,16.53889,87.22,5.62143
87.38,7.07692,87.38,6.434,87.38,6.9678,87.38,16.37593,87.38,5.60357
87.54,7.02024,87.54,6.506,87.54,7.09091,87.54,16.40926,87.54,5.61429
87.699,6.89069,87.699,6.402,87.699,7.02273,87.699,16.48889,87.699,5.525
87.859,6.97166,87.859,6.304,87.859,7.19697,87.859,16.61111,87.859,5.65179
88.019,6.95547,88.019,6.458,88.019,6.94697,88.019,16.57778,88.019,5.70357
88.179,7.02024,88.179,6.462,88.179,6.9678,88.179,16.58704,88.179,5.68393
88.338,6.98785,88.338,6.31,88.338,7.07008,88.338,16.56482,88.338,5.73393
88.498,7.25101,88.498,6.33,88.498,7.00379,88.498,16.65556,88.498,5.71071
88.658,6.97571,88.658,6.342,88.658,6.91477,88.658,16.71111,88.658,5.63929
88.818,7.17409,88.818,6.5,88.818,7.11174,88.818,16.3963,88.818,5.64107
88.977,6.95547,88.977,6.328,88.977,7.07008,88.977,16.57963,88.977,5.62679
89.137,6.90283,89.137,6.434,89.137,7.10227,89.137,16.52963,89.137,5.62321
89.297,7.01619,89.297,6.448,89.297,7.06629,89.297,16.4963,89.297,5.58393
89.457,7.04453,89.457,6.356,89.457,7.06818,89.457,16.58704,89.457,5.65536
89.616,6.94737,89.616,6.436,89.616,7.03598,89.616,16.48889,89.616,5.57857
89.776,6.93522,89.776,6.318,89.776,6.94129,89.776,16.61111,89.776,5.55179
89.936,6.87854,89.936,6.482,89.936,7.11932,89.936,16.46111,89.936,5.66964
90.096,7.07287,90.096,6.498,90.096,6.98106,90.096,16.26111,90.096,5.6125
90.255,7.11741,90.255,6.286,90.255,7.04356,90.255,16.48704,90.255,5.56786
90.415,7.02834,90.415,6.332,90.415,7.04735,90.415,16.27037,90.415,5.63929
90.575,7.02429,90.575,6.29,90.575,6.96591,90.575,16.3463,90.575,5.6125
90.735,6.89879,90.735,6.306,90.735,7.02652,90.735,16.43148,90.735,5.61071
90.894,7.13765,90.894,6.442,90.894,7.07386,90.894,16.50926,90.894,5.75179
91.054,6.84615,91.054,6.386,91.054,7.06818,91.054,16.34444,91.054,5.51786
91.214,7.00405,91.214,6.27,91.214,7.10227,91.214,16.3463,91.214,5.69643
91.374,6.94737,91.374,6.332,91.373,7.12879,91.373,16.08148,91.373,5.6
91.533,7.08097,91.533,6.31,91.533,7.10417,91.533,16.51296,91.533,5.59107
91.693,6.92308,91.693,6.472,91.693,7.07386,91.693,16.47593,91.693,5.52857
91.853,7.17409,91.853,6.374,91.853,7.10985,91.853,16.52963,91.853,5.50893
92.013,7,92.012,6.38,92.012,7.07386,92.012,16.53518,92.012,5.73571
92.172,6.88664,92.172,6.372,92.172,7.01326,92.172,16.46296,92.172,5.59643
92.332,6.80567,92.332,6.464,92.332,7.02083,92.332,16.58148,92.332,5.55536
92.492,6.87449,92.492,6.352,92.492,7.11932,92.492,16.41111,92.492,5.71429
92.652,6.85425,92.651,6.472,92.651,7.09659,92.651,16.61852,92.651,5.6375
92.811,7.14575,92.811,6.33,92.811,6.97917,92.811,16.52407,92.811,5.64821
92.971,6.93117,92.971,6.442,92.971,7.125,92.971,16.53889,92.971,5.56429
93.131,7.06883,93.131,6.376,93.131,7.12121,93.131,16.60185,93.131,5.54464
93.291,6.8664,93.29,6.444,93.29,7.125,93.29,16.63704,93.29,5.60714
93.45,7.02024,93.45,6.422,93.45,7.0322,93.45,16.58333,93.45,5.69464
93.61,7.08907,93.61,6.458,93.61,7.01705,93.61,16.58704,93.61,5.64286
93.77,7.10526,93.77,6.148,93.77,7.01705,93.77,16.66852,93.77,5.59464
93.929,7.10526,93.929,6.284,93.929,7.03409,93.929,16.57963,93.929,5.63393
94.089,7.04453,94.089,6.436,94.089,7.04167,94.089,16.43704,94.089,5.61429
94.249,6.96761,94.249,6.42,94.249,7.03977,94.249,16.45741,94.249,5.55536
94.409,6.96356,94.409,6.5,94.409,7.0303,94.409,16.72407,94.409,5.68393
94.568,6.97166,94.568,6.444,94.568,7.12689,94.568,16.46296,94.568,5.61429
94.728,7.03239,94.728,6.434,94.728,7.10985,94.728,16.62407,94.728,5.70536
94.888,7.07287,94.888,6.458,94.888,6.92803,94.888,16.72593,94.888,5.58571
95.048,7.02834,95.048,6.492,95.048,6.95833,95.048,16.77222,95.048,5.54286
95.207,7.11741,95.207,6.34,95.207,7.04545,95.207,16.55741,95.207,5.50179
95.367,7.04453,95.367,6.432,95.367,7.14015,95.367,16.65926,95.367,5.66964
95.527,6.99595,95.527,6.538,95.527,7.02841,95.527,16.57222,95.527,5.65893
95.687,6.95547,95.687,6.486,95.687,6.91288,95.687,16.57963,95.687,5.70536
95.846,7.12551,95.846,6.506,95.846,6.97348,95.846,16.44815,95.846,5.6375
96.006,7.06073,96.006,6.104,96.006,7.09659,96.006,16.7,96.006,5.68929
96.166,7.05263,96.166,6.296,96.166,7.00379,96.166,16.81111,96.166,5.63036
96.326,7.04049,96.326,6.4,96.326,7.03409,96.326,16.56111,96.326,5.61429
96.485,7.02834,96.485,6.258,96.485,6.99621,96.485,16.6463,96.485,5.59643
96.645,7.11336,96.645,5.57,96.645,7.02083,96.645,16.46667,96.645,5.61786
96.805,7.04453,96.805,5.842,96.805,6.90152,96.805,16.47222,96.805,5.64286
96.965,7.12551,96.965,6.51,96.965,7.04545,96.965,16.47037,96.965,5.70357
97.124,7.04858,97.124,6.116,97.124,7.01515,97.124,16.58148,97.124,5.64821
97.284,6.73279,97.284,6.33,97.284,6.92045,97.284,16.5537,97.284,5.56607
97.444,7.0081,97.444,6.152,97.444,6.96212,97.444,16.56111,97.444,5.65536
97.604,7.11336,97.604,6.562,97.604,7.0625,97.604,16.5463,97.604,5.6125
97.763,7.08907,97.763,6.678,97.763,7.06439,97.763,16.52407,97.763,5.65536
97.923,6.91498,97.923,6.626,97.923,7,97.923,16.58333,97.923,5.66964
98.083,7.05668,98.083,6.726,98.083,7.03788,98.083,16.6,98.083,5.60179
98.243,7.18623,98.242,6.716,98.242,6.95265,98.242,16.47593,98.242,5.68393
98.402,6.97166,98.402,6.794,98.402,6.92614,98.402,16.56667,98.402,5.57143
98.562,6.94737,98.562,6.786,98.562,7.01705,98.562,16.59074,98.562,5.6
98.722,7.12551,98.722,6.834,98.722,6.90341,98.722,16.53518,98.722,5.57857
98.882,7.04453,98.881,6.826,98.881,7.04924,98.881,16.55,98.881,5.72321
99.041,6.98381,99.041,6.818,99.041,7.00379,99.041,16.52037,99.041,5.63929
99.201,7.10526,99.201,6.804,99.201,7.0928,99.201,16.64259,99.201,5.63393
99.361,7.00405,99.361,6.788,99.361,6.99432,99.361,16.43148,99.361,5.58571
99.521,7.04858,99.52,6.78,99.52,7.0928,99.52,16.37222,99.52,5.71429
99.68,7.19433,99.68,6.926,99.68,7.00947,99.68,16.45926,99.68,5.59286
99.84,7.07692,99.84,6.83,99.84,7.16667,99.84,16.57593,99.84,5.63214
100,7.04453,100,6.822,100,7.00568,100,16.61481,100,5.59286
100.159,7.10121,100.159,6.84,100.159,6.875,100.159,16.60185,100.159,5.65536
100.319,6.95951,100.319,6.78,100.319,7.04167,100.319,16.42407,100.319,5.67143
100.479,7.09717,100.479,6.902,100.479,6.9697,100.479,16.52778,100.479,5.7125
100.639,7.17004,100.639,6.804,100.639,7.00758,100.639,16.71482,100.639,5.72143
100.798,7.05263,100.798,6.906,100.798,6.97917,100.798,16.42778,100.798,5.65
100.958,7.17409,100.958,6.8,100.958,6.92992,100.958,16.68148,100.958,5.75179
