Slice,Mean
403,40.6543
404,41.0143
405,40.8194
406,40.6404
407,41.2235
408,40.8744
409,40.4794
410,41.0482
411,40.3015
412,40.3262
413,39.8809
414,39.6043
415,39.8125
416,39.8623
417,40.1197
418,39.8463
419,40.0766
420,39.8401
421,39.4883
422,39.5848
423,39.6728
424,39.3465
425,38.9338
426,39.4629
427,39.6259
428,39.5619
429,39.1525
430,39.0317
431,39.8316
432,39.0513
433,39.4846
434,39.3971
435,39.3150
436,39.4341
437,39.4250
438,38.6615
439,39.1634
440,38.6530
441,38.9984
442,39.1205
443,38.9214
444,38.1275
445,38.4311
446,38.9805
447,38.9074
448,38.2642
449,38.1596
450,38.3574
451,38.6538
452,38.2409
453,38.8093
454,38.7876
455,38.9883
456,38.4908
457,38.3249
458,38.1781
459,38.7196
460,38.6976
461,38.3447
462,38.3571
463,38.4781
464,38.5787
465,38.4185
466,38.4975
467,38.5631
468,37.8290
469,38.2790
470,38.2846
471,37.5659
472,37.8215
473,37.4581
474,37.6627
475,37.3746
476,37.6735
477,37.6698
478,37.4042
479,37.2787
480,37.6718
481,37.1157
482,37.2569
483,37.3164
484,36.7552
485,37.8682
486,37.2766
487,37.2971
488,36.7054
489,37.2988
490,37.4289
491,36.9566
492,36.7375
493,36.7863
494,36.7343
495,36.1421
496,36.3258
497,36.7871
498,36.9033
499,36.6256
500,36.5882
501,36.5352
502,36.3753
503,36.4572
504,36.5650
505,36.5885
506,36.4035
507,36.5872
508,36.7607
509,36.7407
510,36.7649
511,36.4447
512,36.5737
513,36.0877
514,36.8539
515,36.4097
516,36.7140
517,36.7974
518,36.7688
519,35.9228
520,36.6304
521,36.8267
522,35.9417
523,36.3097
524,35.8950
525,35.9199
526,36.1842
527,35.6282
528,36.5554
529,35.7645
530,35.7067
531,36.3083
532,35.3333
533,35.2055
534,35.5736
535,35.4583
536,35.3378
537,36.1525
538,35.8685
539,35.9960
540,35.7166
541,35.2108
542,35.2438
543,35.2839
544,35.5134
545,35.5133
546,35.5548
547,35.0385
548,35.4832
549,36.0981
550,35.6391
551,35.1746
552,35.5528
553,35.4948
554,35.0203
555,35.0809
556,35.0849
557,34.9842
558,35.0924
559,34.8297
560,35.0757
561,35.0774
562,34.7151
563,35.0345
564,35.3859
565,35.1733
566,35.0703
567,35.0837
568,34.9366
569,34.6660
570,34.9501
571,34.9306
572,35.1019
573,34.4625
574,35.0282
575,35.3405
576,34.8118
577,35.2624
578,35.2094
579,35.2382
580,34.7471
581,35.0345
582,34.7218
583,34.6305
584,34.9521
585,34.7383
586,34.6424
587,34.1358
588,34.4396
589,34.8839
590,34.7274
591,34.4289
592,34.8974
593,34.1837
594,34.7797
595,34.1919
596,34.8829
597,34.8503
598,34.9026
599,34.4389
600,34.0236
601,34.4034
602,34.4690
603,33.9266
604,34.6950
605,34.5773
606,34.6436
607,34.0784
608,33.7641
609,34.2166
610,34.4660
611,34.3759
612,34.1146
613,34.1742
614,33.6443
615,33.6284
616,33.8153
617,34.1297
618,34.0924
619,33.6628
620,34.0644
621,33.8713
622,33.9754
623,34.0796
624,34.1270
625,34.1633
626,34.2813
627,34.2594
628,33.6267
629,34.1384
630,33.9237
631,33.8718
632,33.8795
633,33.6429
634,33.4761
635,33.7944
636,33.7359
637,34.3709
638,34.4758
639,34.0647
640,33.3261
641,34.1876
642,33.9501
643,34.1898
644,34.1726
645,33.9397
646,34.4647
647,34.4511
648,34.0945
649,33.6049
650,34.5968
651,33.5616
652,33.3323
653,33.9297
654,33.7295
655,34.0731
656,33.6430
657,33.8864
658,33.5027
659,33.7279
660,33.5135
661,33.7468
662,33.6947
663,33.7748
664,33.7809
665,33.8141
666,33.8346
667,33.4680
668,33.9184
669,33.5206
670,33.6011
671,33.5304
672,33.1622
673,34.0187
674,33.9550
675,33.7978
676,33.7143
677,34.0341
678,33.3450
679,33.9939
680,33.3155
681,33.6946
682,33.9366
683,33.3352
684,33.3539
685,33.4351
686,33.4546
687,33.7054
688,33.7677
689,33.8859
690,33.7772
691,33.2446
692,33.1191
693,33.7784
694,33.5211
695,33.9534
696,32.9808
697,33.6629
698,33.2160
699,33.3335
700,33.3465
701,33.2545
702,33.0821
703,33.1680
704,33.6097
705,33.4896
706,33.5330
707,33.7343
708,33.5001
709,33.2173
710,33.0804
711,33.4600
712,33.0687
713,33.6384
714,33.2578
715,33.1170
716,34.1032
717,33.4834
718,32.9690
719,33.5853
720,32.9753
721,33.5775
722,33.5171
723,33.4602
724,32.9103
725,32.4087
726,33.0708
727,33.1085
728,33.5251
729,33.4077
730,32.9367
731,32.9305
732,33.1323
733,33.2528
734,33.4512
735,33.2725
736,33.1743
737,33.5407
738,33.2890
739,32.9047
740,33.1359
741,33.1145
742,33.1057
743,33.0625
744,33.4182
745,33.4970
746,33.4831
747,33.0090
748,33.3951
749,33.2461
750,33.2558
751,33.2424
752,33.3024
753,32.9873
754,33.7472
755,32.9300
756,33.9301
757,33.6309
758,33.1395
759,33.3370
760,32.7467
761,32.9430
762,33.4094
763,33.7320
764,33.6338
765,32.9969
766,33.3497
767,33.1774
768,33.5907
769,34.0304
770,33.7087
771,33.0702
772,33.5908
773,33.1829
774,33.7331
775,33.3262
776,32.8928
777,32.9735
778,32.7199
779,33.0105
780,33.0195
781,33.2189
782,33.2561
783,33.0237
784,33.0996
785,33.2671
786,33.2896
787,33.4933
788,33.0566
789,32.9127
790,33.3008
791,33.2325
792,32.7707
793,33.0166
794,33.3477
795,32.9852
796,32.0429
797,32.9895
798,32.6987
799,33.1136
800,32.8139
801,33.1269
802,33.2282
803,33.3256
804,33.1142
805,33.2811
806,32.7142
807,32.6977
808,33.0504
809,32.5892
810,32.6137
811,32.6292
812,32.6668
813,32.8824
814,32.5673
815,32.7893
816,32.6890
817,32.3100
818,32.4514
819,32.5797
820,32.7682
821,32.7219
822,32.9206
823,32.9933
824,32.2068
825,32.1189
826,32.6495
827,32.3379
828,32.3495
829,32.6091
830,32.4318
831,32.4619
832,32.2817
833,32.3069
834,32.0000
835,32.2723
836,32.2508
837,32.0508
838,31.6911
839,32.6941
840,32.3190
841,32.2976
842,32.0703
843,31.9644
844,32.2961
845,32.4363
846,32.2404
847,31.8955
848,32.3671
849,32.0034
850,32.0122
851,31.9982
852,31.8667
853,31.8083
854,31.9966
855,31.7063
856,31.5713
857,31.9084
858,31.7617
859,31.8885
860,32.1312
