Slice,Mean
504,45.6528
505,45.0000
506,45.5279
507,44.7374
508,44.7650
509,44.6475
510,45.1141
511,44.6879
512,44.5768
513,44.6418
514,45.3668
515,45.3084
516,44.4194
517,45.1836
518,45.0143
519,45.1236
520,44.9145
521,44.8514
522,44.9108
523,44.9977
524,44.8472
525,44.1325
526,44.9058
527,44.8939
528,44.5433
529,44.6393
530,45.1099
531,44.8901
532,44.3129
533,44.7226
534,44.7331
535,44.2765
536,44.7713
537,44.3196
538,44.6112
539,44.5506
540,44.9061
541,44.7229
542,44.3823
543,44.6122
544,44.5953
545,44.3249
546,44.0828
547,44.5316
548,44.0762
549,44.5048
550,44.2304
551,44.4153
552,44.7056
553,44.7260
554,44.8640
555,44.2959
556,44.5836
557,44.6415
558,44.4959
559,44.7639
560,44.1570
561,44.1906
562,43.6669
563,44.3430
564,44.2837
565,44.7448
566,44.2306
567,44.5688
568,44.6415
569,44.6662
570,44.0694
571,44.1110
572,44.4850
573,44.1809
574,44.2969
575,43.8007
576,44.4312
577,44.2067
578,43.6374
579,43.4521
580,43.5465
581,43.9714
582,43.5534
583,43.7251
584,43.4219
585,43.7418
586,43.7669
587,43.9890
588,44.3133
589,43.8985
590,43.3900
591,43.4369
592,44.0819
593,44.1004
594,44.1816
595,44.1697
596,44.1667
597,43.7811
598,43.8152
599,44.1965
600,44.1831
601,43.8156
602,43.7420
603,43.9380
604,44.5315
605,43.5591
606,43.7174
607,43.7314
608,43.7526
609,43.7344
610,43.0208
611,44.0605
612,43.6957
613,44.6650
614,43.8278
615,43.4589
616,43.7408
617,43.8780
618,43.8446
619,43.7996
620,43.7749
621,43.6607
622,44.0817
623,43.6153
624,43.5391
625,43.7558
626,43.9667
627,43.5733
628,43.6273
629,44.1971
630,43.9457
631,43.6909
632,43.5937
633,43.6095
634,44.1315
635,43.6839
636,44.0762
637,44.0320
638,43.4278
639,43.2842
640,43.2819
641,43.3992
642,43.6593
643,43.4455
644,43.7931
645,43.9507
646,43.6265
647,43.3582
648,43.5858
649,43.7118
650,43.0067
651,43.4430
652,43.7734
653,43.3913
654,43.6307
655,43.6638
656,43.5772
657,43.6914
658,43.7466
659,43.5663
660,43.6187
661,43.2957
662,43.3530
663,42.9456
664,43.7240
665,42.9618
666,44.1024
667,43.7400
668,43.3329
669,43.1450
670,43.4288
671,43.1714
672,43.0041
673,42.7070
674,43.6092
675,42.5748
676,42.8808
677,43.0143
678,43.0044
679,42.9793
680,43.3825
681,43.7026
682,43.4015
683,43.0526
684,43.2275
685,42.8488
686,43.4443
687,43.1210
688,43.6146
689,42.9480
690,42.9317
691,42.5942
692,42.7464
693,42.9422
694,42.7254
695,42.8973
696,42.9220
697,43.0567
698,42.6171
699,42.3595
700,42.8600
701,42.6354
702,42.6925
703,42.8622
704,43.1226
705,42.7377
706,42.7747
707,42.8294
708,42.7007
709,42.7319
710,42.5838
711,42.5510
712,42.6280
713,42.3023
714,42.6963
715,42.5159
716,41.8517
717,42.0907
718,42.4500
719,42.6057
720,42.4030
721,42.3390
722,42.0643
723,42.2607
724,42.6551
725,42.0983
726,42.2010
727,42.3209
728,42.6928
729,43.0471
730,42.2515
731,42.3791
732,42.3642
733,42.4208
734,42.2518
735,42.2892
736,42.0209
737,42.3869
738,42.2874
739,42.0127
740,42.1587
741,42.0466
742,42.2349
743,42.5477
744,42.0968
745,42.2284
746,42.1554
747,41.7110
748,41.7039
749,41.9557
750,41.6361
751,41.6233
752,41.3312
753,42.2180
754,42.0953
755,42.0073
756,41.7881
757,41.7733
758,42.1325
759,42.1587
760,42.1501
761,41.7166
762,41.9228
763,41.9954
764,42.2106
765,41.7636
766,41.9543
767,41.8104
768,41.6312
769,41.6668
770,41.8225
771,41.9105
772,41.8844
773,42.0036
774,42.2983
775,41.7409
776,42.3089
777,41.9107
778,41.4516
779,41.5607
780,41.3954
781,41.8564
782,41.4132
783,41.2980
784,42.0344
785,42.0128
786,41.3726
787,41.4167
788,41.6158
789,41.3417
790,41.3648
791,41.4589
792,41.8535
793,42.2039
794,41.6202
795,40.9244
796,41.7664
797,41.4497
798,41.4638
799,41.7210
800,41.6109
